Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
2025-02-04 00:00:00,,,91N125020082,91-72218-2040,cExpress-TL-i3-1115G4E,2025-02-05 00:00:00,,40,40,40,1.4,卡OK*39+待測*1,2025-01-20 00:00:00,(1/24),65,59N125020082,59-72218-2050,,,
2025-02-04 00:00:00,,VIP,91E125010174,91-95358-000E,HTS-qEL,2025-02-05 00:00:00,,2,2,2,1.4,32-21037-0000-A0異常,2025-01-20 00:00:00,無卡,11.8,,,,,
2025-02-04 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-04 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-04 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-04 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-04 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-02-04 00:00:00,(二)  生產狀況,,,,1112,,,,,當日總工時(min),2261.4000000000005,OVER,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-02-05 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-05 00:00:00,,,91E125010146,91-95372-500E,THSH-cMTL-B,2025-02-05 00:00:00,,7,7,0,1.4,,2025-01-22 00:00:00,"2/5 PE-Ivy驗證,2/6接包裝+無卡",0,,,,,
2025-02-05 00:00:00,,,91E125010146,91-95372-500E,THSH-cMTL-B,2/6中,,7,7,7,1.4,,2025-01-22 00:00:00,"2/5 PE-Ivy驗證,2/6接包裝+無卡",18.799999999999997,,,,,
2025-02-05 00:00:00,,,91R125010008,91-72139-J02E,t1Express-RLP-i7-13800HRE-VGA,2025-02-05 00:00:00,,1,1,1,1.4,PASS,,(2/3),10.4,,,,,
2025-02-05 00:00:00,,,91E124120208,91-72139-N04E,Express-RLP-i7-1370PE,2025-02-05 00:00:00,,52,49,49,1.4,卡OK*49+NG*2+零件*1,2025-01-20 00:00:00,(2/3),77.6,59E124120208,59-72139-N04E,,,
2025-02-05 00:00:00,,,91E125010115,91-73103-043E,I-COM-HPC-sIDH-2796-C827 Dev Kit,2025-02-05 00:00:00,,1,1,1,1.4,卡OK,2025-01-20 00:00:00,(1/24),10.4,85E125010115,85-73103-023E,,,
2025-02-05 00:00:00,,VIP,91N125020125,91-23009-0020,HSL-AI16AO2-M-VV,2025-02-05 00:00:00,,50,50,50,1.4,卡OK*42+PASS*2+NG*6異常,2025-01-20 00:00:00,(1/24),79,85N125020124,85-23009-0050,,,
2025-02-05 00:00:00,,VIP,91E124110152,91-38205-200E,PXIe-9529H,2025-02-05 00:00:00,,12,11,11,1.4,卡OK*11+NG*1,2025-02-03 00:00:00,(1/23),24.4,85R125010084,85-38205-200E,,,
2025-02-05 00:00:00,,VIP,91E125020025,91-77522-106E,ASH-CECAR-ARIS-CF-i3-8100H,2025-02-07 00:00:00,尾數,110,2,110,1.7,卡OK*20+PASS*105,2024-01-22 00:00:00,(2/3),12.4,85E125020145,85-77522-106E,,,
2025-02-05 00:00:00,,,91N125010172,91-48106-0070,CM4-SL2-WiTronix,2025-02-06 00:00:00,,127,126,126,1.4,卡OK*126+PASS*1+待測*1,2025-01-20 00:00:00,(1/24),185.39999999999998,85N125010172,85-48106-0070,,,
2025-02-05 00:00:00,,VIP,91N125020055,91-19601-80A0,KUSB-488B,2025-02-19 00:00:00,,50,50,50,1.9,卡OK,2025-01-24 00:00:00,(1/24),104,85N125020055,85-19601-8050,,,
2025-02-05 00:00:00,,,91E125020176,91-79030-002E,Aristocrat Gen10 Backplane,2025-02-07 00:00:00,,240,240,240,1.4,卡OK,2024-01-13 00:00:00,(2/5) 入AY93,345,55E124120402,55-79030-004E,,,
2025-02-05 00:00:00,,,91E125020189,91-79030-002E,Aristocrat Gen10 Backplane,2025-02-07 00:00:00,,60,60,60,1.4,卡OK,2024-01-13 00:00:00,(2/5) 入AY91,93,55E124120402,55-79030-004E,,,
2025-02-05 00:00:00,,VIP,91E124120322,91-77A07-405E,I-Pi SMARC Plus X w/ HDA ALC888 Audio,2025-02-11 00:00:00,,2,2,2,2.1,卡OK,2025-02-04 00:00:00,(1/22),13.2,85E124120322,85-77A07-406E,,,
2025-02-05 00:00:00,,,91R124120114,91-72139-K020,Express-RLP-i7-13800HE,2025-02-07 00:00:00,,20,20,20,1.4,PASS,2025-01-20 00:00:00,(2/3),37,,,,,
2025-02-05 00:00:00,,,91R124120104,91-72139-M04E,Express-RLP-i3-13300HE,2025-02-17 00:00:00,,3,3,3,1.4,PASS,,(2/3),13.2,,,,,
2025-02-05 00:00:00,,,91R125010013,91-72139-T03E,t1Express-RLP-i7-1365URE,2025-02-17 00:00:00,,3,3,3,1.4,PASS,,(2/3),13.2,,,,,
2025-02-05 00:00:00,,VIP,91N125020114,91-7C001-1010,MXM-RTX3000,2025-02-07 00:00:00,,60,60,60,1.4,卡OK*56+NG*4,2025-01-20 00:00:00,(2/3),93,59N125020114,59-7C001-1030,,,
2025-02-05 00:00:00,,,91N125010238,91-95162-0010,HTS-cSL-B,2025-02-14 00:00:00,,102,102,102,1.4,,2025-01-22 00:00:00,無卡,151.79999999999998,,,,,
2025-02-05 00:00:00,,,91N125020390,91-95148-0110,LEC-iMX6-HS/Konami,2025-02-13 00:00:00,尾數,600,600,600,1.4,,2025-01-10 00:00:00,無卡,849,,,,,
2025-02-05 00:00:00,,,91N125020129,91-95290-0010,HTS-siMX8MP,2025-02-26 00:00:00,,315,100,100,1.4,,2025-01-17 00:00:00,無卡,149,,,,,
2025-02-05 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-05 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-05 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-02-05 00:00:00,(三)  生產狀況,,,,1494,,,,,當日總工時(min),2315.8,OVER,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-02-06 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-06 00:00:00,,,91E125010214,91-73102-2060,COM-HPC-ALT-Q32-17-BCM-4x10G,2025-02-04 00:00:00,,3,3,3,1.4,卡OK*2+零件*1,2025-01-20 00:00:00,(2/5早),13.2,85E125010214,85-73102-2060,,,
2025-02-06 00:00:00,,,91E124120208,91-72139-N04E,Express-RLP-i7-1370PE,2025-02-05 00:00:00,尾數,52,3,52,1.4,卡OK*3,2025-01-20 00:00:00,(2/3),13.2,59E124120208,59-72139-N04E,,,
2025-02-06 00:00:00,,VIP,91N125010258,91-72213-240S,t2cExpress-SL-i3-6100U/SEPSA,2025-02-05 00:00:00,,24,24,24,1.4,卡OK*45,2025-01-25 00:00:00,(2/4),42.599999999999994,85N125010234,85-72213-240S,,,
2025-02-06 00:00:00,,,91N125010172,91-48106-0070,CM4-SL2-WiTronix,2025-02-06 00:00:00,尾數,127,1,127,1.4,卡OK*1+NG*1,2025-01-20 00:00:00,(1/24),10.4,85N125010172,85-48106-0070,,,
2025-02-06 00:00:00,,VIP,91N125020420,91-72513-1220,LEC-EL-6211E-4G-32G-ER/Sigmatek,2025-02-11 00:00:00,,190,190,190,1.4,PASS*213,2025-01-20 00:00:00,(2/5),275,59R125010102,59-72513-1220,,,
2025-02-06 00:00:00,,VIP,91N125020383,AG-M9537A-CFG006,M9537A-CFG006,2025-02-10 00:00:00,,5,5,5,5,卡OK,2025-01-20 00:00:00,(2/7),34,85N125020040,85-65506-90E0,,,
2025-02-06 00:00:00,,,91N125020249,91-48104-2090,CM3-BT4-E3845,2025-02-10 00:00:00,,5,5,5,1.4,卡OK,2025-02-06 00:00:00,(1/22),16,85N125020249,85-48104-2070,,,
2025-02-06 00:00:00,,,91N125020129,91-95290-0010,HTS-siMX8MP,2025-02-26 00:00:00,尾數,315,215,315,1.4,,2025-01-17 00:00:00,無卡,310,,,,,
2025-02-06 00:00:00,2/3,,91N125020417,91-95302-2010,THS-nXEL-B-I,2025-02-17 00:00:00,,1,1,1,5,,2025-02-03 00:00:00,無卡,14,,,,,
2025-02-06 00:00:00,2/4,,91E125020292,91-95346-300E,Cooler for MXM-A4500 with back plate,2025-02-12 00:00:00,,5,5,5,1.4,,2025-02-07 00:00:00,無卡,16,,,,,
2025-02-06 00:00:00,2/4,,ZPR125020026,59-44838-3060,ABX-52ADL-MB-R680,2025-02-11 00:00:00,,4,4,4,1.4,,2025-02-04 00:00:00,簡易包裝 +A55倉卡OK,14.6,59-44838-3060,,,,
2025-02-06 00:00:00,,VIP,91N125010267,91-7A104-2170,AmITX-KB-G-Q170/ITS i5,2025-02-10 00:00:00,,150,150,150,5.6,,2024-01-20 00:00:00,(2/4),849,85N125010267,85-7A104-2140,,,
2025-02-06 00:00:00,,VIP,91N125020209,91-95192-0010,HTS-nXAL-B-I,2025-02-18 00:00:00,,14,14,14,1.4,,2025-01-21 00:00:00,無卡,28.599999999999998,,,,,
2025-02-06 00:00:00,,,91N125020138,92-24304-2010,PCI-C588,2025-02-19 00:00:00,,100,100,100,1.4,,2025-01-23 00:00:00,無卡,149,,,,,
2025-02-06 00:00:00,,,91N125030249,91-77B05-4020,DLAP-211-Orin Nano 4GB Dev Kit w/o SSD,2025-02-11 00:00:00,,1,1,1,1.4,卡OK,2025-01-24 00:00:00,(2/4),10.4,85N125030249,85-77B05-4020,,,
2025-02-06 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-06 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-06 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-02-06 00:00:00,(四)    生產狀況,,,,721,,,,,當日總工時(min),1832,NOT ENOUGH,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-02-07 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-07 00:00:00,,,RMA125020004,AG-M9037-62000,M9037-62000,2025-02-07 00:00:00,,1,1,1,10,PASS,2025-01-20 00:00:00,(2/4),19,,,,,
2025-02-07 00:00:00,,,91N124120353,91-65314-4120,cPCI-6636SLDZ/6820E/M0-8,2025-02-07 00:00:00,,20,20,20,2,卡OK*18+PASS*2,2025-01-20 00:00:00,(2/4),49,85N124120353,85-65314-4120,,,
2025-02-07 00:00:00,,VIP,91E125020009,91-66052-200E,Bizerba SMARC (16G) with Carrier Board,2025-02-07 00:00:00,,50,50,50,1.4,卡OK,2025-02-11 00:00:00,(2/4),79,85E125020009,85-66052-200E,,,
2025-02-07 00:00:00,,,91E124110317,91-77106-705E,I-COM HPC Ampere Altra DEV Kit-128,2025-02-07 00:00:00,,4,4,4,3.1,卡OK,2025-02-04 00:00:00,(2/6),21.4,85E124110317,85-73102-614E,,,
2025-02-07 00:00:00,,,91N124110070,91-38008-0040,PXIe-3987/M8G/SSD,2025-02-19 00:00:00,,29,29,29,2.1,卡OK*28+PASS*1,2025-01-24 00:00:00,(2/3),69.9,85N124110070,85-38008-0050,,,
2025-02-07 00:00:00,,VIP,91N125010014,AG-M9022A-CFG001,M9022A-CFG001,2025-03-04 00:00:00,,25,25,25,7,卡OK,2025-02-11 00:00:00,(2/4),184,85N125010015,85-63512-0050,,,
2025-02-07 00:00:00,,VIP,91N125020204,91-71116-9030,ETX-BT-E3845-NO AUDIO,2025-02-20 00:00:00,,40,40,40,1.4,卡OK,2025-02-11 00:00:00,(2/4),65,59N125020204,59-71116-9040,,,
2025-02-07 00:00:00,,VIP,91E125020013,91-79030-002E,Aristocrat Gen10 Backplane,2025-02-17 00:00:00,,300,300,300,1.4,卡OK,2024-02-04 00:00:00,(2/7) 一箱30,429,55E124120408,55-79030-004E,,,
2025-02-07 00:00:00,,,91N125020269,91-95318-5010,THSF-TL-BL,2025-02-11 00:00:00,,26,26,26,1.4,,2025-02-06 00:00:00,無卡,45.4,,,,,
2025-02-07 00:00:00,,VIP,91N125020064,91-95231-0010,LITEON QCNFA324 WIFI/BT KIT,2025-02-19 00:00:00,,10,10,10,3.15,,2025-01-21 00:00:00,無卡,40.5,,,,,
2025-02-07 00:00:00,,,91N125020141,92-24319-P010,PCI-C584,2025-02-19 00:00:00,,60,60,60,1.4,,2025-01-23 00:00:00,無卡,93,,,,,
2025-02-07 00:00:00,,,91N125020256,91-95308-B010,EGW-5200 DC Terminal cuskit-XG1K3,2025-02-20 00:00:00,,20,20,20,1.4,,2025-01-21 00:00:00,無卡,37,,,,,
2025-02-07 00:00:00,,,91R125010090,91-7C005-2010,EGX-MXM-A2000-4G-35W/Adlink logo,2025-02-17 00:00:00,,1,1,1,1.4,PASS,2025-02-05 00:00:00,(2/3),10.4,,,,,
2025-02-07 00:00:00,,VIP,91N125020102,AG-W1312-60493,W1312-60493,2025-02-25 00:00:00,,100,100,100,3,,2025-01-24 00:00:00,無卡,309,,,,,
2025-02-07 00:00:00,,VIP,91N125030155,AG-M9048B-CFG001,M9048B-CFG001,2025-03-03 00:00:00,,50,50,50,10,卡OK,2025-02-03 00:00:00,(2/5),509,59N125030155,59-18903-9060,,,
2025-02-07 00:00:00,,,91N124120430,91-72132-1320,Express-DN7-C3708/4G/64G/CYMER,2025-02-11 00:00:00,,34,34,34,1.4,卡OK,2025-02-05 00:00:00,(2/5),56.599999999999994,59N124120429,59-72132-1330,,,
2025-02-07 00:00:00,,,91N125020122,91-72130-6080-10,Express-KLE-E3-1505L v6,2025-02-17 00:00:00,,54,54,54,1.4,卡OK,2025-02-05 00:00:00,(2/4),84.6,59N125020122,59-72130-6090,,,
2025-02-07 00:00:00,,,91R125010104,91-72513-1220,LEC-EL-6211E-4G-32G-ER/Sigmatek,2025-02-11 00:00:00,,2,2,2,1.4,PASS,,(2/6),11.8,,,,,
2025-02-07 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-07 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-07 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-02-07 00:00:00,(五)    生產狀況,,,,826,,,,,當日總工時(min),2149.6,OVER,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-02-08 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-02-08 00:00:00,(六)    生產狀況,,,,0,,,,,當日總工時(min),81,NOT ENOUGH,,,,
,,,,,,,,總數量,5824,,,,,,11268.4,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,-,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,移除排程,,,,,,,,,,,,,,,,,
