Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,第,18,週 生 產 計 畫,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,製令單號,料號,,,重要訂單
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,91N125020331,91-95148-0110,LEC-iMX6-HS/Konami,2025-02-13 00:00:00,,1300,800,800,1.4,,2025-01-10 00:00:00,無卡,1129,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-27 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-01-27 00:00:00,(一)  生產狀況,,,,800,,,,,當日總工時(min),1228,NOT ENOUGH,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-28 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-01-28 00:00:00,(二)  生產狀況,,,,0,,,,,當日總工時(min),108,NOT ENOUGH,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-29 00:00:00,,,,,,,,,,,,,,,9,,,,,
,,,,2025-01-29 00:00:00,(三)  生產狀況,,,,0,,,,,當日總工時(min),108,NOT ENOUGH,,,,
日期,,線別,製令單號,品號,品名,完工日,,工單數量,實際生產,SAP,包裝,進度,料齊日,備註,生產工時,,,,,
2025-01-30 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-30 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-30 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-30 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-30 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-30 00:00:00,,,,,,,,,,,,,,,9,,,,,
2025-01-30 00:00:00,,,,,,,,,,,,,,,9,,,,,
