Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,2025-08-11 00:00:00,Monday,Unnamed: 21,2025-08-12 00:00:00,Tuesday,Unnamed: 24,2025-08-13 00:00:00,Wednesday,Unnamed: 27,2025-08-14 00:00:00,Thursday,Unnamed: 30,2025-08-15 00:00:00,Friday,Unnamed: 33,2025-08-16 00:00:00,Saturday,Unnamed: 36,2025-08-17 00:00:00,Sunday ,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,2025-08-11 00:00:00.1,Unnamed: 44,2025-08-12 00:00:00.1,Unnamed: 46,2025-08-13 00:00:00.1,Unnamed: 48,2025-08-14 00:00:00.1,Unnamed: 50,2025-08-15 00:00:00.1,Unnamed: 52,2025-08-16 00:00:00.1,Unnamed: 54
日期,,線別,,料號,,製令單號,DIP,品號,品名,上線日,完工日,料齊日,說明,工單數量,組裝,測試,交期,備註,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,,,,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-08-14 00:00:00,,85ass,,85-63505-2060,,85N125100016,55-63609-3030 7/30+55-63622-1050 8/13,85-63505-2060,M9018B BP+Mezz,2025-08-14 00:00:00,2025-08-18 00:00:00,2025-08-07 00:00:00,,23,6.5,0,2025-08-18 00:00:00,組裝,,,,,,,,,,23,149.5,組裝,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-08-15 00:00:00,,85test,,85-63505-2060,,85N125100016,,85-63505-2060,M9018B BP+Mezz,2025-08-15 00:00:00,2025-08-18 00:00:00,,,23,0,7.5,2025-08-18 00:00:00,8/18系統領,,,,,,,,,,,,,23,172.5,測試,,,,,,,函數,,,,,,,,,,,,,,
2025-08-15 00:00:00,,59test,,59-63515-0080,,59N125100016,2025-08-14 00:00:00,59-63515-0080,M9019-66501,2025-08-15 00:00:00,2025-08-20 00:00:00,,,54,0,4,2025-08-20 00:00:00,8/20系統領,,,,,,,,,,,,,54,216,,,,,,,,函數,,,,,,,,,,,,,,
2025-08-11 00:00:00,,85ass,,85-63512-0050Y,,85N125090068,55-63512-0050Y 7/15,85-63512-0050Y,M9022A,2025-08-11 00:00:00,2025-08-13 00:00:00,2025-07-21 00:00:00,,48,7,0,2025-09-29 00:00:00,組裝,48,336,組裝,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-08-12 00:00:00,,85test,,85-63512-0050Y,,85N125090068,,85-63512-0050Y,M9022A,2025-08-12 00:00:00,2025-08-13 00:00:00,,測具共用,48,0,20,2025-09-29 00:00:00,,,,,48,960,測試,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-08-14 00:00:00,,59test,,59-18903-9060,,59N125100110,2025-08-13 00:00:00,59-18903-9060,M9048B,2025-08-14 00:00:00,2025-08-15 00:00:00,,測具共用,20,0,20,2025-09-23 00:00:00,,,,,,,,,,,20,400,,,,,,,,,,,函數,,,,,,,,,,,,,,
8/6~8/12,,85test,,85-65506-60E0,,85N125030079,55-38207-0010+55-65506-0090+59-72128-0290 OK,85-65506-60E0,M9537A-CFG007,8/6~8/12,2025-08-13 00:00:00,未排完+未排包,,5,0,70,2025-08-26 00:00:00,(重要訂單),1,70,測試,1,70,測試,,,,,,,,,,,,,,,,函數,,,1,,1,,,,,,,,,
