Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,2025-08-18 00:00:00,Monday,Unnamed: 21,2025-08-19 00:00:00,Tuesday,Unnamed: 24,2025-08-20 00:00:00,Wednesday,Unnamed: 27,2025-08-21 00:00:00,Thursday,Unnamed: 30,2025-08-22 00:00:00,Friday,Unnamed: 33,2025-08-23 00:00:00,Saturday,Unnamed: 36,2025-08-24 00:00:00,Sunday ,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,2025-08-18 00:00:00.1,Unnamed: 44,2025-08-19 00:00:00.1,Unnamed: 46,2025-08-20 00:00:00.1,Unnamed: 48,2025-08-21 00:00:00.1,Unnamed: 50,2025-08-22 00:00:00.1,Unnamed: 52,2025-08-23 00:00:00.1,Unnamed: 54
日期,,線別,,料號,,製令單號,DIP,品號,品名,上線日,完工日,料齊日,說明,工單數量,組裝,測試,交期,備註,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,生產數量,工時,製程,,,,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10,1~5,6~10
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
00:00:00,,,,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-08-18 00:00:00,,85test,,85-48105-005S,,85N125060348,ETT,85-48105-005S,CM4-SL2-6102E-8G-8G-ETT,2025-08-18 00:00:00,2025-08-19 00:00:00,,,14,0,2,2025-08-22 00:00:00,測開機,14,28,,,,,,,,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
8/14~8/21,,85test,,85-7C004-201S,,85N125070209,ETT,85-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,8/14~8/21,2025-08-25 00:00:00,PP-ETT-2070,,90,0,20,2025-08-26 00:00:00,ETT（每天務必ETT*4輪）,16,320,ETT,16,320,ETT,16,320,ETT,14,280,ETT,,,,,,,,,,函數,,,,,,,,,,,,,,
2025-08-22 00:00:00,,85test,,85-7C004-201S,,85N125070209,ETT,85-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,2025-08-22 00:00:00,2025-08-25 00:00:00,,,90,0,2,2025-08-26 00:00:00,測開機(重要訂單),,,,,,,,,,,,,90,180,,,,,,,,函數,,,,,,,,,,,,,,
2025-08-20 00:00:00,,85ass,,85-7C004-201S,,85N125090075,59-7C004-2020 8/14,85-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,2025-08-20 00:00:00,2025-08-29 00:00:00,2025-08-01 00:00:00,,60,2,0,2025-09-02 00:00:00,組裝(前置作業)(重要訂單),,,,,,,60,120,組裝,,,,,,,,,,,,,函數,,,,,,,,,,,,,,
8/21~8/27,,85test,,85-7C004-201S,,85N125090075,ETT,85-7C004-201S,t1EGX-MXM-A4500-16G-80W/Adlink logo,8/21~8/27,2025-08-29 00:00:00,PP-ETT-2070,,60,0,20,2025-09-02 00:00:00,ETT（每天務必ETT*4輪）,,,,,,,,,,2,40,ETT,12,240,ETT,,,,,,,函數,,,,,,,,,1,,,,,
2025-08-18 00:00:00,,85test,,85-72138-630D,,85N125060411,ETT+Coating,85-72138-630D,t2TL-W-11865MRE/2DIMM/S64G/cc/GOMA,2025-08-18 00:00:00,2025-08-19 00:00:00,,,10,0,2,2025-08-26 00:00:00,測開機,10,20,,,,,,,,,,,,,,,,,,,,函數,,,,1,,,,,,,,,,
