第17週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
2025-04-22 00:00:00,投過,A,93E125030423,IPC-100N6-T025,RK410W-13E2-E43/WRE_IT025,2025-04-25 00:00:00,2025-04-21 00:00:00,1,1,21,4,54,,,,4,54,IPC-100N6-T,,
2025-04-22 00:00:00,投過,A,93N125040509,93-41045-E550,Dell Embedded Gateway EGW-5200-0MKWWT,2025-04-29 00:00:00,2025-04-21 00:00:00,8,8,30,20.3,28.8,,,,162.4,230.4,93-41045-E5,,
2025-04-22 00:00:00,投過,E,93N125040201,93-P6000-6010,OM-156,2025-04-28 00:00:00,2025-04-21 00:00:00,10,10,27,7,15,線外+組裝++,,,70,150,93-P6000-60,,
2025-04-22 00:00:00,投過,E,93N125030465,93-P7000-H020,IM-270,2025-04-28 00:00:00,2025-04-21 00:00:00,10,10,27,10.5,21,線外+組裝++,,,105,210,93-P7000-H0,,
2025-04-22 00:00:00,投過,A,93E125040043,TPC-41041-061S,TPC-41041-061S(MXE-1501),2025-05-13 00:00:00,2025-04-21 00:00:00,15,15,18,0,30,,,,0,450,TPC-41041-0,,
2025-04-22 00:00:00,投過,A,93E125040372,IPC-101N5-T008,RK410CW-13E2-E43_IT008,2025-04-29 00:00:00,2025-04-18 00:00:00,1,1,21,4,54,,,,4,54,IPC-101N5-T,,
2025-04-22 00:00:00,投過,E,93E125030128,93-F0116-100E,GM-270SG/KGI,2025-04-30 00:00:00,2025-03-20 00:00:00,210,50,,,30,TP-ASSY,,,0,1500,93-F0116-10,,
2025-04-22 00:00:00,投過,E,93E125030128,93-F0116-100E,GM-270SG/KGI,2025-04-30 00:00:00,2025-03-20 00:00:00,210,50,18,22,,TP-ASSY,,,1100,0,93-F0116-10,,
2025-04-22 00:00:00,投過,A,93N125040328,93-41052-7A30,MVP-5205E-EVERI-160W,2025-05-06 00:00:00,2025-04-23 00:00:00,120,30,21,4.3,26,,,,129,780,93-41052-7A,,4/18從4/24提前4/22
2025-04-22 00:00:00,投過,A,93E125050065,AG-M9505-00019,M9505A SPO FAN tray-kit-CB,2025-05-09 00:00:00,2025-04-21 00:00:00,5,1,9,0,0,,,1+N,0,0,AG-M9505-00,,
2025-04-22 00:00:00,投過,A,93N125040407,93-41055-0320,MXE-231/M8G/256G/Win10,2025-05-13 00:00:00,2025-04-21 00:00:00,56,1,18,0,14.5,,,1+N,0,14.5,93-41055-03,,
2025-04-22 00:00:00,投過,A,93N125050202,93-41055-0310,MXE-231/M8G/256G/Win10,2025-05-13 00:00:00,2025-04-21 00:00:00,5,1,18,0,14.5,,,1+N,0,14.5,93-41055-03,,
2025-04-22 00:00:00,投過,A,93N125040463,93-41055-2030,MXE-231/M16G/256G/EVERI,2025-05-21 00:00:00,2025-04-17 00:00:00,198,36,18,0,16.2,,,,0,583.1999999999999,93-41055-20,,
4/22 (二)     加工4 主線14  (8280)  支援DIP -2人 新人+1 測試支援+1,,,,,,,,,,348,,,,11148.65,當日總工時,1786.9,9013.75,,,
,,,,,,,,,,249,,,,7622.15,IPC,474.4000000000001,6898.75,,,
,,,,,,,,,預計生產,99,,,,3526.5,IDS,1312.5,2115,,,
,,,,,,,,,349,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-04-23 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-23 00:00:00,投過,A,93N125040463,93-41055-2030,MXE-231/M16G/256G/EVERI,2025-05-21 00:00:00,2025-04-17 00:00:00,198,69,18,0,16.2,,,,0,1117.8,93-41055-20,,
2025-04-23 00:00:00,投過,A,RMA125040011,AG-M9010-66101,M9010-66101,2025-04-28 00:00:00,,1,1,,,30,,,,0,30,AG-M9010-66,,
2025-04-23 00:00:00,投過,A,93E125030047,SRP-04001-0040,DCS-6402AT,2025-06-24 00:00:00,00:00:00,15,13,24,13,48,,,56-47129-0010-A0*2不良,169,624,SRP-04001-0,,
2025-04-23 00:00:00,投過,A,93N125040328,93-41052-7A30,MVP-5205E-EVERI-160W,2025-05-06 00:00:00,2025-04-23 00:00:00,120,60,21,4.3,26,,,,258,1560,93-41052-7A,,
2025-04-23 00:00:00,,A,93N125040520,93-45103-1220,DLAP-211-Orin Nano 4GB,2025-05-05 00:00:00,2025-04-16 00:00:00,1,1,21,5,20,,,,5,20,93-45103-12,,
2025-04-23 00:00:00,,A,93E125030381,93-F0019-100C,Redflex NK7 Halo Computer 12MP 95%,2025-04-29 00:00:00,2025-04-23 00:00:00,25,25,27,75.9,,,,,1897.5000000000002,0,93-F0019-10,,
2025-04-23 00:00:00,投過,A,93N125070081,93-45103-1020,DLAP-211-Nano,2025-05-05 00:00:00,2025-04-16 00:00:00,1,1,21,5,20,,,,5,20,93-45103-10,,
2025-04-23 00:00:00,投過,A,93E124120422,93-SHT01-002E,Triton S3 CCP,2025-05-07 00:00:00,2025-04-16 00:00:00,7,6,18,30,42,,,1+N,180,252,93-SHT01-00,,
2025-04-23 00:00:00,投過,E,93E125030128,93-F0116-100E,GM-270SG/KGI,2025-04-30 00:00:00,2025-03-20 00:00:00,210,50,,,30,TP-ASSY,,,0,1500,93-F0116-10,,
2025-04-23 00:00:00,投過,E,93E125030128,93-F0116-100E,GM-270SG/KGI,2025-04-30 00:00:00,2025-03-20 00:00:00,210,10,18,22,,TP-ASSY,,,220,0,93-F0116-10,,
2025-04-23 00:00:00,投過,A,93N125050027,93-70423-5040,PXIS-2719A,2025-05-09 00:00:00,2025-04-22 00:00:00,15,5,24,20,60,,,,100,300,93-70423-50,,
2025-04-23 00:00:00,投過,A,93E125030065,93-45202-000E,DLAP-4107R/M16G,2025-04-28 00:00:00,2025-04-16 00:00:00,15,14,24,7,15,,,1+N,98,210,93-45202-00,,
2025-04-23 00:00:00,投過,A,93N125040139,93-F0064-015C,"R4600-2A3,CC",2025-04-28 00:00:00,2025-04-22 00:00:00,4,4,27,28,65,,,,112,260,93-F0064-01,,
2025-04-23 00:00:00,投過,A,93E125030428,IPC-3100X-0000,RK500WL-C47_I0000,2025-05-08 00:00:00,2025-04-22 00:00:00,3,3,21,4,54,,,,12,162,IPC-3100X-0,,
2025-04-23 00:00:00,投過,A,93E125030420,IPC-0030T-0003,RK609W-M47H_I0003,2025-04-25 00:00:00,2025-04-17 00:00:00,4,4,21,4,54,,,,16,216,IPC-0030T-0,,
2025-04-23 00:00:00,投過,A,93N125040487,93-41053-0030-10,MVP-6227/M32G,2025-05-06 00:00:00,2025-04-22 00:00:00,1,1,21,4.6,15.5,,,1+N,4.6,15.5,93-41053-00,,
4/23 (三)  加工3 主線14  (7820)  支援DIP -2人 新人+1 測試支援+1 NVR機箱sorting 1人,,,,,,,,,,174,,,,9538.4,當日總工時,3077.1,6287.3,,14.903749999999999,
,,,,,,,,,,120,,,,9004.4,IPC,2857.1,6027.3,,,
,,,,,,,,,預計生產,54,,,,534,IDS,220,260,,,
,,,,,,,,,267,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-04-24 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-24 00:00:00,投過,A,93N125040328,93-41052-7A30,MVP-5205E-EVERI-160W,2025-05-06 00:00:00,2025-04-23 00:00:00,120,30,21,4.3,26,,,,129,780,93-41052-7A,,
2025-04-24 00:00:00,投過,E,93E125040131,93-P1100-6B0E,"SP2-15WP-AL3930, 9-36V, w/ IO",2025-05-02 00:00:00,2025-04-16 00:00:00,2,2,18,7.5,15,,,1+N,15,30,93-P1100-6B,,
2025-04-24 00:00:00,投過,A,93N125040359,93-45103-0320,DLAP-211-Orin NX 8GB,2025-04-29 00:00:00,2025-04-23 00:00:00,3,3,21,5,20,,,,15,60,93-45103-03,,
2025-04-24 00:00:00,投過,A,93N125040544,93-45103-0430-10,DLAP-211-Orin NX 16GB,2025-05-02 00:00:00,2025-04-18 00:00:00,10,9,21,5,20,,,1+N,45,180,93-45103-04,,
2025-04-24 00:00:00,投過,A,93N125050027,93-70423-5040,PXIS-2719A,2025-05-09 00:00:00,2025-04-22 00:00:00,15,10,,20,60,,,,200,600,93-70423-50,,
2025-04-24 00:00:00,投過,A,93E125030372,93-D2303-110E,MLC-S 238 ADL for SALK (Omega),2025-04-29 00:00:00,2025-04-23 00:00:00,5,5,27,28,50,,,,140,250,93-D2303-11,,
2025-04-24 00:00:00,投過,A,93E125030131,93-D2303-110E,MLC-S 238 ADL for SALK (Omega),2025-05-14 00:00:00,2025-04-23 00:00:00,50,25,27,28,,,,,700,0,93-D2303-11,,
2025-04-24 00:00:00,投過,A,93E125030381,93-F0019-100C,Redflex NK7 Halo Computer 12MP 95%,2025-04-29 00:00:00,2025-04-23 00:00:00,25,25,,,126,,,,0,3150,93-F0019-10,,
2025-04-24 00:00:00,投過,E,93E125030128,93-F0116-100E,GM-270SG/KGI,2025-04-30 00:00:00,2025-03-20 00:00:00,210,10,,,30,TP-ASSY,,,0,300,93-F0116-10,,
2025-04-24 00:00:00,投過,A,93N125040450,93-SH201-1020,Image System PC Sku8 11514001,2025-05-06 00:00:00,2025-04-23 00:00:00,40,40,27,27.6,,,,,1104,0,93-SH201-10,,
2025-04-24 00:00:00,投過,A,93N125010115,93-SH201-2010,Image System PC Sku3,2025-04-28 00:00:00,2025-04-22 00:00:00,20,20,27,27.6,35.5,,,,552,710,93-SH201-20,,
2025-04-24 00:00:00,投過,A,93E125040230,93-SHT01-102E,Triton S1 CCP,2025-05-06 00:00:00,2025-04-22 00:00:00,3,1,18,0,42,,,1+N,0,42,93-SHT01-10,,
2025-04-24 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-24 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-24 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
4/24 (四)         加工4 主線14  (8280)  支援DIP -2人 新人+1 測試支援+1,,,,,,,,,,207,,,,9209,當日總工時,2900,6102,,14.3890625,
,,,,,,,,,,,,,,,IPC,,,,,
,,,,,,,,,預計生產,,,,,,IDS,,,,,
,,,,,,,,,180,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-04-25 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-25 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-25 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-25 00:00:00,投過,A,93E125030131,93-D2303-110E,MLC-S 238 ADL for SALK (Omega),2025-05-14 00:00:00,2025-04-23 00:00:00,50,25,,,50,,,,0,1250,93-D2303-11,,
2025-04-25 00:00:00,投過,A,93N124100636,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-05-14 00:00:00,00:00:00,308,100,18,0,32.95,,,,0,3295.0000000000005,93-F0114-01,,
2025-04-25 00:00:00,投過,A,93E125040201,93-98002-110E,ADi-SA3X-CL-EABF/AGS,2025-05-21 00:00:00,2025-04-24 00:00:00,17,14,27,12,25,,,85-7B500-110E 缺3,168,350,93-98002-11,,
2025-04-25 00:00:00,投過,E,93N125030546,93-P6000-B320,"OM-215 W/adapter,HDMI,USB,Clips,NZ cord",2025-04-30 00:00:00,2025-04-24 00:00:00,2,2,27,7,15,線外+組裝++,,,14,30,93-P6000-B3,,
2025-04-25 00:00:00,投過,A,93N125040450,93-SH201-1020,Image System PC Sku8 11514001,2025-05-06 00:00:00,2025-04-23 00:00:00,40,20,,,35.5,,,,0,710,93-SH201-10,,
2025-04-25 00:00:00,投過,A,93N125050194,AG-M9019A-CFG001A5,M9019A_A5,2025-05-06 00:00:00,2025-04-23 00:00:00,10,10,27,75,76.3,,,,750,763,AG-M9019A-C,,
2025-04-25 00:00:00,投過,A,93N125050195,AG-M9019A-CFG001A5,M9019A_A5,2025-04-29 00:00:00,2025-04-23 00:00:00,10,10,27,75,76.3,,,,750,763,AG-M9019A-C,,
2025-04-25 00:00:00,投過,E,93N125050350,93-P6000-B220,"OM-215 W/adapter,HDMI,USB cable,Clip",2025-04-30 00:00:00,2025-04-21 00:00:00,1,1,27,7,15,,,,7,15,93-P6000-B2,,
2025-04-25 00:00:00,投過,A,93E125020121,93-41062-000E,MXE-310/315E/M8G,2025-05-06 00:00:00,2025-04-24 00:00:00,4,4,18,0,15.6,,,,0,62.4,93-41062-00,,
2025-04-25 00:00:00,投過,A,93E125030314,93-41062-000E,MXE-310/315E/M8G,2025-05-06 00:00:00,2025-04-24 00:00:00,5,5,18,0,15.6,,,,0,78,93-41062-00,,
2025-04-25 00:00:00,投過,E,93R125030155,93-P7000-B020,IM-215,2025-05-19 00:00:00,2025-03-26 00:00:00,269,50,24,,15,,,,0,750,93-P7000-B0,,
2025-04-25 00:00:00,投過,A,93E125030131,93-D2303-110E,MLC-S 238 ADL for SALK (Omega),2025-05-14 00:00:00,2025-04-23 00:00:00,50,25,27,28,,,,,700,0,93-D2303-11,,
2025-04-25 00:00:00,投過,A,93E125040380,93-41062-500E,MXE-310/770P/M8G,2025-05-08 00:00:00,2025-04-22 00:00:00,1,1,18,0,15.6,,,1+n,0,15.6,93-41062-50,,
2025-04-25 00:00:00,,A,93E125040020,93-98002-110E,ADi-SA3X-CL-EABF/AGS,2025-04-28 00:00:00,2025-03-19 00:00:00,127,4,,,25,,,,0,100,93-98002-11,,
2025-04-25 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
4/25  (五)  加工4 主線14  (8280)  支援DIP -2人 新人+1 測試支援+1,,,,,,,,,,258,,,,10829,當日總工時,2389,8182,,16.9203125,
,,,,,,,,,,195,,,,5895.599999999999,IPC,1639,4061.5999999999995,,,
,,,,,,,,,預計生產,63,,,,4933.400000000001,IDS,750,4120.400000000001,,,
,,,,,,,,,271,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-04-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-26 00:00:00,投過,A,93N125050202,93-41055-0310,MXE-231/M8G/256G/Win10,2025-05-13 00:00:00,2025-04-21 00:00:00,5,4,18,0,14.5,,,1+N,0,58,93-41055-03,,
2025-04-26 00:00:00,投過,A,93E124120192,93-41058-A00C,AVA-7200/H7138/64G/A4500,2025-05-27 00:00:00,2025-04-25 00:00:00,1,1,21,,,,,1+N,0,0,93-41058-A0,,
2025-04-26 00:00:00,投過,A,93E125030131,93-D2303-110E,MLC-S 238 ADL for SALK (Omega),2025-05-14 00:00:00,2025-04-23 00:00:00,50,25,,,50,,,,0,1250,93-D2303-11,,
2025-04-26 00:00:00,投過,A,93N125050337,93-F0023-0010,STR-TSPI7-070D,2025-05-06 00:00:00,2025-04-25 00:00:00,48,24,18,0,30,,,,0,720,93-F0023-00,,
2025-04-26 00:00:00,投過,A,93N124100636,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-05-14 00:00:00,00:00:00,308,17,18,0,32.95,,,,0,560.1500000000001,93-F0114-01,,
2025-04-26 00:00:00,投過,A,93R125040140,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-04-29 00:00:00,00:00:00,322,322,,,5,,,,0,1610,93-F0114-01,,
2025-04-26 00:00:00,投過,E,93E125060036,93-P1500-230E,"SP2-10WP-IMX8-8GB,32GB,12V,rear cover",2025-05-05 00:00:00,2025-04-25 00:00:00,16,16,27,7,18,線外+組裝++,,,112,288,93-P1500-23,,
2025-04-26 00:00:00,投過,E,93R125030155,93-P7000-B020,IM-215,2025-05-19 00:00:00,2025-03-26 00:00:00,269,50,24,,15,,,,0,750,93-P7000-B0,,
2025-04-26 00:00:00,投過,A,93N125040450,93-SH201-1020,Image System PC Sku8 11514001,2025-05-06 00:00:00,2025-04-23 00:00:00,40,20,,,35.5,,,,0,710,93-SH201-10,,
2025-04-26 00:00:00,投過,A,93N125050343,AG-M9019-66101,M9019-66101,2025-05-06 00:00:00,2025-04-24 00:00:00,20,20,27,75,76.3,,,,1500,1526,AG-M9019-66,,
2025-04-26 00:00:00,投過,A,93E125050065,AG-M9505-00019,M9505A SPO FAN tray-kit-CB,2025-05-09 00:00:00,2025-04-21 00:00:00,5,4,9,32,0,,,1+N,128,0,AG-M9505-00,,
2025-04-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-26 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
4/26  (六)     加工3 主線13  (7360)  支援DIP -2人 新人+1 測試支援+1  旅遊-2人,,,,,,,,,預計生產,87,,,,9299.15,當日總工時,1740,7472.15,,,
,,,,,,,,,503,,,,,,日班當日工時,,0,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,,
2025-04-27 00:00:00,,A,,,,,,,,,,,,,,0,0,,,
2025-04-27 00:00:00,,B,,,,,,,,,,,,,,0,0,,,
2025-04-27 00:00:00,,B,,,,,,,,,,,,,,0,0,,,
2025-04-27 00:00:00,,B,,,,,,,,,,,,,,0,0,,,
4/27 (日) ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,,
,,,,,,,,,0,,,,,,日班當日工時,,,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,,
