第15週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
2025-04-08 00:00:00,,E,93E125030038,93-F0116-000E,GM-270S/KGI,2025-04-30 00:00:00,2025-03-14 00:00:00,140,50,,,34,TP-ASSY,,,0,1700,93-F0116-00,
2025-04-08 00:00:00,,E,93E125030038,93-F0116-000E,GM-270S/KGI,2025-04-30 00:00:00,2025-03-14 00:00:00,140,40,27,22,,TP-ASSY,,,880,0,93-F0116-00,
2025-04-08 00:00:00,投過,E,93N125040504,93-P6000-6010,OM-156,2025-04-28 00:00:00,2025-03-31 00:00:00,1,1,27,7,15,,,,70,150,93-P6000-60,
2025-04-08 00:00:00,,A,93N125040274,AG-M9010-68501,M9010-68501,2025-04-14 00:00:00,2025-04-07 00:00:00,6,6,3,8,0,,,,48,0,AG-M9010-68,
2025-04-08 00:00:00,,A,93N125050193,AG-M9019A-CFG001A5,M9019A_A5,2025-04-15 00:00:00,2025-04-02 00:00:00,10,10,27,75,76.3,,,,750,763,AG-M9019A-C,
2025-04-08 00:00:00,投過,A,93E125040017,IPC-1170L-0024,RK620W-M45_I0024,2025-04-16 00:00:00,2025-04-07 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170L-0,
2025-04-08 00:00:00,,A,93N125030194,93-70431-0360,PXES-2785/CN,2025-04-18 00:00:00,2025-04-07 00:00:00,19,19,24,14,,,,,266,0,93-70431-03,
2025-04-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
4/8 (二)  加工3 主線11  (6440)  返菲1人 支援DIP 3人(1人會Coating)  ,,,,,,,,,,186,,,,5792,當日總工時,2022,3584,,
,,,,,,,,,,132,,,,2938,IPC,1072,1734,,
,,,,,,,,,預計生產,54,,,,2854,IDS,950,1850,,
,,,,,,,,,155,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-04-09 00:00:00,,A,93N125040392,93-41052-7A30,MVP-5205E-EVERI-160W,2025-04-21 00:00:00,2025-04-07 00:00:00,1,1,21,4.3,26,,,1+N,4.3,26,93-41052-7A,
2025-04-09 00:00:00,,E,93E125030211,93-P1300-640E,"SP2-15WP-TGL-i3,8GB,w/IO,128GB,CT,MMX",2025-04-14 00:00:00,2025-03-17 00:00:00,5,5,18,7.5,15,,,優先生產4/11入庫,37.5,75,93-P1300-64,
2025-04-09 00:00:00,投過,A,93N125030366,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-04-15 00:00:00,2025-03-28 00:00:00,56,13,18,0,32.95,,,,0,428.35,93-F0114-01,
2025-04-09 00:00:00,投過,A,93N125040060,93-F0114-0020,Verint Edge NVR w/24 ports,2025-04-25 00:00:00,2025-03-26 00:00:00,100,7,18,0,32.95,,,機箱不良缺2台,0,230.65000000000003,93-F0114-00,
2025-04-09 00:00:00,投過,A,93N125030194,93-70431-0360,PXES-2785/CN,2025-04-18 00:00:00,2025-04-07 00:00:00,19,19,,,60,,,,0,1140,93-70431-03,
2025-04-09 00:00:00,未投過,A,93E125040071,IPC-1170M-0022,RK620W-M45H_I0022,2025-04-15 00:00:00,2025-04-08 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170M-0,
2025-04-09 00:00:00,,A,93E125040321,IPC-101N5-T008,RK410CW-13E2-E43_IT008,2025-04-15 00:00:00,2025-04-08 00:00:00,3,3,21,4,54,,,,12,162,IPC-101N5-T,
,,E,93R125030109,93-P6000-G020,OM-238,2025-04-14 00:00:00,00:00:00,12,12,,,10,,,拆退92-97226-1020,,120,,
2025-04-09 00:00:00,投過,E,93E125030038,93-F0116-000E,GM-270S/KGI,2025-04-30 00:00:00,2025-03-14 00:00:00,140,40,,,34,TP-ASSY,,,0,1360,93-F0116-00,
2025-04-09 00:00:00,,E,93N125040125,93-F0120-0010,GM-070/AGS,2025-04-28 00:00:00,2025-04-07 00:00:00,396,50,27,17,,無塵室(TP貼合),,,850,0,93-F0120-00,
2025-04-09 00:00:00,,A,93E125010224,93-D2102-1A1E,"MLC-M108, Digomed",2025-04-16 00:00:00,2025-04-02 00:00:00,5,5,,5,40,,,上午9點半開始生產,25,200,93-D2102-1A,
2025-04-09 00:00:00,,A,93E125030398,IPC-1170T-0012,RK620W-M47H_I0012,2025-04-21 00:00:00,2025-04-08 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170T-0,
2025-04-09 00:00:00,,A,93N125040022,AG-M9505-64800,aTCA-F5AX POWER SUPPLY UNIT,2025-04-21 00:00:00,2025-04-08 00:00:00,5,5,3,3,0,,,,15,0,AG-M9505-64,
2025-04-09 00:00:00,,A,93N125050025,AG-M9505-64800,aTCA-F5AX POWER SUPPLY UNIT,2025-05-05 00:00:00,2025-04-08 00:00:00,5,5,3,3,0,,,,15,0,AG-M9505-64,
2025-04-09 00:00:00,,A,93N125060098,AG-M9505-64800,aTCA-F5AX POWER SUPPLY UNIT,2025-06-16 00:00:00,2025-04-08 00:00:00,5,5,3,3,0,,,,15,0,AG-M9505-64,
2025-04-09 00:00:00,,A,93E125030357,93-41057-002E,MXC-3301/M8G,2025-04-17 00:00:00,2025-04-08 00:00:00,1,1,21,5,14.8,,,1+N,5,14.8,93-41057-00,
4/9 (三)  加工3 主線11  (6440)  返菲1人 支援DIP 3人(1人會Coating)  ,,,,,,,,,,195,,,,5046.6,當日總工時,986.8,3864.8,,7.8853125
,,,,,,,,,,150,,,,2446.1000000000004,IPC,99.29999999999995,2196.8,,
,,,,,,,,,預計生產,45,,,,2600.5,IDS,887.5,1668,,
,,,,,,,,,173,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-04-10 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-10 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-10 00:00:00,投過,A,93N125030366,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-04-15 00:00:00,2025-03-28 00:00:00,56,12,18,0,32.95,,,,0,395.40000000000003,93-F0114-01,
2025-04-10 00:00:00,,A,93E125050001,93-70307-107E,cPCIS-2629CS/C3CST/RCC,2025-04-15 00:00:00,2025-04-09 00:00:00,4,4,27,50,110,,,,200,440,93-70307-10,
2025-04-10 00:00:00,,A,93E125040009,CPC-00000-203,cPCIS-2629CS/C3CSTL2/N422,2025-04-15 00:00:00,2025-04-09 00:00:00,3,3,27,50,110,,,,150,330,CPC-00000-2,
2025-04-10 00:00:00,,A,93N125040500,93-45103-1220,DLAP-211-Orin Nano 4GB,2025-04-22 00:00:00,2025-04-02 00:00:00,4,3,21,5,20,,,1+N,15,60,93-45103-12,
2025-04-10 00:00:00,未投過,A,93E125030066,93-45202-100E,DLAP-4105R/M16G/S128GB,2025-04-17 00:00:00,2025-04-09 00:00:00,2,2,24,7,15,,,,14,30,93-45202-10,
2025-04-10 00:00:00,,A,93E125040288,IPC-1170M-0022,RK620W-M45H_I0022,2025-04-16 00:00:00,2025-04-09 00:00:00,9,9,21,4,54,,,,36,486,IPC-1170M-0,
2025-04-10 00:00:00,,E,93N125040125,93-F0120-0010,GM-070/AGS,2025-04-28 00:00:00,2025-04-07 00:00:00,396,50,,,23,無塵室(TP貼合),346,,0,1150,93-F0120-00,
2025-04-10 00:00:00,,E,93N125040125,93-F0120-0010,GM-070/AGS,2025-04-28 00:00:00,2025-04-07 00:00:00,396,50,27,17,,無塵室(TP貼合),,,850,0,93-F0120-00,
2025-04-10 00:00:00,,A,93E125040066,93-41055-110E,MXE-231/M8G/256G/4COM/8DIO-ISO/Win10,2025-04-17 00:00:00,2025-04-01 00:00:00,10,9,21,5,20,,,1+N,45,180,93-41055-11,
2025-04-10 00:00:00,,A,93N125040242,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-04-15 00:00:00,2025-04-09 00:00:00,250,120,18,0,32.95,,,,0,3954.0000000000005,93-F0114-01,
2025-04-10 00:00:00,,A,93N125040408,93-41055-2030,MXE-231/M16G/256G/EVERI,2025-04-21 00:00:00,2025-04-09 00:00:00,2,2,18,0,16.2,,,,0,32.4,93-41055-20,
2025-04-10 00:00:00,,A,,,,,,,,,,,,,,0,0,,
4/10 (四)   加工3 主線12  (6900)  返菲1人 支援DIP 2人,,,,,,,,,,222,,,,8589.8,當日總工時,1310,7057.8,,13.421562499999999
,,,,,,,,,,,,,,,IPC,,,,
,,,,,,,,,預計生產,,,,,,IDS,,,,
,,,,,,,,,264,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-04-11 00:00:00,未投過,A,93E125050069,93-99B00-307E,AADP-32,2025-04-16 00:00:00,2025-04-07 00:00:00,2,2,18,0,6,,,,0,12,93-99B00-30,
2025-04-11 00:00:00,,E,93R125030165,93-P6000-B020,OM-215,2025-04-14 00:00:00,2025-04-01 00:00:00,4,4,,,5,,,僅換標籤 4/11入庫,0,20,93-P6000-B0,
2025-04-11 00:00:00,投過,A,93N125040242,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-04-15 00:00:00,2025-04-09 00:00:00,250,46,18,0,32.95,,,雞香不良1,0,1515.7,93-F0114-01,
2025-04-11 00:00:00,投過,A,93E125070009,IPC-100N5-U022,RK410W-13E4-E43_IU022,2025-04-16 00:00:00,2025-04-10 00:00:00,4,4,21,4,54,,,,16,216,IPC-100N5-U,
2025-04-11 00:00:00,投過,A,93E125040290,IPC-1170H-0011,RK620W-M43_I0011,2025-05-29 00:00:00,2025-04-10 00:00:00,9,9,21,4,54,,,,36,486,IPC-1170H-0,
2025-04-11 00:00:00,投過,A,93E125060032,IPC-100N5-U022,RK410W-13E4-E43_IU022,2025-04-16 00:00:00,2025-04-10 00:00:00,4,4,21,4,54,,,,16,216,IPC-100N5-U,
2025-04-11 00:00:00,,A,93E125040207,93-41058-300C,AVA-7200/5136/32G/A2000,2025-04-28 00:00:00,2025-04-06 00:00:00,5,1,,33.5,48,,,組好給Paul驗證,33.5,48,93-41058-30,
2025-04-11 00:00:00,,A,93N125040304,93-D1505-4010,MLC-156-KL-w/o OS,2025-04-17 00:00:00,2025-04-10 00:00:00,6,6,21,5,13,,,,30,78,93-D1505-40,
2025-04-11 00:00:00,,E,93E125040033,93-P5300-B50E,"Titan2-21WP-TGL-i3,8G,128GB,RFID,Downs",2025-04-15 00:00:00,2025-04-09 00:00:00,6,6,18,30,0,無塵室(TP貼合)+Off LINE(封邊膠)因封邊膠完Silicon需固化24Hr,,,180,0,93-P5300-B5,
2025-04-11 00:00:00,投過,E,93N125030257,93-P7000-B310,IM-215H,2025-04-16 00:00:00,2025-04-10 00:00:00,1,1,24,50,,TP-ASSY,,,50,0,93-P7000-B3,
2025-04-11 00:00:00,投過,A,93E125040100,93-F0089-911E,EMP-510-i5-BD2,2025-04-17 00:00:00,2025-04-10 00:00:00,5,5,18,0,28,,,,0,140,93-F0089-91,
2025-04-11 00:00:00,,A,93N125020142,AG-M9046-60110,M9046-60110,2025-05-20 00:00:00,2025-03-28 00:00:00,20,9,,,88,,,,0,792,AG-M9046-60,
2025-04-11 00:00:00,,E,93N125040125,93-F0120-0010,GM-070/AGS,2025-04-28 00:00:00,2025-04-07 00:00:00,396,50,27,17,,無塵室(TP貼合),,,850,0,93-F0120-00,
2025-04-11 00:00:00,,E,93N125040125,93-F0120-0010,GM-070/AGS,2025-04-28 00:00:00,2025-04-07 00:00:00,396,50,,,23,無塵室(TP貼合),296,,0,1150,93-F0120-00,
2025-04-11 00:00:00,投過,A,93E125030178,93-F0067-201E,Seatex ISP2020,2025-04-29 00:00:00,2025-04-10 00:00:00,60,30,24,8,53,,,,240,1590,93-F0067-20,
2025-04-11 00:00:00,投過,A,93E125030178,93-F0067-201E,Seatex ISP2020,2025-04-29 00:00:00,2025-04-10 00:00:00,60,30,,8,,,,,240,0,93-F0067-20,
2025-04-11 00:00:00,投過,A,93N125030379,93-45R00-0040,"ROScube-X, w/GMSL2, RQX-58G",2025-05-05 00:00:00,2025-04-10 00:00:00,5,5,11,10,15,,,,50,75,93-45R00-00,
2025-04-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-11 00:00:00,,A,,,,,,,,,,,,,,0,0,,
4/11  (五)  加工3 主線12  (6900)  返菲1人 支援DIP 2人,,,,,,,,,,242,,,,8322.2,當日總工時,1741.5,6338.7,,13.0034375
,,,,,,,,,,203,,,,7161.7,IPC,1678,5280.7,,
,,,,,,,,,預計生產,39,,,,1160.5,IDS,63.5,1058,,
,,,,,,,,,526,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-04-12 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-12 00:00:00,投過,E,93E125040033,93-P5300-B50E,"Titan2-21WP-TGL-i3,8G,128GB,RFID,Downs",2025-04-15 00:00:00,2025-04-09 00:00:00,6,6,,30,0,無塵室(TP貼合)+Off LINE(封邊膠)因封邊膠完Silicon需固化24Hr,,,180,0,93-P5300-B5,
2025-04-12 00:00:00,投過,A,93N125040242,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-04-15 00:00:00,2025-04-09 00:00:00,250,83,18,0,32.95,,,,0,2734.8500000000004,93-F0114-01,
2025-04-12 00:00:00,投過,E,93N125030257,93-P7000-B310,IM-215H,2025-04-16 00:00:00,2025-04-10 00:00:00,1,1,,,22.5,TP-ASSY,,,0,22.5,93-P7000-B3,
2025-04-12 00:00:00,投過,A,93E125030363,IPC-003N7-Q001,RK609W-9E2-E47_IQ001,2025-04-16 00:00:00,2025-04-11 00:00:00,10,10,21,4,54,,,,40,540,IPC-003N7-Q,
2025-04-12 00:00:00,投過,A,93N125040204,93-45108-0020,DLAP-411-Orin w/ PSE,2025-05-05 00:00:00,2025-04-11 00:00:00,4,4,21,3,20,,,,12,80,93-45108-00,
2025-04-12 00:00:00,,A,93N125040327,93-41052-7A30,MVP-5205E-EVERI-160W,2025-04-17 00:00:00,2025-04-11 00:00:00,22,22,21,4.3,26,,,,94.6,572,93-41052-7A,
2025-04-12 00:00:00,投過,A,93E125030414,IPC-0030K-0018,RK609W-M43H_I0018,2025-04-18 00:00:00,2025-04-11 00:00:00,2,2,21,4,54,,,,8,108,IPC-0030K-0,
2025-04-12 00:00:00,投過,A,93E125030178,93-F0067-201E,Seatex ISP2020,2025-04-29 00:00:00,2025-04-10 00:00:00,60,6,,,53,,,,0,318,93-F0067-20,
2025-04-12 00:00:00,,A,93E125040225,IPC-0030T-0005,RK609W-M47H_I0005,2025-04-21 00:00:00,2025-04-11 00:00:00,2,2,21,4,54,,,,8,108,IPC-0030T-0,
2025-04-12 00:00:00,投過,A,93N125020142,AG-M9046-60110,M9046-60110,2025-05-20 00:00:00,2025-03-28 00:00:00,20,10,,,88,,,,0,880,AG-M9046-60,
2025-04-12 00:00:00,未投過,A,93N125040507,93-51050-0110,NEON-202A-ONO,2025-04-22 00:00:00,2025-04-11 00:00:00,1,1,21,3,12,,,,3,12,93-51050-01,
2025-04-12 00:00:00,,A,93N125030444,93-41052-2240,MVP-5209R/M128G,2025-04-23 00:00:00,2025-04-11 00:00:00,2,2,21,4.6,16.5,,,,9.2,33,93-41052-22,
2025-04-12 00:00:00,投過,A,93N125040241,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-04-23 00:00:00,2025-04-16 00:00:00,250,30,18,0,32.95,,,,0,988.5000000000001,93-F0114-01,
2025-04-12 00:00:00,,E,93N125040125,93-F0120-0010,GM-070/AGS,2025-04-28 00:00:00,2025-04-07 00:00:00,396,50,,,23,無塵室(TP貼合),246,,0,1150,93-F0120-00,
2025-04-12 00:00:00,,E,93N125040125,93-F0120-0010,GM-070/AGS,2025-04-28 00:00:00,2025-04-07 00:00:00,396,50,27,17,,無塵室(TP貼合),,,850,0,93-F0120-00,
,,A,93E125010323,93-41058-A10C,"AVA-7200/H7138/64G/A4500/CAN, CC",2025-05-19 00:00:00,2025-04-09 00:00:00,1,1,21,,,,,"4/12 1+N 組裝完請告知,需借出4/16~18 DVT& TSP技轉開發再歸還給測試PE.",0,0,93-41058-A1,
4/12  (六)   加工3 主線12  (6900)  返菲1人 支援DIP 2人,,,,,,,,,預計生產,231,,,,8982.65,當日總工時,1204.8,7546.85,,
,,,,,,,,,280,,,,,,日班當日工時,,0,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-04-13 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-04-13 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-04-13 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-04-13 00:00:00,,B,,,,,,,,,,,,,,0,0,,
4/13 (日) ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,
,,,,,,,,,0,,,,,,日班當日工時,,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,A,93R125030140,,,,,,1,,,,,,1+N,,,,
,,A,93R125030143,93-41053-0A1E,MVP-6229RF/M128G/MS2T/S4T/W11P/230W/HAL,,,3,3,,,5,,,,0,15,93-41053-0A,
,,A,93R125030141,,,,,,17,,,,,,,,,,
