第11週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
2025-03-14 00:00:00,,A,93N125030265,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-03-18 00:00:00,2025-03-13 00:00:00,150,150,18,0,32.95,,,,0,4942.5,93-F0114-01,
2025-03-14 00:00:00,,E,93E125020294,93-F0130-100E,GM-270G/Everi,2025-03-25 00:00:00,2025-03-13 00:00:00,5,1,18,22,,,,1+N,22,0,93-F0130-10,
2025-03-14 00:00:00,,E,93R125030036,93-P1500-2110,"SP2-10WP-IMX8-2GB,32GB,12V,CT2",2025-04-07 00:00:00,2025-03-04 00:00:00,1,1,,,5,,,,0,5,93-P1500-21,
2025-03-14 00:00:00,,E,93E125020108,93-P1501-000E,"SP2-IMX8-B-8GB-32GB,12V,CT",2025-03-21 00:00:00,2025-03-07 00:00:00,2,1,18,0,18,,,,0,18,93-P1501-00,
2025-03-14 00:00:00,,E,93E125010209,93-P1501-000E,"SP2-IMX8-B-8GB-32GB,12V,CT",2025-03-21 00:00:00,2025-03-13 00:00:00,5,5,18,0,18,,,,0,90,93-P1501-00,
2025-03-14 00:00:00,,E,93R125030056,93-P6000-B310,"OM-215 W/adapter,HDMI,USB,Clips,NZ cord",2025-03-20 00:00:00,2025-03-10 00:00:00,1,1,,,15,,,,0,15,93-P6000-B3,
2025-03-14 00:00:00,,E,93R125030058,93-P7000-B010,IM-215,2025-03-20 00:00:00,2025-03-10 00:00:00,1,1,,,15,,,退料92 舊料給倉庫,0,15,93-P7000-B0,
2025-03-14 00:00:00,,E,93R125030057,93-P7000-B210,"IM-215 W/adapter,HDMI,USB cable",2025-03-20 00:00:00,2025-03-10 00:00:00,3,3,,,12.5,,,退料92 舊料給倉庫,0,37.5,93-P7000-B2,
2025-03-14 00:00:00,,A,93N124070522,9B-D2101-0090,MLC8 Standard rear chassis,2025-03-19 00:00:00,2025-03-13 00:00:00,19,19,21,15,30,,,,285,570,9B-D2101-00,
2025-03-14 00:00:00,,A,,,,,,,,,,,,,,0,0,,
3/14  (五)  加工4 主線14  (8280)  ,,,,,,,,,,231,,,,8764.95,當日總工時,395,8138.95,,13.695234375000002
,,,,,,,,,,141,,,,3549.5,IPC,373,3035.5,,
,,,,,,,,,預計生產,90,,,,5215.45,IDS,22,5103.45,,
,,,,,,,,,683,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-03-15 00:00:00,,A,93N125030448,93-41055-2020,MXE-231/M16G/256G/EVERI,2025-03-25 00:00:00,2025-03-12 00:00:00,200,50,18,0,16.2,,,,0,810,93-41055-20,
2025-03-15 00:00:00,,A,93N125040040,93-F0089-5310,"EMP-510-6305E,32GB,SSD 128GB,fTPM,CT",2025-03-20 00:00:00,2025-03-14 00:00:00,6,6,18,0,28,,,,0,168,93-F0089-53,
2025-03-15 00:00:00,,E,93E125020294,93-F0130-100E,GM-270G/Everi,2025-03-25 00:00:00,2025-03-13 00:00:00,5,1,,,30,,,1+N,0,30,93-F0130-10,
2025-03-15 00:00:00,,A,93E125030032,93-F0092-004E,Capsule Axon 2 – 8-port,2025-07-03 00:00:00,2025-03-10 00:00:00,320,80,18,0,9,,,PASS需出到100台,0,720,93-F0092-00,
2025-03-15 00:00:00,,A,93N125030364,93-F0114-0120,Verint Edge NVR w/o PoE ports,2025-03-19 00:00:00,2025-03-14 00:00:00,150,150,18,0,32.95,,,,0,4942.5,93-F0114-01,
2025-03-15 00:00:00,,E,93N125030263,93-F0120-0010,GM-070/AGS,2025-03-25 00:00:00,2025-03-14 00:00:00,144,50,18,17,,無塵室(TP貼合),,材料跳票29-90070-Y000,850,0,93-F0120-00,
2025-03-15 00:00:00,,E,93N125020435,93-P7000-G010,IM-238,2025-03-20 00:00:00,2025-03-14 00:00:00,4,4,27,9,18,,,,36,72,93-P7000-G0,
2025-03-15 00:00:00,,E,93N125030202,93-P7000-G010,IM-238,2025-03-20 00:00:00,2025-03-14 00:00:00,6,6,27,9,18,,,,54,108,93-P7000-G0,
2025-03-15 00:00:00,,A,93N125030141,93-SH201-1020,Image System PC Sku8 11514001,2025-03-20 00:00:00,2025-03-14 00:00:00,35,35,27,27.6,35.5,,,,966,1242.5,93-SH201-10,
2025-03-15 00:00:00,,A,93E125020324,IPC-100N6-U009,RK410W-13E4-E43/WRE_IU009,2025-03-25 00:00:00,2025-03-14 00:00:00,2,2,21,4,54,,,,8,108,IPC-100N6-U,
2025-03-15 00:00:00,,A,93E125040083,TPC-41035-0920,TPC-41035-0920 (MXC-6401D),2025-03-27 00:00:00,2025-03-14 00:00:00,2,2,18,0,30,,,,0,60,TPC-41035-0,
3/15  (六) ,,,,,,,,,預計生產,,,,,10175,當日總工時,1914,8261,,
,,,,,,,,,0,,,,,,日班當日工時,,0,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-03-16 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-16 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-03-16 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-03-16 00:00:00,,B,,,,,,,,,,,,,,0,0,,
3/16 (日) ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,
,,,,,,,,,0,,,,,,日班當日工時,,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
