第5週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,換線,線外,組裝,無塵室製程,燒機,備註,線外工時 ,生產工時(min),
2025-01-27 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-27 00:00:00,,A,,,,,,,,,,,,,,0,0,
1/27  (一)   加工4 主線13  (7820)  ,,,,,,,,,,0,,,,0,當日總工時,0,0,
,,,,,,,,,,0,,,,0,IPC,0,0,
,,,,,,,,,預計生產,0,,,,0,IDS,0,0,
,,,,,,,,,0,,,,,,NOT ENOUGH,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),
2025-01-28 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-28 00:00:00,,E,,,,,,,,,,,,,,0,0,
1/28 (二) 加工4 主線13  (7820) ,,,,,,,,,,0,,,,0,當日總工時,0,0,
,,,,,,,,,,0,,,,0,IPC,0,0,
,,,,,,,,,預計生產,0,,,,0,IDS,0,0,
,,,,,,,,,0,,,,,,NOT ENOUGH,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),
2025-01-29 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-29 00:00:00,,A,,,,,,,,,,,,,,0,0,
1/29 (三)  加工4 主線13  (7820)  ,,,,,,,,,,0,,,,0,當日總工時,0,0,
,,,,,,,,,,0,,,,0,IPC,0,0,
,,,,,,,,,預計生產,0,,,,0,IDS,0,0,
,,,,,,,,,0,,,,,,NOT ENOUGH,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),
2025-01-30 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,E,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,D,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,A,,,,,,,,,,,,,,0,0,
2025-01-30 00:00:00,,E,,,,,,,,,,,,,,0,0,
