第10週系統 生 產 計 畫,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
2025-03-05 00:00:00,,A,93E125030117,93-D2102-030E,MLC-M111,2025-05-26 00:00:00,2025-02-24 00:00:00,23,22,21,4.9,,,,1+N,107.80000000000001,0,93-D2102-03,
2025-03-05 00:00:00,,A,93E125010345,IPC-117N7-U004,RK620W-13E4-E47_IU004,2025-03-10 00:00:00,2025-02-21 00:00:00,5,2,21,4,54,,,,8,108,IPC-117N7-U,
2025-03-05 00:00:00,,A,93E125030317,93-F0091-104E,Capsule Axon 2 – 4-port,2025-03-07 00:00:00,2025-02-27 00:00:00,3,3,18,0,9,,,,0,27,93-F0091-10,
2025-03-05 00:00:00,,A,93E125030186,TPC-41045-0410,TPC-41045-0410(MVP-5102),2025-03-14 00:00:00,2025-03-05 00:00:00,4,4,18,0,30,,,,0,120,TPC-41045-0,
2025-03-05 00:00:00,,A,93E125010327,TPC-41035-0920,TPC-41035-0920 (MXC-6401D),2025-03-12 00:00:00,2025-03-05 00:00:00,2,2,18,0,30,,,,0,60,TPC-41035-0,
2025-03-05 00:00:00,,A,93E125020336,T93-13016-0100006,T93-13016-0100006,2025-03-21 00:00:00,2025-02-26 00:00:00,1,1,21,4,54,,,,4,54,T93-13016-0,
2025-03-05 00:00:00,,A,93E125020335,T93-13009-0100014,T93-13009-0100014,2025-03-11 00:00:00,2025-02-26 00:00:00,2,2,21,4,54,,,,8,108,T93-13009-0,
2025-03-05 00:00:00,,A,93E125020334,T93-13009-0100013,T93-13009-0100013,2025-03-11 00:00:00,2025-02-26 00:00:00,3,3,21,4,54,,,,12,162,T93-13009-0,
2025-03-05 00:00:00,,E,93N125020473,93-P1400-B010,"SP2-21WP-EHL-J6412,4GB, w/ IO, 12V",2025-03-10 00:00:00,2025-03-03 00:00:00,1,1,27,7.5,15,,,,7.5,15,93-P1400-B0,
2025-03-05 00:00:00,,A,93N125010480,93-F0114-0020,Verint Edge NVR w/24 ports,2025-03-11 00:00:00,2025-02-18 00:00:00,150,5,18,0,32.95,,,5C-56002-0020缺8 DMDA/ 85-65537-0020缺3 2/20入庫,0,164.75,93-F0114-00,
2025-03-05 00:00:00,,E,93N125030447,93-P6000-E010,OM-170,2025-03-17 00:00:00,2025-03-03 00:00:00,1,1,18,5,12.5,,,,5,12.5,93-P6000-E0,
2025-03-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-05 00:00:00,,A,,,,,,,,,,,,,,0,0,,
3/5 (三)  加工4 主線14  (8280) ,,,,,,,,,,261,,,,9181.05,當日總工時,187.3,8732.75,,14.345390624999999
,,,,,,,,,,240,,,,9093.55,IPC,174.8,8678.75,,
,,,,,,,,,預計生產,21,,,,87.5,IDS,12.5,54,,
,,,,,,,,,262,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-03-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-06 00:00:00,,A,93E125020299,IPC-100N5-U022,RK410W-13E4-E43_IU022,2025-03-13 00:00:00,2025-03-05 00:00:00,3,3,21,4,54,,,,12,162,IPC-100N5-U,
2025-03-06 00:00:00,,A,93N125020133,93-F0114-0020,Verint Edge NVR w/24 ports,2025-03-10 00:00:00,2025-03-05 00:00:00,150,150,18,0,32.95,,,,0,4942.5,93-F0114-00,
2025-03-06 00:00:00,,A,93N125030159,AG-M9019A-CFG001A5,M9019A_A5,2025-03-20 00:00:00,2025-03-03 00:00:00,50,15,,,76.3,,,,0,1144.5,AG-M9019A-C,
2025-03-06 00:00:00,,A,93E125030030,93-F0091-004E,Capsule Axon 2 – 1-port,2025-06-27 00:00:00,2025-03-05 00:00:00,240,90,18,0,9,,,,0,810,93-F0091-00,
2025-03-06 00:00:00,,E,93N125020231,93-P7000-B310,IM-215H,2025-03-12 00:00:00,2025-03-05 00:00:00,10,10,24,50,,TP-ASSY,,,500,0,93-P7000-B3,
2025-03-06 00:00:00,,A,93N125030160,AG-M9019A-CFG001A5,M9019A_A5,2025-03-20 00:00:00,2025-03-03 00:00:00,10,5,27,75,76.3,,,34-33078-0030-A0不良,375,381.5,AG-M9019A-C,
2025-03-06 00:00:00,,A,93N125030135,AG-M9502A-CFG002,M9502A-CFG002,2025-03-12 00:00:00,2025-03-05 00:00:00,10,10,18,6,60,,,,60,600,AG-M9502A-C,
2025-03-06 00:00:00,未投過,A,93E125010183,93-41058-B10C,"AVA-7200/5136/32G/A45/2x8T/N128G,CC",2025-04-11 00:00:00,00:00:00,2,2,27,,,,,組裝技轉,0,0,93-41058-B1,
2025-03-06 00:00:00,,A,93E125020264,IPC-117N7-U004,RK620W-13E4-E47_IU004,2025-03-14 00:00:00,2025-03-05 00:00:00,5,5,21,4,54,,,,20,270,IPC-117N7-U,
2025-03-06 00:00:00,,A,93E125020333,T93-13010-0300036,T93-13010-0300036,2025-03-31 00:00:00,2025-03-05 00:00:00,1,1,21,4,54,,,,4,54,T93-13010-0,
2025-03-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-06 00:00:00,,A,,,,,,,,,,,,,,0,0,,
3/6 (四)     加工4 主線14  (8280) ,,,,,,,,,,195,,,,9530.5,當日總工時,971,8364.5,,14.89140625
,,,,,,,,,,,,,,,IPC,,,,
,,,,,,,,,預計生產,,,,,,IDS,,,,
,,,,,,,,,291,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-03-07 00:00:00,投過,A,93N125040096,93-45103-0420,DLAP-211-Orin NX 16GB,2025-03-12 00:00:00,2025-03-06 00:00:00,1,1,21,5,20,,,,5,20,93-45103-04,
2025-03-07 00:00:00,,A,93N125040294,93-45108-0020,DLAP-411-Orin w/ PSE,2025-03-13 00:00:00,2025-03-06 00:00:00,2,2,21,3,20,,,,6,40,93-45108-00,
2025-03-07 00:00:00,,A,93N125030290,93-51050-1110,NEON-203B-ONO,2025-03-12 00:00:00,2025-03-06 00:00:00,1,1,21,3,12,,,,3,12,93-51050-11,
2025-03-07 00:00:00,投過,E,93N125010135,93-P8000-H510,GM-270SG/IS,2025-03-13 00:00:00,2025-03-05 00:00:00,200,2,27,13.5,34,,,,27,68,93-P8000-H5,
2025-03-07 00:00:00,,A,93N125040184,93-51050-1110,NEON-203B-ONO,2025-03-25 00:00:00,2025-03-06 00:00:00,1,1,21,3,12,,,,3,12,93-51050-11,
2025-03-07 00:00:00,,A,93N125030092,93-70423-5040,PXIS-2719A,2025-03-13 00:00:00,2025-03-06 00:00:00,15,15,24,20,60,,,,300,900,93-70423-50,
2025-03-07 00:00:00,,A,93N125020481,93-F0089-4130,"EMP-510-i5,8GB,SSD 128GB,fTPM,CT",2025-03-12 00:00:00,2024-03-06 00:00:00,5,5,18,7,21,,,,35,105,93-F0089-41,
2025-03-07 00:00:00,,A,RMA125020015,AG-M9019-60120,M9019-60120,2025-03-17 00:00:00,,1,1,27,75,76.3,,,,,76.3,AG-M9019-60,
2025-03-07 00:00:00,,A,RMA125020009,AG-M9046-60110,M9046-60110,2025-03-12 00:00:00,,1,1,36,,30,,,,0,30,AG-M9046-60,
2025-03-07 00:00:00,,A,93E125030030,93-F0091-004E,Capsule Axon 2 – 1-port,2025-06-27 00:00:00,2025-03-05 00:00:00,240,104,18,0,9,,,,0,936,93-F0091-00,
2025-03-07 00:00:00,,A,93N125020406,93-F0114-0020,Verint Edge NVR w/24 ports,2025-03-11 00:00:00,2025-03-06 00:00:00,150,150,18,0,32.95,,,,0,4942.5,93-F0114-00,
2025-03-07 00:00:00,,E,93N125020231,93-P7000-B310,IM-215H,2025-03-12 00:00:00,2025-03-05 00:00:00,10,10,,,22.5,TP-ASSY,,,0,225,93-P7000-B3,
2025-03-07 00:00:00,,A,93E124120372,9B-99B00-105E,AADP-2FAN Barebone,2025-03-11 00:00:00,2025-03-06 00:00:00,5,5,21,7.5,60,,,,37.5,300,9B-99B00-10,
2025-03-07 00:00:00,,A,93N125030160,AG-M9019A-CFG001A5,M9019A_A5,2025-03-20 00:00:00,2025-03-03 00:00:00,10,5,27,75,,,,"優先組裝,34-33078-0030-A0不良*5 3/7下午到料",375,0,AG-M9019A-C,
2025-03-07 00:00:00,,A,93E125020286,9B-99B00-105E,AADP-2FAN Barebone,2025-03-11 00:00:00,2025-03-06 00:00:00,1,1,21,7.5,60,,,,7.5,60,9B-99B00-10,
2025-03-07 00:00:00,,A,93N125030208,AG-M9505A-CFG002,M9505A-CFG002,2025-03-14 00:00:00,2025-03-06 00:00:00,15,10,18,13,60,,,,130,600,AG-M9505A-C,
2025-03-07 00:00:00,,A,93E125030120,APC-CS003-0010,APC-CS003-0000,2025-03-12 00:00:00,2025-03-06 00:00:00,3,3,21,4,54,,,,12,162,APC-CS003-0,
2025-03-07 00:00:00,,A,93E125020282,IPC-3100Y-0002,RK500WL-C47H_I0002,2025-03-13 00:00:00,2025-03-06 00:00:00,2,2,21,4,54,,,,8,108,IPC-3100Y-0,
2025-03-07 00:00:00,,A,93E125020280,IPC-3100Y-0003,RK500WL-C47H_I0003,2025-03-13 00:00:00,2025-03-06 00:00:00,8,8,21,4,54,,,,32,432,IPC-3100Y-0,
,,,,,,,,,,,,,,,,,,,
3/7  (五) 加工4 主線14  (8280) ,,,,,,,,,,402,,,,10411.8,當日總工時,981,9028.8,,16.268437499999997
,,,,,,,,,,363,,,,9390.8,IPC,975,8052.799999999999,,
,,,,,,,,,預計生產,39,,,,1021,IDS,6,976,,
,,,,,,,,,618,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-03-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-08 00:00:00,,A,93E125020125,9B-99B00-105E,AADP-2FAN Barebone,2025-03-12 00:00:00,2025-03-07 00:00:00,4,4,21,7.5,60,,,,30,240,9B-99B00-10,
2025-03-08 00:00:00,,A,93N125030160,AG-M9019A-CFG001A5,M9019A_A5,2025-03-20 00:00:00,2025-03-03 00:00:00,10,5,,,76.3,,,"優先組裝,34-33078-0030-A0不良*5 3/7下午到料",0,381.5,AG-M9019A-C,
2025-03-08 00:00:00,,A,93N125020407,93-F0114-0020,Verint Edge NVR w/24 ports,2025-03-12 00:00:00,2025-03-07 00:00:00,150,150,18,0,32.95,,,,0,4942.5,93-F0114-00,
2025-03-08 00:00:00,,E,93N125020429,93-P1400-B010,"SP2-21WP-EHL-J6412,4GB, w/ IO, 12V",2025-03-13 00:00:00,2025-03-07 00:00:00,3,3,27,7.5,15,,,,22.5,45,93-P1400-B0,
2025-03-08 00:00:00,,A,93E125030210,93-D2302-A01E,MLC-M700,2025-03-13 00:00:00,2025-03-07 00:00:00,1,1,18,15,40,,,,15,40,93-D2302-A0,
2025-03-08 00:00:00,,A,93E125030030,93-F0091-004E,Capsule Axon 2 – 1-port,2025-06-27 00:00:00,2025-03-05 00:00:00,240,46,18,0,9,,,,0,414,93-F0091-00,
2025-03-08 00:00:00,,A,93E125030008,93-F0091-104E,Capsule Axon 2 – 4-port,2025-07-02 00:00:00,2025-03-06 00:00:00,180,120,18,0,9,,,,0,1080,93-F0091-10,
2025-03-08 00:00:00,,A,93N125030208,AG-M9505A-CFG002,M9505A-CFG002,2025-03-14 00:00:00,2025-03-06 00:00:00,15,5,18,13,60,,,,65,300,AG-M9505A-C,
2025-03-08 00:00:00,,A,93N125020385,93-70431-A020,PXES-2785,2025-03-24 00:00:00,2025-03-06 00:00:00,5,5,27,14,60,,,,70,300,93-70431-A0,
2025-03-08 00:00:00,,A,93E125010342,IPC-3100Y-0000,RK500WL-C47H_I0000,2025-03-18 00:00:00,2025-03-07 00:00:00,1,1,21,4,54,,,,4,54,IPC-3100Y-0,
2025-03-08 00:00:00,,A,93E125020301,IPC-1170S-0005,RK620W-M47_I0005,2025-03-17 00:00:00,2025-03-06 00:00:00,1,1,21,4,54,,,,4,54,IPC-1170S-0,
2025-03-08 00:00:00,,A,93E125020303,IPC-3100X-0000,RK500WL-C47_I0000,2025-03-17 00:00:00,2025-03-06 00:00:00,1,1,21,4,54,,,,4,54,IPC-3100X-0,
,,E,93E124090165,93-P5300-600E,"Titan2-15WP-TGL-i5,8G,128GB,CT",2025-06-26 00:00:00,00:00:00,5,1,18,0,0,高亮+TP-封邊/固化-ASSY,,1+N,0,0,93-P5300-60,
2025-03-08 00:00:00,,A,93N125030033,AG-M9505A-CFG002,M9505A-CFG002,2025-03-27 00:00:00,2025-03-06 00:00:00,39,5,18,13,60,,,,65,300,AG-M9505A-C,
2025-03-08 00:00:00,,A,93N125040106,93-41035-0180-10,MXC-6401D/M8G,2025-04-02 00:00:00,2025-03-07 00:00:00,1,1,21,15,55,,,,15,55,93-41035-01,
2025-03-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-08 00:00:00,,A,,,,,,,,,,,,,,,0,,
2025-03-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-08 00:00:00,,A,,,,,,,,,,,,,,0,0,,
3/8  (六) ,,,,,,,,,預計生產,99,,,,8653.5,當日總工時,294.5,8260,,
,,,,,,,,,0,,,,,,日班當日工時,,0,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
生產日期,投產紀錄,線別,製令單號,品號,品名,完工日,料齊日,工單數量,預計生產,,線外,組裝,燒機,實際生產,備註,線外工時 ,生產工時(min),,
2025-03-09 00:00:00,,A,,,,,,,,,,,,,,0,0,,
2025-03-09 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-03-09 00:00:00,,B,,,,,,,,,,,,,,0,0,,
2025-03-09 00:00:00,,B,,,,,,,,,,,,,,0,0,,
3/9 (日) ,,,,,,,,,預計生產,,,,,0,當日總工時,0,0,,
,,,,,,,,,0,,,,,,日班當日工時,,,,
,,,,,,,,,,,,,,,晚班當日工時,,,,
,,,,,,,,,,,,,,,NOT ENOUGH,,,,
