Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,Unnamed: 24,上線時間,結束時間,備註,連板,Initail,Unnamed: 30,重要工單,特採單號
,,,,,1/23,,B,,59N125020005,UNP CM1-BT1-E3815,59-48104-0090,A7,2/14,1/21,56,256,49.8,35.2,85,79.33333333333333,60,139.33333333333331,2025-02-10 00:00:00,,,,物料盤差(73-00104-00M0),2,2024-12-18 00:00:00,,,
,,,,,1/23,,B,,59N125020108,cExpress-SL-i5-6300U/BEL,59-72213-1600,B1,2/12,1/17,100,,59,30,89,148.33333333333334,40,188.33333333333334,2025-02-10 00:00:00,,,,純SMT，物料盤差(73-00104-00M0),2,2024-12-17 00:00:00,,,
,,,,,1/23,,B,,59N125020057,LEC-iMX62-C7-1G-4G-ER,59-72501-8040,A6,2/12,1/17,110,,28,20,48,88,60,148,2025-02-10 00:00:00,,,,純SMT，物料盤差(73-00104-00M0),2,2024-12-17 00:00:00,,,
,,,,,1/23,,B,,59N125030021,t2nanoX-AL-E3930-4G/32GB/NEC,59-72306-2830,B1,2/12,2/4,98,,39.74,29.69,69.43,113.40233333333335,40,153.40233333333333,2025-02-10 00:00:00,,,,純SMT，物料盤差(73-00104-00M0),2,2024-12-26 00:00:00,,,
,,,,,1/23,,B,,59N125020135,nanoX-BT-E3845-2G,59-72304-00C0,A5,2/12,2/3,52,,31,30,61,52.86666666666667,60,112.86666666666667,2025-02-10 00:00:00,,,,純SMT，物料盤差(73-00104-00M0),2,2024-12-17 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1408.3023333333335,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,●,A,,55E125010075,Philips DIMv2,55-67900-000E,1A1,2/13,2/7,150,,5,5,10,25,70,240,2025-02-10 00:00:00,,,,Agnes,10,2024-12-24 00:00:00,,重要工單,
,,,,,,,A,,55E125020166,cExpress-RLP-i3-13300HRE-16G/64G,55-72222-100E,A1,2/12,2/5,4,,58,55,113,7.533333333333333,80,87.53333333333333,2025-02-10 00:00:00,,,,"Cindy,純SMT",2,2025-01-24 00:00:00,,,DEV-0053486
,,,,,1/23,,A,,55E124100394,EGX-MXM-AD5000,55-7C009-101E,A1,2/11,1/15,14,,48,55,103,24.033333333333335,60,85,2025-02-10 00:00:00,,,,"Maggie,純SMT",2,2024-12-20 00:00:00,,,
,,,,,1/23,,A,,59N125020229,Popeye USB3 Type-C,59-63020-0010,A2,2/12,2/6,24,,38,13.3,51.3,20.519999999999996,60,85,2025-02-10 00:00:00,,,,,3,2024-12-26 00:00:00,,重要工單,
,,,,,1/24,,A,,59N125020109,cExpress-KL-i7-7600U,59-72215-00A0,B1,2/12,1/22,18,,67.5,28.5,96,28.8,60,88.8,2025-02-10 00:00:00,,,,純SMT，物料盤差(73-00104-00M0),2,2024-12-26 00:00:00,,,
,,,,,1/24,,A,,59N125020126,nanoX-BT-J1900-2G/8G/Calrec,59-72304-Q160,A5,2/13,2/7,40,,26.15,23.11,49.26,32.839999999999996,60,92.84,2025-02-10 00:00:00,,,,純SMT，物料盤差(73-00104-00M0),2,2025-01-09 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1459.1733333333332,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,2/7,,E,,55E125020182,Aristocrat Gen10 Carrier,55-77522-002E,A2,2/12,1/23,370,400,27.5,38.8,66.3,408.85,0,408.85,2025-02-10 00:00:00,584.0714285714287,,,Kim,1,2024-12-28 00:00:00,,重要工單,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/7,,E,,55E125020036,Aristocrat Gen10 Config stick,55-79028-005E,A1,2/20,2/6,200,1400,8,7,15,50,0,50,2025-02-10 00:00:00,71.42857142857143,,,"Kim,純SMT",8,2024-12-28 00:00:00,,重要工單,
,,,,,,,,2/10,,,,,,,,,,,Total,,,408.85,655.5000000000001,,,,,,,,,
,,,,,1/24,,B,,55E125020151,ESM002 Shmm700,55-65014-504E,A4,2/12,2/7,70,,53.28,84.12,137.4,160.3,40,200.3,2025-02-11 00:00:00,,,,Jerry,1,2024-12-26 00:00:00,,重要工單,
,,,,,1/24,,B,,55E125030022,ESM002 Shmm700,55-65014-503E,A4,2/12,2/7,31,,53.28,84.12,137.4,70.99000000000001,40,110.99000000000001,2025-02-11 00:00:00,,,,Jerry,1,2024-12-26 00:00:00,,重要工單,
,,,,,2/3,,B,,55E125010234,ASH-cExpress-ALN-N97-8G/Mettler,55-72220-221E,1A1,2/13,2/10,48,,60,55,115,92,40,132,2025-02-11 00:00:00,,,,"Jessie,純SMT",2,2024-12-25 00:00:00,,,
,,,,,1/22,,B,,59N125010426,ETX-BT-E3827-NO AUDIO/IBA,59-71116-C110,B4,2/18,1/22,122,,55,40,95,193.16666666666666,40,233.16666666666666,2025-02-11 00:00:00,,,,純SMT(2/12上午接測),2,2024-12-19 00:00:00,,,
,,,,,2/4,,B,,55N125020283,Popeye Gen3 BP,55-63538-0040,A1,2/14,2/10,50,,88,75,163,135.83333333333334,60,195.83333333333334,2025-02-11 00:00:00,,,,,1,2024-12-31 00:00:00,,重要工單,DEV-0053133
,,,,,,,B,,55N124100595,NVR MB,55-65537-0020,A2,2/12,1/23,130,,71,112,183,396.5,40,436.5,2025-02-11 00:00:00,,,,,1,2024-12-27 00:00:00,,重要工單,
,,,,,2/3,,B,,59N125010436,LEC-iMX8MP-Q-2G-32G-CT/Zoetis,59-72512-7120,A2,2/20,2/12,62,312,42,36,78,80.6,40,120.6,2025-02-12 00:00:00,,,,純SMT,2,2024-12-31 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1429.3899999999999,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,A,,55E125020097,COM-HPC Server Carrier-BCM,55-77106-201E,A2,2/13,2/10,5,,75,78,153,12.75,60,85,2025-02-11 00:00:00,,,,Cindy,1,2024-12-19 00:00:00,,,
,,,,,2/4,,A,,55E125010319,Redflex DC-DC PSU board,55-66932-000E,A1,2/13,1/22,48,,10,18,28,22.4,40,85,2025-02-11 00:00:00,,,,Winnie,1,2025-01-16 00:00:00,,,
,,,,,2/4,,A,,55E125010155,Redflex Nirvana carrier board,55-66035-00AE,A3,2/13,2/7,44,,45,54,99,72.6,40,112.6,2025-02-11 00:00:00,,,,Winnie,1,2025-01-08 00:00:00,,重要工單,
,,,,,2/4,●,A,,55E125010248,Hagiwara HEL Main board,55-E0062-000E,A1,2/13,2/10,22,,40,40,80,29.333333333333332,90,140,2025-02-11 00:00:00,,,,Tensey,1,2025-02-04 00:00:00,,,DEV-0053287、DEV-0053506
,,,,,1/24,,A,,59N125030115,UNP CM2-BT2-E3825,59-48104-10A0,A7,2/6,1/23,8,,53,43,96,12.8,60,85,2025-02-11 00:00:00,,,,,2,2024-12-26 00:00:00,,,
,,,,,1/24,,A,,59N125020116,SB-DFL1,59-AA500-0010,A1,2/14,2/10,44,,0,25,25,18.333333333333332,60,85,2025-02-11 00:00:00,,,,,2,2025-01-16 00:00:00,,,
,,,,,1/24,,A,,59N125020220,nanoX-BT-E3845-4G,59-72304-R0B0,A5,2/13,2/10,30,,30,27,57,28.5,60,88.5,2025-02-12 00:00:00,,,,純SMT,2,2024-12-31 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1461.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,2/7,,E,,55E125020036,Aristocrat Gen10 Config stick,55-79028-005E,A1,2/20,2/6,1200,1400,8,7,15,300,0,300,2025-02-11 00:00:00,428.5714285714286,,,"Kim,純SMT",8,2024-12-28 00:00:00,,重要工單,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/7,,E,,59N125020073,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,2/22,2/7,100,700,45,30,75,125,0,125,2025-02-11 00:00:00,156.25,,,純SMT(2/12上午接測),2,2024-12-28 00:00:00,,重要工單,
,,,,,,,,2/11,,,,,,,,,,,Total,,,425,584.8214285714287,,,,,,,,,
,,,,,2/3,,B,,59N125010436,LEC-iMX8MP-Q-2G-32G-CT/Zoetis,59-72512-7120,A2,2/20,2/12,250,312,42,36,78,325,0,325,2025-02-12 00:00:00,,,,純SMT,2,2024-12-31 00:00:00,,,
,,,,,,,B,,55E124120406,Aristocrat Gen10 Backplane,55-79030-004E,A3,2/14,2/4,300,,0,18,18,90,40,130,2025-02-12 00:00:00,,,,Kim,1,2024-12-23 00:00:00,,,
,,,,,1/7,,B,,55N125020164,ABX-51G2-MB-C246/Sardinia Audio_Tempo-RS,55-44833-AB20,A5,2/13,2/11,132,,59.6,72.4,132,290.4,40,330.4,2025-02-12 00:00:00,,,,,1,2024-12-31 00:00:00,,重要工單,
,,,,,1/24,,B,,55N125020143,Popeye Power Mezz-HP ES2,55-63535-1020,A2,2/14,2/11,50,,88,75,163,135.83333333333334,40,175.83333333333334,2025-02-12 00:00:00,,,,,1,2024-12-31 00:00:00,,重要工單,
,,,,,12/31,,B,,55N125020144,PXIe Type-6 Gen3 CB,55-38008-0030,A1,2/13,2/10,60,,40,39,79,79,40,119,2025-02-12 00:00:00,,,,,1,2024-12-31 00:00:00,,,
,,,,,2/12,,B,,59N125020262,MLC8 Light Bar Board,59-A3036-0010,A3,2/17,1/10,140,,15.2,7.5,22.7,52.96666666666667,60,112.96666666666667,2025-02-12 00:00:00,,,,純SMT,7,2024-12-17 00:00:00,,重要工單,
,,,,,2/12,,B,,59N125020189,cExpress-SL-i3-6100U/SEPSA,59-72213-2400,B1,2/14,2/7,44,,65,33.2,98.2,72.01333333333334,60,132.01333333333332,2025-02-12 00:00:00,,,,純SMT,2,2024-12-31 00:00:00,,重要工單,
,,,,,2/5,,B,,59N125020075,xeBP-2590L,59-38200-0090,B1,2/14,2/4,28,,41.2,48.5,89.7,41.86,60,101.86,2025-02-13 00:00:00,,,,,1,2024-12-31 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1427.0733333333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,A,,55E125030199,"SP2-EHL-J6412,PCAP,9-36V, IO,COM",55-A1031-101E,A1,2/13,2/10,6,,40,40,80,8,60,85,2025-02-12 00:00:00,,,,Agnes,1,2025-02-05 00:00:00,,,
,,,,,1/2,,A,,55N125030011,SEMI-MF DB-3620L2,55-37583-0030,A3,2/13,2/4,38,,8.5,24.7,33.2,21.026666666666667,60,85,2025-02-12 00:00:00,,,,,2,2024-12-26 00:00:00,,重要工單,
,,,,,1/24,,A,,55N125010327,M9019-66520-budget,55-63622-3020,A5,2/14,2/10,27,,48,38,86,38.7,60,98.7,2025-02-12 00:00:00,,,,,1,2025-01-02 00:00:00,,重要工單,
,,,,,2/5,,A,,59N125010397,DB-P6301,59-37625-0010,A1,2/24,2/18,22,,15,18,33,12.1,60,85,2025-02-12 00:00:00,,,,,2,2025-01-09 00:00:00,,,
,,,,,2/3,,A,,59N125030023,UNP Seatex 2U EL MKD,59-79001-1020,1A1,2/18,2/6,50,,0,15,15,12.5,40,85,2025-02-12 00:00:00,,,,,1,2024-12-26 00:00:00,,重要工單,
,,,,,2/5,,A,,55N125030043,M9019-66530-budget,55-63623-1010,A3,2/13,2/3,25,,46.58,40,86.58,36.075,60,96.075,2025-02-12 00:00:00,,,,,1,2024-12-26 00:00:00,,重要工單,
,,,,,2/5,,A,,59N125020142,Popeye 24V PB-TDK/T,59-63537-1010,A2,2/14,2/4,50,,20,35,55,45.833333333333336,60,105.83333333333334,2025-02-13 00:00:00,,,,,2,2024-12-26 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1420.6083333333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/7,,E,,59N125020073,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,2/22,2/7,420,700,45,30,75,525,0,525,2025-02-12 00:00:00,656.25,,,純SMT(2/13上午接測),2,2024-12-28 00:00:00,,重要工單,
,,,,,,,,2/12,,,,,,,,,,,Total,,,525,656.25,,,,,,,,,
,,,,,2/6,,B,,59N125030048,ADi-BSB1,59-7B501-0040,A1,2/19,2/12,448,,15,30,45,336,40,376,2025-02-13 00:00:00,,,,,2,2024-12-31 00:00:00,,重要工單,
,,,,,1/24,,B,,59N125040060,NVR LED board,59-65A71-0010,A1,2/18,2/12,400,,7,8.5,15.5,103.33333333333333,40,143.33333333333331,2025-02-13 00:00:00,,,,,5,2024-12-31 00:00:00,,,
,,,,,1/15,,B,,59N125010156,Express-SL-i7-6822EQ/Brain,59-72128-1650,B2,2/18,2/10,66,,76,36,112,123.2,40,163.2,2025-02-13 00:00:00,,,,純SMT,2,2025-01-10 00:00:00,,重要工單,
,,,,,1/24,,B,,55N125010409,Express-CFR-i3-9100HL/CM246/FB,55-72135-2220,A1,2/14,2/10,200,,48.68,40.14,88.82,296.06666666666666,40,336.06666666666666,2025-02-13 00:00:00,,,,純SMT,2,2024-12-24 00:00:00,,重要工單,
,,,,,,,B,,59N125020357,t1cExpress-EL-x6425RE,59-72217-9040,A2,2/18,2/12,236,,44.6,51.8,96.4,379.17333333333335,40,419.17333333333335,2025-02-14 00:00:00,,,,純SMT,2,2025-01-09 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1437.7733333333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,2/3,●,A,,55E124120423,PCIe-9164,55-18908-2020,A2,2/18,2/4,6,,20,20,40,4,90,140,2025-02-13 00:00:00,,,,Elsa,2,2025-01-14 00:00:00,,,DEV-0053344
,,,,,1/15,,A,,55E125020150,ESM001 Shmm700,55-65014-404E,A4,2/14,2/11,15,,51.94,88,139.94,34.985,60,94.985,2025-02-13 00:00:00,,,,Jerry,1,2025-01-02 00:00:00,,重要工單,
,,,,,1/24,,A,,55N125020166,Interposer-2SIM-m2BB,55-49075-0010,A2,2/14,1/24,132,,15,15,30,66,60,126,2025-02-13 00:00:00,,,,純SMT,6,2024-12-17 00:00:00,,重要工單,
,,,,,1/9,,A,,55N125020165,Interposer-m2E-mPCIe,55-49074-0010,A1,2/14,1/24,132,,12,12,24,52.8,60,112.8,2025-02-13 00:00:00,,,,純SMT,6,2024-12-17 00:00:00,,重要工單,
,,,,,,,A,,59N125010398,Express-TL-i5-11500HE,59-72138-3070,A3,2/17,2/12,6,,51.6,58.6,110.2,11.020000000000001,60,85,2025-02-13 00:00:00,,,,純SMT,2,2025-01-21 00:00:00,,重要工單,
,,,,,2/15,,A,,55N125030048,GM-LEDBD_DC2DC,55-A9000-0210,A1,2/15,2/11,124,452,0,20,20,41.333333333333336,40,81.33333333333334,2025-02-13 00:00:00,,,,,4,2024-12-31 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1420.1183333333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/7,,E,,59N125020073,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,2/22,2/7,180,700,45,30,75,225,0,225,2025-02-13 00:00:00,281.25,,,純SMT(2/14上午接測),2,2024-12-28 00:00:00,,重要工單,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/7,,E,,55E125020035,Aristocrat Gen10 Carrier,55-77522-002E,A2,2/19,2/12,240,770,27.5,38.8,66.3,265.2,0,265.2,2025-02-13 00:00:00,378.8571428571429,,,Kim,1,2024-12-28 00:00:00,,重要工單,
,,,,,,,,2/13,,,,,,,,,,,Total,,,490.2,660.1071428571429,,,,,,,,,
,,,,,,,B,,55E124120407,Aristocrat Gen10 Backplane,55-79030-004E,A3,2/17,2/4,300,,0,18,18,90,40,130,2025-02-14 00:00:00,,,,Kim,1,2024-12-23 00:00:00,,,
,,,,,,,B,,55N125010505,AmITX-KB-G-Q170/ITS i5,55-7A104-2160,A3,2/18,2/11,150,,65.93,58.59,124.52000000000001,311.3,40,351.3,2025-02-14 00:00:00,,,,,1,2024-12-20 00:00:00,,,
,,,,,,,B,,59N125030026,CM1-86DX3-2G-STANLEY,59-48012-10B0,A5,2/19,2/13,250,,28,26,54,225,40,265,2025-02-14 00:00:00,,,,,2,2025-01-14 00:00:00,,,
,,,,,,,B,,59N125030025,ETX-BT-J1900/Seatex,59-71116-6130,B1,2/18,2/6,49,,46.77,33.8,80.57,65.79883333333333,60,125.79883333333333,2025-02-14 00:00:00,,,,純SMT,2,2024-12-26 00:00:00,,重要工單,
,,,,,2/3,,B,,59N125020366,MXM-T1000,59-7C003-1040,1A2,2/18,2/6,58,,41,32,73,70.56666666666666,40,110.56666666666666,2025-02-14 00:00:00,,,,純SMT,2,2025-01-10 00:00:00,,重要工單,
,,,,,2/15,,B,,55N125020279,Express-CFR-i3-9100HL/CM246/FB,55-72135-2220,A1,2/18,2/10,266,,48.68,40.14,88.82,393.76866666666666,40,433.76866666666666,2025-02-14 00:00:00,,,,純SMT,2,2024-12-20 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1416.4341666666664,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,2/15,,A,,55N125030048,GM-LEDBD_DC2DC,55-A9000-0210,A1,2/15,2/11,328,452,0,20,20,109.33333333333333,40,149.33333333333331,2025-02-13 00:00:00,,,,,4,2024-12-31 00:00:00,,重要工單,
,,,,,,●,A,,55E125020148,Jetson AGX Orin Carrier BD,55-66057-100E,A1,2/19,2/13,20,,25,15,40,13.333333333333334,90,140,2025-02-14 00:00:00,,,,Tanya,1,2025-02-03 00:00:00,,,DEV-0053379
,,,,,2/3,●,A,,55E125020149,iw.brain gen2 AFM BD,55-66A02-000E,A1,2/19,2/12,30,,9.63,9.63,19.26,9.63,90,140,2025-02-14 00:00:00,,,,Tanya,3,2025-01-16 00:00:00,,,DEV-0053241
,,,,,,,A,,55E125050002,SEMI-MF DB-C3CST_L3,55-65473-003E,A2,2/17,2/5,30,,40,40,80,40,60,85,2025-02-14 00:00:00,,,,Michael,1,2025-01-02 00:00:00,,,
,,,,,,,A,,55E125010157,Redflex Nirvana carrier board 2.0,55-66035-800E,B1,2/17,2/10,6,,43,50,93,9.3,80,89.3,2025-02-14 00:00:00,,,,Winnie,1,2025-01-14 00:00:00,,,DEV-0052942+DCN-062921
,,,,,,,A,,59N125010377,UNP aBP-5205AX,59-65439-0090,A2,2/15,2/13,66,,0,28,28,30.8,60,90.8,2025-02-14 00:00:00,,,,,1,2025-01-14 00:00:00,,重要工單,DEV-0053243
,,,,,,,,,,,,,,,,,,,,,,1474.4333333333332,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,2/7,,E,,55E125020035,Aristocrat Gen10 Carrier,55-77522-002E,A2,2/19,2/12,420,770,27.5,38.8,66.3,464.1,0,464.1,2025-02-14 00:00:00,663.0000000000001,,,Kim,1,2024-12-28 00:00:00,,重要工單,
,,,,,,,,2/14,,,,,,,,,,,Total,,,464.1,663.0000000000001,,,,,,,,,
,,,,,,,,,夜班開線8小時,,,,,,,,,,,,,240,,,,,,,,,,
,,,,,2/15,,B,,59N125020238,Express-CFR-E-2276ML/TPM 2.0/US,59-72135-5110,A1,2/18,2/13,30,,48.3,38.6,86.9,43.45,60,103.45,2025-02-15 00:00:00,,,,純SMT(2/15上午接測),2,2025-01-15 00:00:00,,重要工單,
,,,,,1/15,,B,,59N125020201,Express-BD74-D1577/TPM2.0/CWC,59-72134-2110,A1,2/19,2/7,50,,43,44,87,72.5,60,132.5,2025-02-15 00:00:00,,,,純SMT(2/17 上午接測),2,2025-01-03 00:00:00,,,
,,,,,1/15,,B,,59N125010320,Express-BD74-D1559,59-72134-0060,A1,2/18,2/7,100,,51,50,101,168.33333333333334,40,208.33333333333334,2025-02-15 00:00:00,,,,純SMT(2/17 上午接測),2,2025-01-03 00:00:00,,,
,,,,,2/3,,B,,59N125010433,cPCI-A3535ND1,59-31130-0020,A2,2/18,2/14,22,,53,43,96,35.2,60,95.2,2025-02-15 00:00:00,,,,,2,2025-01-16 00:00:00,,,
,,,,,,,B,,55N125020348,NVR MB w/o PoE ports,55-65537-0120,A2,2/17,2/12,150,,75,115,190,475,40,515,2025-02-15 00:00:00,,,,,1,2024-12-31 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1294.4833333333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,夜班開線8小時,,,,,,,,,,,,,240,,,,,,,,,,
,,,,,,,A,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,1/13,,A,,55E124090491,Express-VR7-V3C18I-MMC,55-72140-031E,A2,2/17,1/24,10,,60,51,111,18.5,60,85,2025-02-15 00:00:00,,,,"Jessie,純SMT",2,2025-01-13 00:00:00,,,DEV-0053328
,,,,,,,A,,55E124120232,OSM-MTK510-4G-32G-ER,55-76103-001E,A1,2/17,2/4,20,,30,38,68,22.666666666666668,80,102.66666666666667,2025-02-15 00:00:00,,,,"Claire,純SMT",4,2025-01-10 00:00:00,,,DEV-0053323
,,,,,,,A,,55E124100399,RCPU-100,55-32204-004E,A1,2/18,2/4,6,,63,65,128,12.8,80,92.8,2025-02-15 00:00:00,,,,Candace,1,2025-01-14 00:00:00,,,DEV-0053365
,,,,,1/20,,A,,55E125020112,t1cExpress-EL-x6425RE/USBHub/CWC,55-72217-931E,A2,2/17,2/14,6,,47,51,98,9.8,60,85,2025-02-15 00:00:00,,,,"Cindy,純SMT(請優先入庫，2/17上午 PE驗證)",2,2025-01-08 00:00:00,,,
,,,,,1/24,,A,,55N125030080,SEMI-MF SATA Interposer,55-38207-0010,A1,2/18,2/14,80,,0,7,7,9.333333333333334,60,85,2025-02-15 00:00:00,,,,,10,2024-12-31 00:00:00,,重要工單,
,,,,,,,A,,59N125030325,MXM-RTX3000,59-7C001-1030,1A2,2/18,2/11,62,,53.5,33.6,87.1,90.00333333333333,40,130.00333333333333,2025-02-15 00:00:00,,,,純SMT,2,2025-02-11 00:00:00,,,
,,,,,1/15,,A,,59N125020375,EGX-MXM-A2000-8G-35W/Adlink logo,59-7C005-3030,A2,2/18,2/11,50,,45,50.2,95.2,79.33333333333333,60,139.33333333333331,2025-02-15 00:00:00,,,,純SMT,2,2025-01-14 00:00:00,,,
,,,,,1/15,,A,,59N124120439,t2nanoX-EL-x6211E-8G-32G,59-72307-L110,A1,2/19,2/14,20,,56,30,86,28.666666666666668,60,88.66666666666667,2025-02-15 00:00:00,,,,純SMT,2,2025-01-03 00:00:00,,,
,,,,,1/24,,A,,59N125030012,cExpress-EL-x6425E/S4G/GL,59-72217-0200,A2,2/19,2/13,60,,44.6,51.8,96.4,96.4,40,136.4,2025-02-15 00:00:00,,,,純SMT,2,2025-01-03 00:00:00,,,
,,,,,1/24,,A,,59N125020130,t1Express-TL-W-11865MRE,59-72138-6030,A2,2/19,1/23,38,,51,58,109,69.03333333333333,60,129.03333333333333,2025-02-15 00:00:00,,,,純SMT,2,2025-01-03 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1373.9033333333334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/7,,E,,55E125020035,Aristocrat Gen10 Carrier,55-77522-002E,A2,2/19,2/12,110,770,27.5,38.8,66.3,121.55,0,121.55,2025-02-15 00:00:00,173.64285714285714,,,Kim,1,2024-12-28 00:00:00,,重要工單,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/7,,E,,59N125020303,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,3/4,2/14,310,1270,45,30,75,387.5,0,387.5,2025-02-15 00:00:00,484.375,,,純SMT(2/17上午接測),2,2025-01-06 00:00:00,,,
,,,,,,,,2/15,,,,,,,,,,,Total,,,509.05,658.0178571428571,,,,,,,,,
,,,,,第二週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5060.39,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,1/21,,B,,55E125020187,Express-RLP-i7-13800HE/16GB/VGA/dSPACE,55-72139-K12E,A1,2/18,2/14,100,,55,61,116,193.33333333333334,40,233.33333333333334,2025-02-17 00:00:00,,,,"Cindy,純SMT",2,2025-01-15 00:00:00,,,
,,,,,,,B,,55N125040061,NVR MB w/o PoE ports,55-65537-0120,A2,2/18,2/12,100,,75,115,190,316.6666666666667,40,356.6666666666667,2025-02-17 00:00:00,,,,,1,2024-12-31 00:00:00,,,
,,,,,2/6,,B,,59N125030122,MXM-A2000-8G-60W,59-7C005-4130,1A2,2/20,2/14,80,,35,33,68,90.66666666666667,40,130.66666666666669,2025-02-17 00:00:00,,,,純SMT,2,2025-01-09 00:00:00,,重要工單,
,,,,,2/13,,B,,55N125020183,Express-SL2-G3900E/ARU,55-72133-K150,A1,2/18,2/14,100,,68.76,36,104.76,174.6,40,214.6,2025-02-17 00:00:00,,,,純SMT,2,2025-01-15 00:00:00,,重要工單,
,,,,,2/13,,B,,59N125020133,NVR LED board,59-65A71-0010,A1,2/26,2/13,500,,7,8.5,15.5,129.16666666666666,40,169.16666666666666,2025-02-17 00:00:00,,,,,5,2024-12-31 00:00:00,,,
,,,,,2/13,,B,,59N125010395,DB-P6302,59-37626-0010,A1,2/24,2/17,84,,28,26,54,75.6,40,115.6,2025-02-17 00:00:00,,,,,2,2025-01-16 00:00:00,,,
,,,,,2/13,,B,,59N125020244,cExpress-KL-i7-7600U VGA/TPM2.0/SC,59-72215-4240,B1,2/20,2/14,52,,68,27,95,82.33333333333333,60,142.33333333333331,2025-02-18 00:00:00,,,,純SMT,2,2025-01-15 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1362.3666666666666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
