Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,Unnamed: 24,上線時間,結束時間,備註,連板,Initail,Unnamed: 30,重要工單,特採單號
,,,,,6/16,,B,,59N125070062,Express-KL-i5-7442EQ-VGA/S4G/ITS,59-72130-7150,B2,7/9,7/3,50,,73,33,106,88.33333333333333,60,148.33333333333331,2025-07-04 00:00:00,,,,純SMT(7/7上午接測),2,2025-06-01 00:00:00,,,
,,,,,6/18,,B,,59N125080008,cPCI-A3W10,59-65A60-0040,A3,7/10,7/3,106,,30,38,68,120.13333333333334,40,160.13333333333333,2025-07-04 00:00:00,,,,,2,2025-06-01 00:00:00,,,
,,,,,7/3,,B,,59N125050480,UNP CM2-BT2-E3825,59-48104-10A0,A7,7/9,7/3,122,,53,43,96,195.2,40,235.2,2025-07-04 00:00:00,,,,,2,2025-06-12 00:00:00,,,
,,,,,6/16,,B,,59N125060381,DB-3MSATA,59-37598-0030,A3,7/8,7/3,110,,4,4,8,14.666666666666666,60,85,2025-07-04 00:00:00,,,,,10,2025-06-01 00:00:00,,,
,,,,,6/18,,B,,55N125070076,MLC-M full I/O board,55-A2048-1010,A4,7/9,7/3,42,,20,20,40,28,60,88,2025-07-04 00:00:00,,,,,2,2025-06-01 00:00:00,,,
,,,,,6/27,,B,,59N125070132,SB-DFL1,59-AA500-0010,A1,7/10,6/30,74,,0,25,25,30.833333333333332,40,85,2025-07-04 00:00:00,,,,,2,2025-06-12 00:00:00,,,
,,,,,6/18,,B,,59N125050286,MXM-A1000-4G-60W,59-7C005-1110,1A2,7/8,7/3,26,,45,50,95,41.166666666666664,60,101.16666666666666,2025-07-04 00:00:00,,,,純SMT,2,2025-06-01 00:00:00,,,
,,,,,,,B,,59N125080032,Express-SLE-E3-1515M w/TPM 2.0,59-72128-S1A0,B1,7/9,7/3,80,,65.9,32.5,98.4,131.2,40,171.2,2025-07-04 00:00:00,,,,純SMT,2,2025-06-16 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1344.0333333333335,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E125010377,PXIe-9908_CB,55-38010-002E,A1,7/8,7/3,6,,20,33,53,5.3,60,85,2025-07-03 00:00:00,,,,Erica,2,2025-06-17 00:00:00,,,
,,,,,6/16,,A,,59N125050496,UNP MiniBase-10R,59-77805-0040,B1,7/10,7/1,8,,35,30,65,8.666666666666666,60,85,2025-07-03 00:00:00,,,,,1,2025-06-04 00:00:00,,,
,,,,,6/27,●,A,,55E125070085,PCIeX-16X-S,55-79033-000E,A1,7/9,6/23,40,,40,40,80,53.333333333333336,90,143.33333333333334,2025-07-04 00:00:00,,,,Cindy,3,2025-06-10 00:00:00,,,DEV-0054813
,,,,,,,A,,55E125060511,Express-ADP-i3-1220PE,55-72139-506E,A1,7/7,7/3,6,,55,61,116,11.6,80,91.6,2025-07-04 00:00:00,,,,"Cindy,純SMT",2,2025-06-05 00:00:00,,,DEV-0054756
,,,,,6/16,,A,,55E125070094,nanoX-AL-E3940-2G-32G/DRS,55-72306-130E,B1,7/7,7/3,6,,39.7,29.7,69.4,6.94,60,85,2025-07-04 00:00:00,,,,"Jessie,純SMT",2,2025-06-04 00:00:00,,,
,,,,,6/16,,A,,59N125060130,cPCI-A3535/11555MLE,59-31130-1020,A2,7/10,7/2,10,,53,45,98,16.333333333333332,60,85,2025-07-04 00:00:00,,,,,2,2025-06-05 00:00:00,,,
,,,,,6/18,,A,,55N125090062,M.2 Interposer,55-63645-0010,A1,7/8,6/16,50,,1.52,1.52,3.04,2.533333333333333,60,85,2025-07-04 00:00:00,,,,純SMT,10,2025-06-12 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1409.9333333333332,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6/26,,E,,59N125070009,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,7/10,7/1,450,1400,45,30,75,562.5,0,562.5,2025-07-04 00:00:00,661.7647058823529,,,"純SMT,隔天接測",2,2025-06-12 00:00:00,,重要工單,
,,,,,,,,7/4,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,6/26,,E,,59N125070009,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,7/10,7/1,250,1400,45,30,75,312.5,0,312.5,2025-07-05 00:00:00,367.64705882352945,,,"純SMT,隔天接測",2,2025-06-12 00:00:00,,重要工單,
,,,,,,,,7/5,員工旅遊,,,,,,,,,,Total,,,312.5,367.64705882352945,,,,,,,,,
,,,,,第一週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,6/18,,B,,59N125060355,cExpress-TL-i5-1145G7E,59-72218-1050,A3,7/15,7/4,144,,45.9,45.1,91,218.4,40,258.4,2025-07-07 00:00:00,,,,純SMT(7/8上午接測),2,2025-06-12 00:00:00,,,
,,,,,6/16,,B,,59N125060282,"ABX-220-EHL/SRDNA, X02",59-44835-AC50,A2,7/18,7/2,340,,75.26,86.92,162.18,919.0200000000001,40,959.0200000000001,2025-07-07 00:00:00,,,,,1,2025-06-01 00:00:00,,,
,,,,,6/18,,B,,59N125060085,Capsule Axon 2 Serial Daughterboard,59-66876-0010,A2,7/18,6/16,315,,10,11,21,110.25,40,150.25,2025-07-07 00:00:00,,,,,3,2025-06-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1397.67,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,7/4,,A,,59N125070154,UNP PB-2719A,59-37569-0020,A1,7/9,7/4,22,,12.96,0,12.96,4.752,60,85,2025-07-04 00:00:00,,,,,2,2025-06-01 00:00:00,,,
,,,,,7/4,,A,,59N125080060,UNP aDB-1210AX,59-65444-0010,A1,7/9,7/4,32,,0,2.22,2.22,1.1840000000000002,60,85,2025-07-04 00:00:00,,,,,8,2025-06-01 00:00:00,,重要工單,
,,,,,,,A,,59N125070179,"EMP-300 CB for (i3-1115G4E)_Lan*2,fTPM",59-66046-3140,A3,7/10,7/4,5,,35,55,90,7.5,60,85,2025-07-07 00:00:00,,,,,1,2025-06-01 00:00:00,,,
,,,,,6/18,,A,,59N125050379,COM-HPC Server Carrier-BCM,59-77106-2010,A2,7/14,7/4,18,,75,78,153,45.9,60,105.9,2025-07-07 00:00:00,,,,,1,2025-05-29 00:00:00,,,
,,,,,,,A,,59N125070323,R4600-3A1 AFM board,59-65A59-0020,A2,7/9,7/4,6,,53,53,106,10.6,60,85,2025-07-07 00:00:00,,,,,1,2025-06-20 00:00:00,,,
,,,,,,,A,,55N125070154,SEMI-MF xBP-3019A,55-33323-2030,C2,7/8,7/4,11,,16,43,59,10.816666666666666,60,85,2025-07-07 00:00:00,,,,,1,2025-06-12 00:00:00,,,
,,,,,,,A,,59N125040592,OCP-4x10G-SFP+,59-79023-0010,A2,7/9,6/30,6,,11,21,32,3.2,60,85,2025-07-07 00:00:00,,,,,2,2025-06-19 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1395.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6/26,,E,,59N125070009,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,7/10,7/1,50,1400,45,30,75,62.5,0,62.5,2025-07-07 00:00:00,73.52941176470588,,,"純SMT,隔天接測",2,2025-06-12 00:00:00,,重要工單,
,,,,,6/24,,E,,55N125080023,Aristocrat Gen10 Config stick,55-79028-0010,A1,7/16,5/6,1600,2768,8,7,15,400,0,400,2025-07-07 00:00:00,571.4285714285714,,,Kim(每天接測400),8,2025-05-23 00:00:00,,重要工單,
,,,,,,,,7/7,,,,,,,,,,,Total,,,400,571.4285714285714,,,,,,,,,
,,,,,,,B,,55E125060264,cPCI-AX3535/11555MRE,55-31132-000E,A1,7/9,7/3,8,,63,66,129,17.2,80,97.2,2025-07-08 00:00:00,,,,Raymond,2,2025-06-20 00:00:00,,,DEV-0054376
,,,,,7/3,,B,,55E125070058,Aristocrat Gen10 Backplane,55-79030-004E,A3,7/15,7/7,500,980,0,18,18,150,15,165,2025-07-08 00:00:00,,,,Kim,1,2025-06-04 00:00:00,,重要工單,
,,,,,,,B,,55N125070117,ABX-51G2-MB-C246/Sardinia Audio_Tempo-RS,55-44833-AB20,A5,7/11,7/7,91,,59.6,72.4,132,200.2,40,240.2,2025-07-08 00:00:00,,,,,1,2025-06-12 00:00:00,,,
,,,,,,,B,,59N125080031,cPCI-A3H20ND,59-65637-0010,A2,7/14,7/4,120,,22,20,42,84,40,124,2025-07-08 00:00:00,,,,,2,2025-06-01 00:00:00,,,
,,,,,6/20,,B,,55N125050521,SEMI-MF cPCI-R6100,55-37199-0050,B3,7/10,7/7,30,,40,40,80,40,40,85,2025-07-08 00:00:00,,,,,1,2025-06-04 00:00:00,,,
,,,,,6/20,,B,,59N125070089,STR-TSPI7-070D_Board,59-66544-0010,A2,7/14,7/7,47,,68.4,35.8,104.2,81.62333333333335,40,121.62333333333335,2025-07-08 00:00:00,,,,,1,2025-06-12 00:00:00,,重要工單,
,,,,,6/17,,B,,55N125060294,CM4-SL2-WiTronix-16G,55-48106-2000,A2,7/9,7/7,200,,58.2,52,110.2,367.3333333333333,40,407.3333333333333,2025-07-08 00:00:00,,,,,1,2025-06-04 00:00:00,,,
,,,,,7/7,,B,,59N125080064,LEC-iMX8MP-Q-N-4G-32G-ER/EXFO,59-72512-3530,A4,7/15,7/8,100,400,35,25.5,60.5,100.83333333333333,40,140.83333333333331,2025-07-08 00:00:00,,,,純SMT(7/10上午接測),2,2025-06-12 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1381.1899999999998,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E125080006,Peacock TBT Mezz,55-63650-003E,A2,7/9,7/7,10,,10,12,22,3.6666666666666665,60,85,2025-07-08 00:00:00,,,,"Emma,純SMT",8,2025-06-11 00:00:00,,重要工單,
,,,,,6/17,,A,,59N125080148,UNP aBP-5202AX,59-65438-00A0,A2,7/14,7/7,34,,20,20,40,22.666666666666668,60,85,2025-07-08 00:00:00,,,,,2,2025-06-09 00:00:00,,重要工單,
,,,,,,,A,,59N125070321,R4600-3A1-MB,59-65522-1020,A2,7/10,7/4,6,,77,83,160,16,60,85,2025-07-08 00:00:00,,,,,1,2025-06-20 00:00:00,,,
,,,,,6/20,,A,,55N125060437,LEC-iMX8MP-Q-N-2G-32G-BW-CT,55-72512-5110,A2,7/10,6/20,16,,34,32,66,17.6,60,85,2025-07-08 00:00:00,,,,純SMT,2,2025-06-04 00:00:00,,,
,,,,,6/18,,A,,59N125080002,EGX-MXM-A4500-16GB-115W/Adlink logo,59-7C004-3020,A2,7/10,7/7,10,,47,25,72,12,60,85,2025-07-08 00:00:00,,,,純SMT,2,2025-06-12 00:00:00,,重要工單,
,,,,,,,A,,59N125070119,EGX-MXM-A2000-8G-60W/Adlink logo,59-7C005-4030,A2,7/10,7/7,50,,35,33,68,56.666666666666664,60,116.66666666666666,2025-07-08 00:00:00,,,,純SMT,2,2025-06-01 00:00:00,,重要工單,
,,,,,,,A,,59N125070189,EGX-MXM-A2000-8G-35W/Adlink logo,59-7C005-3030,A2,7/10,7/7,10,,45,50.2,95.2,15.866666666666667,60,85,2025-07-08 00:00:00,,,,純SMT,2,2025-06-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1406.6666666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6/24,,E,,55N125080023,Aristocrat Gen10 Config stick,55-79028-0010,A1,7/16,5/6,1168,2768,8,7,15,292,0,292,2025-07-08 00:00:00,417.14285714285717,,,Kim(每天接測400),8,2025-05-23 00:00:00,,重要工單,
,,,,,,,E,,CDC2.0試產,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,7/9,,E,,55E125070262,ADM-Q55LX Main Board,55-65649-002E,A1A,7/18,6/19,70,,65,45,110,128.33333333333334,60,188.33333333333334,2025-07-08 00:00:00,,,,Chloe,1,2025-06-19 00:00:00,,,DEV-0054689
,,,,,,,,7/8,,,,,,,,,,,Total,,,540.3333333333334,665.4761904761905,,,,,,,,,
,,,,,7/7,,B,,59N125080064,LEC-iMX8MP-Q-N-4G-32G-ER/EXFO,59-72512-3530,A4,7/15,7/8,300,400,35,25.5,60.5,302.5,0,302.5,2025-07-09 00:00:00,,,,純SMT(7/10上午接測),2,2025-06-12 00:00:00,,重要工單,
,,,,,,,B,,55E125060044,LEC-iMX8MM-Q-4G-64G-ER/JCI,55-72517-221E,A1,7/10,6/30,250,,28,25,53,220.83333333333334,40,260.83333333333337,2025-07-09 00:00:00,,,,"Claire,純SMT(7/10上午接測)",2,2025-06-27 00:00:00,,重要工單,
,,,,,,,B,,55E125060186,LEC-EL-6200FE-4G-64G-TPM-ER/BIETC,55-72513-310E,A2,7/10,7/7,24,,48,36,84,33.6,60,93.6,2025-07-09 00:00:00,,,,"Claire,純SMT",2,2025-07-07 00:00:00,,,
,,,,,,,B,,55N125060296,cPCI-3520/9850HL/M16G,55-31128-0340,A2,7/10,7/8,42,,70,60,130,91,60,151,2025-07-09 00:00:00,,,,,2,2025-06-01 00:00:00,,,
,,,,,6/20,,B,,55N125070217,cPCI-3620/E3845/M4G,55-31122-0070,A4,7/11,7/8,10,,40,35,75,12.5,60,85,2025-07-09 00:00:00,,,,,2,2025-06-04 00:00:00,,,
,,,,,6/27,,B,,55N125080061,PXIe-9834,55-38902-1030,A2,7/11,7/7,8,,29,36,65,8.666666666666666,60,85,2025-07-09 00:00:00,,,,,2,2025-06-20 00:00:00,,,
,,,,,,,B,,59N125070072,EGX-MXM-RTX3000/Adlink logo,59-7C001-0050,A2,7/14,7/8,30,,72,33,105,52.5,60,112.5,2025-07-09 00:00:00,,,,純SMT,2,2025-06-12 00:00:00,,,
,,,,,7/7,,B,,59N125080128,UNP CM1-BT1-E3815,59-48104-0090,A7,7/17,7/9,200,400,49.8,35.2,85,283.3333333333333,40,323.3333333333333,2025-07-09 00:00:00,,,,7/11上午DIP排程260PCS,2,2025-06-04 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1413.7666666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E125070176,LEC-ASL-x7211RE-4G-0G-ER/Sigmatek,55-72519-X20E,A2,7/14,7/7,36,,60,35.8,95.8,57.48,60,117.47999999999999,2025-07-09 00:00:00,,,,"Claire,純SMT",2,2025-06-26 00:00:00,,,
,,,,,,,A,,55E125060245,OSM-iMX93-2G-32G-ER,55-76102-000E,A1,7/10,7/7,40,,40,40,80,53.333333333333336,60,113.33333333333334,2025-07-09 00:00:00,,,,"Claire,純SMT",4,2025-06-27 00:00:00,,,
,,,,,,,A,,59N125050494,UNP T6-DDI,59-79302-0040,B1,7/14,7/8,6,,0,22.38,22.38,2.238,60,85,2025-07-09 00:00:00,,,,,2,2025-06-20 00:00:00,,,
