Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,Unnamed: 24,上線時間,結束時間,備註,連板,Initail,Unnamed: 30,重要工單,特採單號
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/5,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/6,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,第一週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,B,,55E125090032,Aristocrat Gen10 Backplane,55-79030-004E,A3,9/13,9/4,600,1300,0,18,18,180,15,195,2025-09-08 00:00:00,,,,Kim,1,2025-07-25 00:00:00,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55N125100089,M.2 Carrier,55-63646-0010,A2,9/9,9/5,36,,0,20,20,12,60,85,2025-09-08 00:00:00,,,,純SMT,4,2025-07-22 00:00:00,,重要工單,
,,,,,,,A,,55N125090045,ADM-AL30 Power board,55-32208-0010,A1,9/10,9/5,18,,25,35,60,18,60,85,2025-09-08 00:00:00,,,,,2,2025-07-22 00:00:00,,,
,,,,,,,A,,55N125090247,Interposer-m2E-mPCIe,55-49074-0010,A1,9/10,9/5,84,,12,12,24,33.6,60,93.6,2025-09-08 00:00:00,,,,純SMT,6,2025-07-22 00:00:00,,重要工單,
,,,,,,,A,,59N125070450,UNP CM2-BT2-E3825,59-48104-10A0,A7,9/10,9/5,20,,53,43,96,32,60,92,2025-09-08 00:00:00,,,,,2,2025-07-22 00:00:00,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1135.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/8,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,,,B,,59N125080198,cExpress-TL-i5-1145G7E,59-72218-1050,A3,9/15,9/8,100,,45.9,45.1,91,151.66666666666666,40,191.66666666666666,2025-09-09 00:00:00,,,,純SMT,2,2025-07-24 00:00:00,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,191.66666666666666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/9,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/10,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/11,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/12,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/13,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,第二週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,30,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,7/23,,A,,55E125060005,iw.brain gen2 AFM BD,55-66A02-000E,A1,9/16,6/18,30,,9.63,9.63,19.26,9.63,60,85,2025-09-15 00:00:00,,,,Tanya,3,2025-05-22 00:00:00,,,
,,,,,7/23,,A,,55E125060171,iw.brain gen2 Carrier BD,55-66057-101E,A1,9/16,7/4,30,,28,53,81,40.5,60,100.5,2025-09-15 00:00:00,,,,Tanya,1,2025-05-22 00:00:00,,,DEV-0054544
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,965.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/15,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,,,B,,,Express-ID7-D-1732TE-4DIMM,59-72137-2030,A2,,,84,,46.8,45,91.8,128.52,40,168.52,2025-09-16 00:00:00,,,,"Karen,純SMT",2,2025-07-22 00:00:00,,,
,,,,,,,B,,,Express-ID7-D-1746TER-4DIMM,59-72137-5030,A2,,,146,,48,41,89,216.56666666666666,40,256.56666666666666,2025-09-16 00:00:00,,,,"Karen,純SMT",2,2025-07-22 00:00:00,,,
,,,,,,,B,,,Express-ID7-D-1715TER-4DIMM,59-72137-8030,A2,,,22,,48,41,89,32.63333333333333,60,92.63333333333333,2025-09-16 00:00:00,,,,"Karen,純SMT",2,2025-07-22 00:00:00,,,
,,,,,,,B,,,Express-ID7-D-1713NT/M16G/OpenText,59-72137-9200,A2,,,316,,48,41,89,468.73333333333335,40,508.73333333333335,2025-09-16 00:00:00,,,,"Karen,純SMT",2,2025-07-22 00:00:00,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1026.4533333333334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/16,,,,,,,,,,,Total,,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,B,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,A,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,9/17,,,,,,,,,,,Total,,,0,,,,,,,,,,
