Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,Unnamed: 24,上線時間,結束時間,備註,連板,Initail,Unnamed: 30,重要工單,特採單號
,,,,,12/26,,A,,55E125010192,ASH-cExpress-ALN-N97-8G/Mettler,55-72220-221E,1A1,1/7,1/3,152,,60,55,115,291.3333333333333,0,291.3333333333333,2025-01-04 00:00:00,,,,"Jessie,純SMT",2,2024-12-17 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1298,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,50,,,,,,,,,,
,,,,,12/19,,E,,91N125010216,T650QVN07.5/55.65T55.S69/EC code: 06,91-E0053-0010,A1,12/19,11/27,2000,3776,0,6,6,200,0,200,2025-01-04 00:00:00,250,,,,1,2024-12-05 00:00:00,,重要工單,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,50,,,,,,,,,,
,,,,,12/19,,E,,91N125010217,T650QVN07.5/55.65T55.S70/EC code: 04,91-E0054-0010,A1,12/19,11/27,1300,3780,0,6,6,130,0,130,2025-01-04 00:00:00,162.5,,,,1,2024-12-05 00:00:00,,重要工單,
,,,,,,,,1/4,,,,,,,,,,,Total,,,430,512.5,,,,,,,,,
,,,,,第一週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,,,B,,55E124120319,FM-400/AVA-1000 front panel board,55-32211-002E,A2,1/9,12/17,20,,10,12,22,7.333333333333333,80,85,2025-01-06 00:00:00,,,,Ivy,5,2024-12-02 00:00:00,,,DEV-0052813
,,,,,,,B,,55E124120420,RF-100/AVA-1000 M.2 RF board,55-32212-002E,A2,1/8,12/17,20,,12,12,24,8,80,85,2025-01-06 00:00:00,,,,"Ivy,純SMT",2,2025-01-02 00:00:00,,,DEV-0052813
,,,,,,,B,,55E124120358,Aristocrat Gen10 Backplane,55-79030-004E,A3,1/10,1/6,600,,0,18,18,180,40,220,2025-01-06 00:00:00,,,,Kim,1,2024-12-19 00:00:00,,,
,,,,,,,B,,55E124110300,UBI Daughter board,55-65A73-002E,A3,1/7,1/3,10,,15.5,15.5,31,5.166666666666667,80,85,2025-01-06 00:00:00,,,,Joanne(優先投產下傳，12/31 DIP生產),2,2024-12-25 00:00:00,,,DEV-0053011
,,,,,12/25,,B,,55E125010197,cExpress-MTL-135U/UNI,55-72221-210E,A1,1/7,1/3,18,,55,52,107,32.1,60,92.1,2025-01-06 00:00:00,,,,"Clare,純SMT",2,2024-12-19 00:00:00,,,
,,,,,12/11,,B,,59N125010205,DLAP-411 CB for NVIDIA Jetson AGX Orin,59-77B07-1020,A1,1/9,1/6,88,,38,62,100,146.66666666666666,40,186.66666666666666,2025-01-06 00:00:00,,,,,1,2024-12-03 00:00:00,,重要工單,
,,,,,1/2,,B,,55N125010381,NVR MB w/o PoE ports,55-65537-0120,A2,1/7,12/30,150,,75,115,190,475,40,515,2025-01-06 00:00:00,,,,,1,2024-12-12 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1268.7666666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,12/20,●,A,,55E124120219,Peacock CB,55-63647-006E,A3,1/9,1/3,52,,95,95,190,164.66666666666666,90,254.66666666666666,2025-01-06 00:00:00,,,,Emma,1,2024-12-04 00:00:00,,,DEV-0053083
,,,,,12/26,●,A,,55E124060212,COM-HPC-mMTL-155H-Ultra7-28W-8G,55-73600-000E,A1,1/7,1/3,6,,46,53.2,99.2,9.92,90,140,2025-01-06 00:00:00,,,,"Clare,純SMT",2,2024-12-02 00:00:00,,,DEV-0053051
,,,,,12/26,●,A,,55E124080136,COM-HPC-mMTL-155H-Ultra7-28W-16G,55-73600-100E,A1,1/7,1/3,6,,46,53.2,99.2,9.92,90,140,2025-01-06 00:00:00,,,,"Clare,純SMT",2,2024-12-02 00:00:00,,,DEV-0052846
,,,,,12/26,●,A,,55E124080137,COM-HPC-mMTL-155H-Ultra7-28W-32G-128G,55-73600-210E,A1,1/7,1/3,8,,46,53.2,99.2,13.226666666666667,90,140,2025-01-06 00:00:00,,,,"Clare,純SMT(不要發到X板)",2,2024-12-02 00:00:00,,,DEV-0052847
,,,,,,,,,,,,,,,,,,,,,,1394.6666666666665,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,50,,,,,,,,,,
,,,,,12/19,,E,,91N125010217,T650QVN07.5/55.65T55.S70/EC code: 04,91-E0054-0010,A1,12/19,11/27,2480,3780,0,6,6,248,0,248,2025-01-06 00:00:00,310,,,,1,2024-12-05 00:00:00,,重要工單,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,50,,,,,,,,,,
,,,,,12/19,,E,,91N125010218,T650QVN07.5/55.65T55.S71/EC code: 06,91-E0055-0010,A1,12/19,11/27,2120,3776,0,6,6,212,0,212,2025-01-06 00:00:00,265,,,,1,2024-12-05 00:00:00,,重要工單,
,,,,,,,,1/6,,,,,,,,,,,Total,,,560,675,,,,,,,,,
,,,,,12/23,,B,,55N125010102,SEMI-MF AG-M9537A,55-65506-0080,A3,1/13,1/6,50,,57.52,87.5,145.02,120.85000000000001,40,160.85000000000002,2025-01-07 00:00:00,,,,,1,2024-12-11 00:00:00,,重要工單,
,,,,,1/2,,B,,55N125010383,NVR MB w/o PoE ports,55-65537-0120,A2,1/8,12/30,150,,75,115,190,475,40,515,2025-01-07 00:00:00,,,,,1,2024-12-12 00:00:00,,,
,,,,,12/31,,B,,59N125010090,EGX-MXM-T1000/Align,59-7C003-A010,A2,1/10,12/31,480,,39.5,35.5,75,600,40,640,2025-01-07 00:00:00,,,,純SMT,2,2024-12-04 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1315.85,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E124120201,LEC-RB5N-8G-128G-R,55-72518-010E,A1,1/8,1/6,20,,45,120,165,55,315,370,2025-01-07 00:00:00,,,,"Claire,純SMT(POP製程)",2,2024-12-04 00:00:00,,重要工單,
,,,,,12/26,,A,,59N125010232,CM1-86DX3-2G-STANLEY,59-48012-10B0,A5,1/15,1/6,350,,28,26,54,315,40,355,2025-01-07 00:00:00,,,,,2,2024-12-04 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1445,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,50,,,,,,,,,,
,,,,,12/19,,E,,91N125010218,T650QVN07.5/55.65T55.S71/EC code: 06,91-E0055-0010,A1,12/19,11/27,1656,3776,0,6,6,165.6,0,165.6,2025-01-07 00:00:00,206.99999999999997,,,,1,2024-12-05 00:00:00,,重要工單,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,50,,,,,,,,,,
,,,,,12/19,,E,,91N125010219,T650QVN07.5/55.65T55.S72/EC code: 04,91-E0056-0010,A1,12/19,11/27,2944,3784,0,6,6,294.4,0,294.4,2025-01-07 00:00:00,367.99999999999994,,,,1,2024-12-05 00:00:00,,重要工單,
,,,,,,,,1/7,,,,,,,,,,,Total,,,560,675,,,,,,,,,
,,,,,1/2,,B,,55N125010385,NVR MB w/o PoE ports,55-65537-0120,A2,1/9,12/30,150,,75,115,190,475,40,515,2025-01-08 00:00:00,,,,,1,2024-12-12 00:00:00,,,
,,,,,12/26,,B,,59N125010365,EMP-300-CQ CB for (6305E),59-66046-2010,A3,1/13,1/7,112,,40,56.7,96.7,180.50666666666666,40,220.50666666666666,2025-01-08 00:00:00,,,,,1,2024-12-04 00:00:00,,重要工單,
,,,,,12/26,,B,,59N124120244,Express-CF-i3-8100H/Atoll,59-72131-2250,A2,1/13,1/7,16,,53,35,88,23.466666666666665,60,85,2025-01-08 00:00:00,,,,純SMT,2,2024-12-04 00:00:00,,重要工單,
,,,,,12/26,,B,,59N124110452,Express-KLE-E3-1505M v6,59-72130-5090,B2,1/14,1/7,6,,81,35,116,11.6,60,85,2025-01-08 00:00:00,,,,純SMT,2,2024-12-17 00:00:00,,重要工單,
,,,,,12/26,,B,,59N125010221,xeBP-2785/T,59-38210-0A50,A4,1/13,1/7,6,,61.94,46.58,108.52,10.852,60,85,2025-01-08 00:00:00,,,,,1,2024-12-19 00:00:00,,重要工單,
,,,,,12/26,,B,,55N125020037,SEMI-MF 1A210-USB,55-19016-0030,A2,1/10,12/26,30,,40,40,80,40,40,85,2025-01-08 00:00:00,,,,,1,2024-12-04 00:00:00,,,
,,,,,12/26,,B,,59N125010336,Express-SL-i7-6820EQ/Kohala,59-72128-0280,A2,1/13,1/7,26,,73,35,108,46.8,60,106.8,2025-01-08 00:00:00,,,,純SMT,2,2024-12-04 00:00:00,,重要工單,
,,,,,12/26,,B,,59N124090457,Express-SL-i7-6820EQ/Kohala,59-72128-0270,A2,1/13,12/26,24,,67.77,35.24,103.00999999999999,41.20399999999999,60,101.204,2025-01-08 00:00:00,,,,純SMT,2,2024-12-10 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1283.5106666666666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E125010141,COM-HPC-cADP-i7-28W,55-73401-301E,A1,1/9,1/6,8,,49,55.6,104.6,13.946666666666665,80,93.94666666666666,2025-01-08 00:00:00,,,,"Clare,純SMT",1,2024-12-09 00:00:00,,,DEV-0053225
,,,,,12/26,,A,,55E125010046,Redflex CCI-EXT,55-66823-001E,A2,1/13,12/26,56,,0,16,16,14.933333333333334,60,85,2025-01-08 00:00:00,,,,Winnie,2,2024-12-11 00:00:00,,重要工單,
,,,,,,,A,,59N125010138,EE-2306AD,59-63307-0030,A3,1/10,1/7,78,,46,36,82,106.6,40,146.6,2025-01-08 00:00:00,,,,,2,2024-12-04 00:00:00,,重要工單,
,,,,,,,A,,59N125010173,PB-2785,59-38211-0020,A2,1/10,1/7,70,,0,40,40,46.666666666666664,40,86.66666666666666,2025-01-08 00:00:00,,,,,2,2024-12-04 00:00:00,,重要工單,
,,,,,,,A,,59N125010298,"SP2-IMX8-Q, 2GB, 32GB, 12-24V, CT, TPM",59-A1033-1120,A2,1/10,1/7,6,,26,36,62,6.2,60,85,2025-01-08 00:00:00,,,,,2,2024-12-04 00:00:00,,重要工單,
,,,,,12/26,,A,,55N125020095,M.2 Carrier,55-63646-0010,A2,1/13,12/26,100,,0,20,20,33.333333333333336,60,93.33333333333334,2025-01-08 00:00:00,,,,,4,2024-12-04 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1310.5466666666666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,50,,,,,,,,,,
,,,,,12/19,,E,,91N125010219,T650QVN07.5/55.65T55.S72/EC code: 04,91-E0056-0010,A1,12/19,11/27,840,3784,0,6,6,84,0,84,2025-01-08 00:00:00,105,,,,1,2024-12-05 00:00:00,,重要工單,
,,,,,,,E,,91R124120108,T650QVN07.5/55.65T55.S69/EC code: 06,91-E0053-0010,A1,12/19,11/27,264,,,,,,,18.48,2025-01-08 00:00:00,23.099999999999998,,,重工包裝,1,2024-12-26 00:00:00,,,
,,,,,,,E,,91R124120109,T650QVN07.5/55.65T55.S70/EC code: 04,91-E0054-0010,A1,12/19,11/27,261,,,,,,,18.270000000000003,2025-01-08 00:00:00,22.837500000000002,,,重工包裝,1,2024-12-26 00:00:00,,,
,,,,,,,E,,91R124120110,T650QVN07.5/55.65T55.S71/EC code: 06,91-E0055-0010,A1,12/19,11/27,264,,,,,,,18.48,2025-01-08 00:00:00,23.099999999999998,,,重工包裝,1,2024-12-26 00:00:00,,,
,,,,,,,E,,91R124120111,T650QVN07.5/55.65T55.S72/EC code: 04,91-E0056-0010,A1,12/19,11/27,257,,,,,,,17.990000000000002,2025-01-08 00:00:00,22.4875,,,重工包裝,1,2024-12-26 00:00:00,,,
,,,,,,,,1/8,,,,,,,,,,,Total,,,207.22,246.525,,,,,,,,,
,,,,,,,B,,55E125010001,ESM002 Shmm700,55-65014-503E,A4,2025-01-10 00:00:00,1/8,30,,53.28,84.12,137.4,68.7,40,108.7,2025-01-09 00:00:00,,,,Jerry,1,2024-12-04 00:00:00,,重要工單,
,,,,,1/2,,B,,55N125010387,NVR MB w/o PoE ports,55-65537-0120,A2,1/10,12/30,85,,75,115,190,269.1666666666667,40,309.1666666666667,2025-01-09 00:00:00,,,,,1,2024-12-12 00:00:00,,,
,,,,,12/30,,B,,55N125010112,"SP-TGL,i5,PCAP,12V,EC,TPM,MLC-M",55-A1027-3430,A2,1/10,1/8,32,,62,58,120,64,40,104,2025-01-09 00:00:00,,,,,1,2024-12-04 00:00:00,,重要工單,
,,,,,12/26,,B,,59N125010140,EMP-300-CQ CB for (6305E),59-66046-2010,A3,1/15,1/8,220,,40,56.7,96.7,354.56666666666666,40,394.56666666666666,2025-01-09 00:00:00,,,,,1,2024-12-10 00:00:00,,重要工單,
,,,,,12/26,,B,,55N124120074,AmITX-KB-G-Q170/ITS i5,55-7A104-2160,A3,1/13,1/8,150,,65.93,58.59,124.52000000000001,311.3,40,351.3,2025-01-09 00:00:00,,,,,1,2024-12-04 00:00:00,,重要工單,
,,,,,,,B,,59N124120431,VPX6200/W11865MRE/M32/S128,59-31428-0010,A1,1/13,1/8,5,,166,154,320,26.666666666666668,60,86.66666666666667,2025-01-09 00:00:00,,,,60-31428-F0M0  1/9到，急件烘烤8小時夜班生產,1,2024-12-24 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1354.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E125040005,PMC-8670CS2/C3CST,55-37550-102E,A2,1/13,1/8,18,,0,21,21,6.3,60,85,2025-01-09 00:00:00,,,,Michael,1,2024-12-05 00:00:00,,,
,,,,,,,A,,55E125040006,SEMI-MF cPCI-C3CST,55-65311-009E,A3,1/13,1/8,18,,20,38.9,58.9,17.67,60,85,2025-01-09 00:00:00,,,,Michael,2,2024-12-05 00:00:00,,,
,,,,,,,A,,55E124050442,PW051/AVA-1000 50W power board,55-32210-001E,A2,1/13,1/7,20,,15,15,30,10,80,90,2025-01-09 00:00:00,,,,Ivy,2,2024-12-09 00:00:00,,,DEV-0052106
,,,,,,,A,,55E125020197,Q7-EL-6413E-8G-64G-ER,55-76005-203E,A2,1/10,1/8,10,,52,35,87,14.5,80,85,2025-01-09 00:00:00,,,,"Claire,純SMT",2,2024-12-30 00:00:00,,重要工單,DEV-0053238
,,,,,12/26,,A,,59N125010311,MXM-RTX3000/Getec,59-7C001-D020,1A2,1/14,1/8,62,,53,27.3,80.3,82.97666666666666,40,122.97666666666666,2025-01-09 00:00:00,,,,純SMT,2,2024-12-17 00:00:00,,重要工單,
,,,,,1/2,,A,,59N125010204,MLC8 Light Bar Board,59-A3036-0010,A3,1/14,1/8,42,,15.2,7.5,22.7,15.889999999999999,60,85,2025-01-09 00:00:00,,,,純SMT,7,2024-12-17 00:00:00,,重要工單,
,,,,,12/26,,A,,59N125010189,cExpress-SL-i7-6600U,59-72213-00B0,B1,1/14,1/8,6,,65,33.2,98.2,9.82,60,85,2025-01-09 00:00:00,,,,純SMT,2,2024-12-04 00:00:00,,,
,,,,,12/26,,A,,59N125010285,cExpress-SL-i7-6600U/TPM/ACAL,59-72213-0610,B1,1/14,1/8,14,,59,28,87,20.3,60,85,2025-01-09 00:00:00,,,,純SMT,2,2024-12-04 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1442.9766666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,1/7,,E,,55E125120003,Kohler Gateway MB,55-65540-002E,A2,1/10,1/6,21,,45,30,75,26.25,60,86.25,2025-01-09 00:00:00,123.21428571428572,,,Anita,1,2024-12-19 00:00:00,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,1/7,,E,,59N125010050,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,1/20,1/7,300,960,45,30,75,375,0,375,2025-01-09 00:00:00,535.7142857142858,,,純SMT(1/10上午接測),2,2024-12-10 00:00:00,,重要工單,
,,,,,,,,1/9,,,,,,,,,,,Total,,,461.25,658.9285714285716,,,,,,,,,
,,,,,,,B,,55E124120359,Aristocrat Gen10 Backplane,55-79030-004E,A3,1/15,1/9,600,,0,18,18,180,40,220,2025-01-10 00:00:00,,,,Kim,1,2024-12-19 00:00:00,,,
,,,,,1/2,,B,,55N125010446,NVR MB,55-65537-0020,A2,1/11,1/8,65,,71,112,183,198.25,40,238.25,2025-01-10 00:00:00,,,,,1,2024-12-24 00:00:00,,,
,,,,,,,B,,59N124120232,Express-SL-i5-6440EQ/Redflex Nirvana,59-72128-2330,A3,1/15,1/9,206,,68,35,103,353.6333333333333,40,393.6333333333333,2025-01-10 00:00:00,,,,純SMT(1/11上午接測),2,2024-12-11 00:00:00,,重要工單,
,,,,,12/26,,B,,55N125010364,PXIe Type-6 CB/Lefty,55-63539-0020,A2,1/13,1/9,20,,46,43,89,29.666666666666668,60,89.66666666666667,2025-01-10 00:00:00,,,,,2,2024-12-16 00:00:00,,重要工單,
,,,,,,,B,,59N125010297,DLAP-411 CB w/ PSE for NVIDIA Jetson AGX,59-77B07-0020,A1,1/14,1/9,10,,45,50,95,15.833333333333334,60,85,2025-01-10 00:00:00,,,,,1,2024-12-10 00:00:00,,重要工單,
,,,,,12/27,,B,,55N124120306,cPCI-3520/8400H/M8G,55-31128-0040,A2,1/13,1/9,16,,71,112,183,48.8,60,108.8,2025-01-10 00:00:00,,,,,2,2024-12-04 00:00:00,,,
,,,,,12/27,,B,,59N125010291,Popeye USB3 Type-C,59-63020-0010,A2,1/14,1/9,15,,38,13.3,51.3,12.825,60,85,2025-01-10 00:00:00,,,,,3,2024-12-10 00:00:00,,重要工單,
,,,,,1/2,,B,,55N125030020,EGW3200 PWR board 90W,55-49072-0010,1A1,1/14,1/9,252,,5.5,5.5,11,46.2,40,86.2,2025-01-10 00:00:00,,,,,6,2024-12-04 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1306.55,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55N125010482,ROScube-X 590 MB with extension box,55-R1002-1010,A1,1/14,1/9,20,,41,63.6,104.6,34.86666666666667,60,94.86666666666667,2025-01-10 00:00:00,,,,May,1,2025-01-02 00:00:00,,重要工單,
,,,,,,,A,,55N125010483,ROScube-X 59 Orin GMSL2 board,55-R1003-1010,A2,1/14,1/9,18,,40,66.4,106.4,31.92,60,91.92,2025-01-10 00:00:00,,,,May,2,2025-01-02 00:00:00,,重要工單,
,,,,,,,A,,55E125040007,SEMI-MF cPCI-RC3CST,55-65474-002E,A3,1/14,1/9,20,,0,4,4,1.3333333333333333,60,85,2025-01-10 00:00:00,,,,Michael,10,2024-12-05 00:00:00,,,
