Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,Unnamed: 24,上線時間,結束時間,備註,連板,Initail,Unnamed: 30,重要工單,特採單號
,,,,,,,B,,55N125050037,Express-TL-i5-11500HE/SSM,55-72138-3220,A2,5/5,5/2,250,,51.44,58.62,110.06,458.5833333333333,40,498.5833333333333,2025-05-03 00:00:00,,,,純SMT,2,2025-04-02 00:00:00,,重要工單,
,,,,,4/24,,B,,55N125050001,ECAR-EVE-CF,55-77513-0030,A1,5/6,4/28,55,,33,35,68,62.333333333333336,40,102.33333333333334,2025-05-03 00:00:00,,,,水洗機種,1,2025-03-26 00:00:00,,,
,,,,,4/17,,B,,59N125060116,Express-BD74-D1577/TPM2.0/CWC,59-72134-2110,A1,5/8,5/2,36,,43,44,87,52.2,60,112.2,2025-05-03 00:00:00,,,,純SMT,2,2025-04-14 00:00:00,,,
,,,,,4/30,,B,,59N125040367,LEC-iMX62-1G-4G-ER/JCI,59-72501-4100,A7,5/13,4/18,194,200,28,20,48,155.2,40,195.2,2025-05-03 00:00:00,,,,純SMT,2,2025-03-19 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1473.3166666666666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,夜班開線8小時,,,,,,,,,,,,,240,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,A,,55N125050199,PXIe-9834,55-38902-1030,A2,5/6,4/25,6,,29,36,65,6.5,60,85,2025-05-03 00:00:00,,,,,2,2025-03-27 00:00:00,,,
,,,,,4/17,,A,,55N125070010,SEMI-MF 8A565-PXI,55-36951-0050,A2,5/5,5/2,30,,40,40,80,40,40,85,2025-05-03 00:00:00,,,,,1,2025-03-27 00:00:00,,,
,,,,,,,A,,55N125060064,cPCI-6636/1505/M16,55-65314-5060,A2,5/5,4/30,6,,82,70,152,15.2,60,85,2025-05-03 00:00:00,,,,,1,2025-03-27 00:00:00,,,
,,,,,4/17,,A,,59N125040305,Express-ID7-D-1732TE-4DIMM,59-72137-2020,A2,5/8,5/2,20,,46.8,45,91.8,30.6,60,90.6,2025-05-03 00:00:00,,,,純SMT,2,2025-03-26 00:00:00,,,
,,,,,,,A,,59N125050251,PW-220,59-32202-0040,A2,5/6,4/29,6,,20,20,40,4,60,85,2025-05-03 00:00:00,,,,,2,2025-03-27 00:00:00,,,
,,,,,,,A,,59N125020491,t1Express-TL-W-11865MRE/32G/CAM,59-72138-6210,A2,5/7,5/2,6,,50,54,104,10.4,60,85,2025-05-03 00:00:00,,,,純SMT,2,2025-04-18 00:00:00,,,
,,,,,4/24,,A,,59N125040582,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,5/9,4/23,400,,48,41,89,593.3333333333334,40,633.3333333333334,2025-05-03 00:00:00,745.0980392156863,,,純SMT(AG10),2,2025-03-20 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1418.9333333333334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,4/24,,E,,55E125040349,Aristocrat Gen10 Carrier,55-77522-002E,A2,5/13,4/22,450,900,27.5,38.8,66.3,497.25,0,497.25,2025-05-03 00:00:00,663,,,Kim,1,2025-03-20 00:00:00,,重要工單,
,,,,,,,,5/3,,,,,,,,,,,Total,,,497.25,663,,,,,,,,,
,,,,,第一週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,,,,,第4班開線,,,,,,,,,,,,,90,2025-05-05 00:00:00,,,,,,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,4/15,,B,,59N125050225,nanoX-BT-E3845-4G,59-72304-R0B0,A5,5/8,4/25,52,,30,27,57,49.4,60,109.4,2025-05-05 00:00:00,,,,純SMT(5/6上午接測),2,2025-04-09 00:00:00,,,
,,,,,4/17,,B,,55N125060038,M9022A,55-63512-0050Z,A3,5/7,5/2,50,,35,37,72,60,40,100,2025-05-05 00:00:00,,,,,1,2025-03-20 00:00:00,,重要工單,
,,,,,4/17,,B,,55N125040219,M.2 Carrier,55-63646-0010,A2,5/6,4/21,96,,0,20,20,32,60,92,2025-05-05 00:00:00,,,,,4,2025-03-20 00:00:00,,重要工單,
,,,,,4/17,,B,,59N125040213,EGX-MXM-T1000/Adlink logo,59-7C003-0040,A2,5/8,4/30,310,,41,32,73,377.1666666666667,40,417.1666666666667,2025-05-05 00:00:00,,,,純SMT,2,2025-04-17 00:00:00,,,
,,,,,4/17,,B,,59N125050103,EGX-MXM-T1000/Align,59-7C003-A020,A2,5/12,4/29,440,,39.5,35.5,75,550,40,590,2025-05-05 00:00:00,,,,純SMT,2,2025-04-17 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1428.5666666666666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,4/17,,A,,55N125040149,AmITX-CF-G-H310/Aurify,55-7B003-1110,A2,5/6,5/2,93,,66,66,132,204.6,40,244.6,2025-05-05 00:00:00,,,,,1,2025-03-14 00:00:00,,重要工單,
,,,,,4/17,,A,,55N125040374,AmITX-CF-G-H310/Aurify,55-7B003-1110,A2,5/12,5/2,200,,66,66,132,440,0,440,2025-05-05 00:00:00,,,,,1,2025-03-13 00:00:00,,重要工單,
,,,,,4/17,,A,,59N125010259,UNP Seatex 2U EL MKD,59-79001-1020,1A1,5/7,5/2,60,,0,15,15,15,40,85,2025-05-05 00:00:00,,,,,1,2025-03-20 00:00:00,,重要工單,
,,,,,4/17,,A,,59N125050164,cPCI-A3535ND2,59-31130-0120,A2,5/7,4/30,70,,50,38,88,102.66666666666667,40,142.66666666666669,2025-05-05 00:00:00,,,,,2,2025-03-27 00:00:00,,,
,,,,,4/17,,A,,59N125040481,ADM-AL30 AFM board,59-32022-0010,A2,5/7,5/2,10,,27,35,62,10.333333333333334,60,85,2025-05-05 00:00:00,,,,,1,2025-03-27 00:00:00,,,
,,,,,4/17,,A,,59N125060076,DLAP-411 CB w/ PSE for NVIDIA Jetson AGX,59-77B07-0020,A1,5/7,4/30,10,,45,50,95,15.833333333333334,60,85,2025-05-05 00:00:00,,,,,1,2025-03-27 00:00:00,,重要工單,
,,,,,4/25,,A,,55N125040424,cPCI-6540/9850HL/M8G,55-31426-0550,A2,5/7,5/2,5,,108,66,174,14.5,60,85,2025-05-05 00:00:00,,,,,1,2025-04-03 00:00:00,,,
,,,,,4/17,,A,,59N125030243,Express-IBR-i7-3517UE/Td,59-72121-A680,A3,5/9,4/30,100,,46,35,81,135,40,175,2025-05-05 00:00:00,,,,純SMT,2,2025-03-20 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1372.2666666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,CDC2.0試產,,,,,,,,,,,,,480,,,,,,,,,,
,,,,,,●,E,,55E125040101,ADM-Q55LX Main Board,55-65649-000E,A1A,5/7,5/2,40,,65,93,158,105.33333333333333,60,165.33333333333331,2025-05-05 00:00:00,,,,"Chloe(AUO稽核,當天下午DIP,入庫RY05)",1,2025-04-23 00:00:00,,,DEV-0053505
,,,,,,,,5/5,,,,,,,,,,,Total,,,1191.5333333333333,,,,,,,,,,
,,,,,4/8,,B,,59N125010528,EGX-MXM-RTX3000/Adlink logo,59-7C001-0050,A2,5/8,5/5,84,,72,33,105,147,40,187,2025-05-06 00:00:00,,,,純SMT(5/7上午接測),2,2025-04-02 00:00:00,,,
,,,,,4/24,,B,,59N125050165,DB-P6302,59-37626-0010,A1,5/9,5/5,88,,28,26,54,79.2,40,119.2,2025-05-06 00:00:00,,,,,2,2025-04-09 00:00:00,,,
,,,,,,,B,,55N125050202,AmITX-SL-G-H110/Varian,55-7A104-1E30,A3,5/9,5/2,55,,70,55,125,114.58333333333333,40,154.58333333333331,2025-05-06 00:00:00,,,,,1,2025-04-14 00:00:00,,,
,,,,,4/14,,B,,55N124120381,Seatex ISP2020 Carrier Board,55-77515-0010,A2,5/8,5/5,20,,95,101,196,65.33333333333333,40,105.33333333333333,2025-05-06 00:00:00,,,,,1,2025-03-27 00:00:00,,重要工單,
,,,,,,,B,,59N125050158,Express-CFR-E-2276ML,59-72135-50C0,A1,5/8,5/5,40,,27.19,31.51,58.7,39.13333333333333,60,99.13333333333333,2025-05-06 00:00:00,,,,純SMT,2,2025-04-15 00:00:00,,,
,,,,,4/29,,B,,59N125040220,Express-TL-i7-11850HE-2DIMM/M9538A,59-72138-H120,A2,5/9,5/5,20,,52,59,111,37,80,117,2025-05-06 00:00:00,,,,純SMT,2,2025-03-27 00:00:00,,重要工單,DEV-0054283
,,,,,4/29,,B,,59N125060020,M9048B,59-18903-9060,A4,5/8,5/6,100,,20,20,40,66.66666666666667,40,106.66666666666667,2025-05-06 00:00:00,,,,73-07486-0DZ0 5/6到廠,2,2025-03-20 00:00:00,,重要工單,
,,,,,4/29,,B,,59N125050212,M9049A,59-63304-0040,A3,5/8,5/6,24,,20,20,40,16,60,85,2025-05-06 00:00:00,,,,73-07486-0DZ0 5/6到廠,2,2025-03-27 00:00:00,,重要工單,
,,,,,,,B,,55N125050189,Itron SBR Carrier Board,55-66038-0040Z,A4,5/9,5/5,390,,45,21,66,429,40,469,2025-05-07 00:00:00,,,,,2,2025-04-15 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1442.9166666666665,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55N125050119,SEMI-MF CM1-BT1-E3815,55-48104-0090,A7,5/7,5/5,12,,53,43,96,19.2,60,85,2025-05-06 00:00:00,,,,,2,2025-03-20 00:00:00,,,
,,,,,,,A,,55N125060117,ROScube-X 590 MB w/o extension box,55-R1002-0010,A1,5/7,4/30,5,,41,63.6,104.6,8.716666666666667,60,85,2025-05-06 00:00:00,,,,,1,2025-04-03 00:00:00,,重要工單,
,,,,,,,A,,55N125030524,Interposer-m2E-mPCIe,55-49074-0010,A1,5/9,4/15,18,,12,12,24,7.2,60,85,2025-05-06 00:00:00,,,,,6,2025-03-27 00:00:00,,重要工單,
,,,,,,,A,,59N125040380,PCIe-9146,59-18907-1010,A1,5/8,5/5,16,,23,33,56,14.933333333333334,60,85,2025-05-06 00:00:00,,,,,2,2025-04-03 00:00:00,,,
,,,,,4/14,,A,,59N125050280,ADM-AL30 BP board,59-33327-0010,A2,5/9,4/30,20,,18,25,43,14.333333333333334,60,85,2025-05-06 00:00:00,,,,,2,2025-04-10 00:00:00,,,
,,,,,4/29,,A,,55N125060095,PXIe Type-6 IOB/Lefty,55-63644-0010,A2,5/7,5/5,80,,7,6,13,17.333333333333332,60,85,2025-05-06 00:00:00,,,,,8,2025-03-27 00:00:00,,重要工單,
,,,,,4/29,,A,,59N125040154,SB-DFL1,59-AA500-0010,A1,5/6,4/9,60,,0,25,25,25,60,85,2025-05-06 00:00:00,,,,,2,2025-03-27 00:00:00,,,
,,,,,4/29,,A,,55N125060083,SEMI-MF HSL-AI16AO2-M-VV,55-23009-0080,A2,5/7,5/2,60,,19.85,20.3,40.150000000000006,40.150000000000006,40,85,2025-05-06 00:00:00,,,,,1,2025-04-03 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1430,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,CDC2.0試產,,,,,,,,,,,,,480,,,,,,,,,,
,,,,,,●,E,,55E125040102,ADM-Q55LX Daughter Board,55-65A75-000E,A1A,5/7,5/2,12,,15.5,15.5,31,6.2,60,66.2,2025-05-06 00:00:00,,,,"Chloe(AUO稽核,當天下午DIP,入庫RY05)",1,2025-04-23 00:00:00,,,DEV-0053505
,,,,,,,,5/6,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,4/15,,B,,59N125050342,LEC-iMX8MP-Q-N-4G-32G-ER/EXFO,59-72512-3530,A4,5/12,5/5,260,,35,25.5,60.5,262.1666666666667,40,302.1666666666667,2025-05-07 00:00:00,,,,純SMT(5/8上午接測),2,2025-04-09 00:00:00,,,
,,,,,,,B,,59N125060081,UNP CM1-BT1-E3815,59-48104-0090,A7,5/9,5/5,290,,49.8,35.2,85,410.8333333333333,40,450.8333333333333,2025-05-07 00:00:00,,,,,2,2025-04-11 00:00:00,,重要工單,
,,,,,4/24,,B,,59N125030214,UNP xeBP-2780L,59-38203-0080,B2,5/9,3/18,20,,70,55,125,41.666666666666664,60,101.66666666666666,2025-05-07 00:00:00,,,,,1,2025-03-14 00:00:00,,,
,,,,,,,B,,59N125050230,Express-BD74-D1559,59-72134-0060,A1,5/13,5/6,96,,51,50,101,161.6,40,201.6,2025-05-07 00:00:00,,,,純SMT,2,2025-04-09 00:00:00,,重要工單,
,,,,,,,B,,59N125050481,LEC-iMX62-C7-1G-4G-ER,59-72501-8060,A6,5/12,5/6,100,,28,20,48,80,40,120,2025-05-07 00:00:00,,,,純SMT,2,2025-05-05 00:00:00,,,
,,,,,,,B,,59N125040475,cExpress-KL-i5-7300U/SMD,59-72215-1140,B1,5/12,5/6,124,,67.5,28.5,96,198.4,40,238.4,2025-05-07 00:00:00,,,,純SMT,2,2025-04-17 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1414.6666666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,59N125050183,PW-200 for MMI-CP-100,59-A3033-1010,A2,5/9,5/6,22,,20,20,40,14.666666666666666,60,85,2025-05-07 00:00:00,,,,,2,2025-03-27 00:00:00,,,
,,,,,,,A,,55N125040218,M.2 Interposer,55-63645-0010,A1,5/12,4/16,100,,1.52,1.52,3.04,5.066666666666666,60,85,2025-05-07 00:00:00,,,,純SMT,10,2025-03-20 00:00:00,,重要工單,
,,,,,,,A,,59N125070011,ETX-BT-E3845-NO AUDIO,59-71116-9040,B4,5/13,5/6,8,,43,28,71,9.466666666666667,60,85,2025-05-07 00:00:00,,,,純SMT,2,2025-04-14 00:00:00,,,
,,,,,5/6,,A,,59N125040340,MLC-S ADL MB,59-A1032-0020,A1,5/10,4/22,98,,73,68,141,230.3,40,270.3,2025-05-07 00:00:00,,,,5/8補錫、5/9接DIP,1,2025-03-27 00:00:00,,重要工單,
,,,,,4/24,,A,,59N125050085,cExpress-WL-i5-8365UE/TPM/GD,59-72216-1420,A1,5/12,5/6,38,,43,37,80,50.666666666666664,60,110.66666666666666,2025-05-07 00:00:00,,,,純SMT,2,2025-03-20 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1415.9666666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,5/5,,E,,59N125040583,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,5/12,4/23,450,1350,45,30,75,562.5,0,562.5,2025-05-07 00:00:00,661.7647058823529,,,"純SMT(AG10),測試每天250pcs接測",2,2025-03-20 00:00:00,,重要工單,
,,,,,,,,5/7,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,,,,,第4班開線,,,,,,,,,,,,,90,2025-05-08 00:00:00,,,,,,,,,
,,,,,,,B,,59N125050476,Siemens ImagSys-Power Board,59-A2057-0030,A3,5/13,5/5,208,,12,15,27,93.6,40,133.6,2025-05-08 00:00:00,,,,,4,2025-04-29 00:00:00,,重要工單,
,,,,,5/5,,B,,55E125050043,COM-HPC-cRLS-R680E/Figure-ai,55-73301-130E,A3,5/12,5/7,76,,55,51,106,134.26666666666668,40,174.26666666666668,2025-05-08 00:00:00,,,,Cindy,1,2025-03-25 00:00:00,,,
,,,,,4/22,,B,,55N125060008,Express-SL-i3-6100E/JRC-ETT,55-72128-4350,B2,5/9,5/7,500,,80,35,115,958.3333333333334,40,998.3333333333334,2025-05-08 00:00:00,,,,純SMT,2,2025-03-25 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1396.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,●,A,,55E125030343,RTX V4H carrier board for Renesas,55-E0058-002E,A3,5/12,5/7,28,,90,210,300,140,70,210,2025-05-08 00:00:00,,,,Evelyn,1,2025-04-10 00:00:00,,,
,,,,,4/12,,A,,55E125040149,OSM-MTK510-2G-32G-CT/NVM,55-76103-110E,A1,5/9,4/21,14,,30,40,70,16.333333333333332,60,85,2025-05-08 00:00:00,,,,"Claire,純SMT",4,2025-04-09 00:00:00,,重要工單,
,,,,,4/24,,A,,59N125060079,Express-ID7-D-1713NT/OpenText,59-72137-9130,A2,5/12,5/7,60,,48,41,89,89,40,129,2025-05-08 00:00:00,,,,純SMT(5/9上午接測),2,2025-04-22 00:00:00,,,
,,,,,,,A,,55N125050157,SEMI-MF CM2-BT2-E3825,55-48104-10A0,A7,5/9,5/7,32,,49.6,36,85.6,45.65333333333333,60,105.65333333333334,2025-05-08 00:00:00,,,,,2,2025-04-15 00:00:00,,,
,,,,,5/5,,A,,59N125060054,Capsule Axon 2 Mainboard 4-port wired,59-66942-2020,A2,5/13,4/18,150,,25,25,50,125,40,165,2025-05-08 00:00:00,,,,,2,2025-03-13 00:00:00,,重要工單,
,,,,,5/5,,A,,59N125060052,Capsule Axon 2 Mainboard,59-66942-0020,A2,5/13,4/18,160,,25,25,50,133.33333333333334,40,173.33333333333334,2025-05-08 00:00:00,,,,,2,2025-03-13 00:00:00,,重要工單,
,,,,,4/9,,A,,59N125060031,DB-3NSSD/B/NTPM,59-37581-4010,A3,5/12,5/7,35,,8,8,16,9.333333333333334,60,85,2025-05-08 00:00:00,,,,,5,2025-03-27 00:00:00,,重要工單,
,,,,,,,A,,59N125040381,UNP Express-BASE6,59-77104-00G0,B1,5/14,5/7,6,,20,73.9,93.9,9.390000000000002,60,85,2025-05-08 00:00:00,,,,,1,2025-04-23 00:00:00,,,
,,,,,,,A,,59N125050240,Express-KL-i7-7820EQ/TPM2.0/US,59-72130-0320,B2,5/12,5/7,40,,80,37,117,78,60,138,2025-05-08 00:00:00,,,,純SMT,2,2025-04-23 00:00:00,,,
,,,,,5/9,,A,,59N125030461,cExpress-KL-i3-7100U/WAT,59-72215-2160,B1,5/13,5/7,110,,56,28,84,154,40,194,2025-05-09 00:00:00,,,,純SMT,2,2025-04-09 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1399.9866666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,5/5,,E,,59N125040583,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,5/12,4/23,450,1350,45,30,75,562.5,0,562.5,2025-05-08 00:00:00,661.7647058823529,,,"純SMT(AG10),測試每天250pcs接測",2,2025-03-20 00:00:00,,重要工單,
,,,,,,,,5/8,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,,,,,第4班開線,,,,,,,,,,,,,90,2025-05-09 00:00:00,,,,,,,,,
,,,,,4/17,,B,,59N125050145,Popeye 24V PB-TDK/T,59-63537-1010,A2,5/14,5/8,50,,20,35,55,45.833333333333336,60,105.83333333333334,2025-05-09 00:00:00,,,,,2,2025-03-27 00:00:00,,重要工單,
,,,,,4/30,,B,,59N125050249,UNP aDB-1520,59-65437-0010,A1,5/13,5/8,36,,0,5.46,5.46,3.2760000000000002,60,85,2025-05-09 00:00:00,,,,,2,2025-03-27 00:00:00,,重要工單,
,,,,,4/30,,B,,59N125050205,Express-DN7-C3708/4G/64G/CYMER,59-72132-1330,A2,5/12,5/6,50,,37,38,75,62.5,40,102.5,2025-05-09 00:00:00,,,,純SMT,2,2025-04-17 00:00:00,,,
,,,,,4/24,,B,,59N125030462,cExpress-KL-i7-7600U/Klas,59-72215-0150,B1,5/14,5/8,46,,68,27,95,72.83333333333333,60,132.83333333333331,2025-05-09 00:00:00,,,,純SMT,2,2025-04-21 00:00:00,,,
,,,,,5/2,,B,,59N125050433,Express-ID7-D-1713NT/OpenText,59-72137-9130,A2,5/21,5/8,250,,48,41,89,370.8333333333333,40,410.8333333333333,2025-05-09 00:00:00,,,,純SMT(5/10上午接測),2,2025-04-22 00:00:00,,,
,,,,,,,B,,55N125050146,Popeye Power Mezz-HP ES2,55-63535-1020,A2,5/12,5/8,50,,88,75,163,135.83333333333334,40,175.83333333333334,2025-05-09 00:00:00,,,,,1,2025-03-27 00:00:00,,重要工單,
,,,,,4/24,,B,,59N125040257,cExpress-TL-i3-1115G4E,59-72218-2050,A3,5/13,4/22,56,,45.9,45.1,91,84.93333333333334,60,144.93333333333334,2025-05-09 00:00:00,,,,純SMT,2,2025-04-03 00:00:00,,,
