Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,Unnamed: 24,上線時間,結束時間,備註,連板,Initail,Unnamed: 30,重要工單,特採單號
,,,,,,,,,消防演練,,,,,,,,,,,,,60,,,,,日班-10:30~10:50、夜班-20:00~20:30,,,,,
,,,,,,,A,,59N125050392,"SP2-IMX8-Q, 2GB, 32GB, 12-24V, CT, TPM",59-A1033-1130,A2,6/4,5/29,8,,26,36,62,8.266666666666667,60,85,2025-06-02 00:00:00,,,,,2,2025-04-15 00:00:00,,,
,,,,,,,A,,55N125080005,M9043-66502,55-63639-1020,A4,6/3,5/29,6,,48,37,85,8.5,60,85,2025-06-02 00:00:00,,,,,2,2025-04-20 00:00:00,,重要工單,
,,,,,,,A,,55N125080003,N5511-63050,55-63532-0010,A1,6/3,5/19,6,,4.1,3.4,7.5,0.75,60,85,2025-06-02 00:00:00,,,,,16,2025-04-20 00:00:00,,重要工單,
,,,,,,,A,,59N125060213,Popeye USB3 Type-C,59-63020-0010,A2,6/4,5/29,15,,38,13.3,51.3,12.825,60,85,2025-06-02 00:00:00,,,,,3,2025-04-20 00:00:00,,重要工單,
,,,,,5/21,,A,,55N125060074,AmITX-SL-G-H110/Varian,55-7A104-1E30,A3,6/4,5/29,50,,70,55,125,104.16666666666667,40,144.16666666666669,2025-06-02 00:00:00,,,,,1,2025-05-02 00:00:00,,重要工單,
,,,,,,,A,,55N125080004,N5511-60110 Mezz,55-63533-0010,A1,6/3,5/29,9,,65.4,100.7,166.10000000000002,24.915000000000003,60,85,2025-06-02 00:00:00,,,,,1,2025-04-20 00:00:00,,重要工單,
,,,,,5/26,,A,,59N125060071,cPCI-A3535ND2,59-31130-0120,A2,6/4,5/29,100,,50,38,88,146.66666666666666,40,186.66666666666666,2025-06-02 00:00:00,,,,,2,2025-05-05 00:00:00,,,
,,,,,,,A,,59N125050374,Express-TL-W-11865MRE,59-72138-4070,A3,6/5,5/30,6,,51.4,58.6,110,11,60,85,2025-06-02 00:00:00,,,,純SMT,2,2025-05-13 00:00:00,,,
,,,,,,,A,,55N125080013,M.2 Interposer,55-63645-0010,A1,6/3,5/9,30,,1.52,1.52,3.04,1.52,60,85,2025-06-02 00:00:00,,,,純SMT,10,2025-04-20 00:00:00,,重要工單,
,,,,,,,A,,55N125080014,M.2 Carrier,55-63646-0010,A2,6/3,5/29,20,,0,20,20,6.666666666666667,60,85,2025-06-02 00:00:00,,,,純SMT,4,2025-04-20 00:00:00,,重要工單,
,,,,,5/22,,A,,59N125060087,"SP2-IMX8-Q, 8GB, 32GB, 12V, Audio, CT",59-A1033-1210,A2,6/4,5/29,30,,26,38,64,32,60,92,2025-06-02 00:00:00,,,,,2,2025-04-14 00:00:00,,,
,,,,,5/21,,A,,59N125050444,Express-CFR-E-2276ME/TPM2.0/CWC,59-72135-3320,A1,6/5,5/29,52,,48.7,40.2,88.9,77.04666666666667,60,137.04666666666668,2025-06-02 00:00:00,,,,純SMT,2,2025-05-21 00:00:00,,,
,,,,,5/21,,A,,59N125050546,Express-CFR-E-2254ML/TPM2.0/CWC,59-72135-6320,A1,6/4,5/29,16,,50,40,90,24,60,85,2025-06-02 00:00:00,,,,純SMT,2,2025-05-21 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1414.88,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,5F轉3F試產,,,,,,,,,,,0,,480,,,,,,,,,,
,,,,,5/23,,E,,55N125060440,EGX-MXM-T1000/IGT,55-7C003-F010,A2,6/6,5/27,30,,40,31,71,35.5,60,85,2025-06-02 00:00:00,,,,純SMT,2,2025-05-20 00:00:00,,,
,,,,,,,,6/2,,,,,,,,,,,Total,,,565,565,,,,,,,,,
,,,,,5/26,,B,,59N125060075,Express-KLE-E3-1505L v6/TPM 2.0/US,59-72130-6220,B2,6/9,5/29,42,172,73.8,34.74,108.53999999999999,75.978,0,75.978,2025-06-03 00:00:00,,,,純SMT,2,2025-05-07 00:00:00,,重要工單,
,,,,,5/27,,B,,55E125050145,LEC-iMX8MP-Q-N-8G-32G-BW-ER/Carrier,55-72512-141E,A2,6/4,6/2,232,,35,25,60,232,60,292,2025-06-03 00:00:00,,,,"Claire,純SMT(6/4上午接測)",2,2025-04-15 00:00:00,,重要工單,DEV-0054545
,,,,,,,B,,59N125070027,UNP Seatex 2U EL MKD,59-79001-1020,1A1,6/5,5/22,120,,0,15,15,30,40,85,2025-06-03 00:00:00,,,,,1,2025-04-22 00:00:00,,重要工單,
,,,,,5/20,,B,,59N125050151,xeBP-2785,59-38210-0050,A5,6/9,6/2,60,,61.3,44.2,105.5,105.5,40,145.5,2025-06-03 00:00:00,,,,,1,2025-04-22 00:00:00,,重要工單,
,,,,,5/20,,B,,59N125060056,CPU-MMI-CP-100,59-65528-0020,A2,6/5,6/2,27,,74,84,158,71.1,80,151.1,2025-06-03 00:00:00,,,,,1,2025-04-22 00:00:00,,,DEV-0053720
,,,,,5/26,,B,,59N125060060,PW-200 for MMI-CP-100,59-A3033-1010,A2,6/5,6/2,28,,20,20,40,18.666666666666668,60,85,2025-06-03 00:00:00,,,,,2,2025-04-22 00:00:00,,,
,,,,,5/26,,B,,59N125070158,EGX-MXM-T1000/SS GDDR/Align,59-7C003-H040,A2,6/3,5/29,14,,41,32,73,17.033333333333335,60,85,2025-06-03 00:00:00,,,,純SMT,2,2025-05-09 00:00:00,,,
,,,,,5/21,,B,,59N125050332,cExpress-WL-i7-8665UE,59-72216-00A0,A1,6/6,6/2,6,,50,40,90,9,60,85,2025-06-03 00:00:00,,,,純SMT,2,2025-05-21 00:00:00,,,
,,,,,6/3,,B,,55N125070027,Seatex ISP2020 Carrier Board,55-77515-0010,A2,6/6,6/2,60,,95,101,196,196,40,236,2025-06-03 00:00:00,,,,,1,2025-04-29 00:00:00,,重要工單,
,,,,,6/3,,B,,55N125050346,cExpress-MTL-125H/GEHC_Austria,55-72221-4200,A1,6/4,5/28,30,,60,60,120,60,60,120,2025-06-03 00:00:00,,,,純SMT,2,2025-05-19 00:00:00,,,
,,,,,6/3,,B,,59N125060438,Express-TL-i7-11850HE-2DIMM/M9538A,59-72138-H130,A2,6/5,6/2,14,,50,54,104,24.266666666666666,60,85,2025-06-03 00:00:00,,,,純SMT,2,2025-05-19 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1445.578,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,●,A,,55E125070066,EMP-520 CB for Ultra 5,55-A1036-003E,A1,5/22,5/20,30,,38,64,102,51,70,121,2025-06-03 00:00:00,,,,Renee,1,2025-05-13 00:00:00,,,
,,,,,6/2,,A,,55E125060393,Redflex Nirvana carrier board,55-66035-00AE,A3,6/4,5/28,4,,45,54,99,6.6,60,85,2025-06-03 00:00:00,,,,"Winnie,急件需求,不足MOQ已於5/28申請核示",1,2025-05-28 00:00:00,,,
,,,,,6/2,,A,,55N125060228,ROScube-X 59 Orin GMSL2 board,55-R1003-1010,A2,6/5,6/2,20,,28,35,63,21,60,85,2025-06-03 00:00:00,,,,,2,2025-04-25 00:00:00,,重要工單,
,,,,,5/22,,A,,59N125020152,"SP2-IMX8-Q, 4GB, 32GB, 12-24V, WT1",59-A1033-2010,A2,6/6,6/2,10,,30,38,68,11.333333333333334,60,85,2025-06-03 00:00:00,,,,,2,2025-04-25 00:00:00,,,
,,,,,6/3,,A,,59N125050527,EGX-MXM-T1000/Align,59-7C003-A020,A2,6/10,5/27,200,500,39.5,35.5,75,250,40,290,2025-06-03 00:00:00,,,,純SMT(6/5上午接測),2,2025-05-13 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1416,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5/23,,E,,55E125050265,Aristocrat Gen10 Carrier,55-77522-002E,A2,6/9,5/28,450,1260,27.5,38.8,66.3,497.25,0,497.25,2025-06-03 00:00:00,663,,,Kim,1,2025-05-07 00:00:00,,重要工單,
,,,,,,,,6/3,,,,,,,,,,,Total,,,497.25,663,,,,,,,,,
,,,,,,,,,第4班開線,,,,,,,,,,,,,90,2025-06-04 00:00:00,,,,,,,,,
,,,,,6/3,,B,,55E125050279,Aristocrat Gen10 Backplane,55-79030-004E,A3,6/7,5/14,624,,0,18,18,187.2,40,227.2,2025-06-04 00:00:00,,,,Kim(6/5 DIP生產260pcs),1,2025-04-21 00:00:00,,,
,,,,,6/3,,B,,55N125050088,NVR MB w/o PoE ports,55-65537-0120,A2,6/9,6/4,350,530,70,110,180,1050,40,1090,2025-06-04 00:00:00,,,,"6/5 DIP生產169PCS , 請優先滿足",1,2025-05-07 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1407.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6/3,,A,,59N125050527,EGX-MXM-T1000/Align,59-7C003-A020,A2,6/10,5/27,300,500,39.5,35.5,75,375,0,375,2025-06-04 00:00:00,,,,純SMT(6/5上午接測),2,2025-05-13 00:00:00,,,
,,,,,6/3,●,A,,55E125040414,ADi-BROM-AD-Everi,55-67202-002E,1A2,6/6,6/2,50,,15,15,30,25,70,120,2025-06-04 00:00:00,,,,Maggie(PCB 延6/3到廠),10,2025-05-21 00:00:00,,,
,,,,,6/3,●,A,,55E125030453,ADi-BPA3-AD-Everi,55-67201-002E,1A2,6/6,6/2,30,,0,25,25,12.5,70,120,2025-06-04 00:00:00,,,,Maggie(PCB 延6/3到廠),1,2025-05-21 00:00:00,,,
,,,,,,●,A,,55E125040415,ADi-BA3G-AD-Everi,55-67302-002E,1A2,6/6,5/21,22,,66,92,158,57.93333333333333,70,127.93333333333334,2025-06-04 00:00:00,,,,Maggie,1,2025-05-21 00:00:00,,,
,,,,,,,A,,59N125050370,PB-2785,59-38211-0020,A2,6/6,6/2,50,,0,40,40,33.333333333333336,60,93.33333333333334,2025-06-04 00:00:00,,,,,2,2025-05-13 00:00:00,,重要工單,
,,,,,,,A,,55N125070051,P831,55-63529-0010,A1,6/5,6/3,6,,29,25.56,54.56,5.456,60,85,2025-06-04 00:00:00,,,,,2,2025-04-22 00:00:00,,重要工單,
,,,,,5/27,,A,,59N125030547,cExpress-KL-i7-7600U VGA/TPM2.0/SC,59-72215-4240,B1,6/9,5/28,33,,68,27,95,52.25,60,112.25,2025-06-04 00:00:00,,,,純SMT,2,2025-05-06 00:00:00,,,
,,,,,5/27,,A,,59N125050262,Express-DN7-C3708/FJT,59-72132-1420,A2,6/10,6/2,100,,38,36,74,123.33333333333333,40,163.33333333333331,2025-06-04 00:00:00,,,,純SMT,2,2025-04-28 00:00:00,,重要工單,
,,,,,5/26,,A,,59N125060244,Express-ID7-D-1732TE-4DIMM,59-72137-2020,A2,6/5,6/2,26,,46.8,45,91.8,39.779999999999994,60,99.78,2025-06-04 00:00:00,,,,純SMT,2,2025-05-15 00:00:00,,重要工單,
,,,,,5/15,,A,,59N125050364,UNP DB-CFast,59-37572-0010,A3,6/9,6/3,28,,0,10,10,4.666666666666667,60,85,2025-06-04 00:00:00,,,,純SMT,4,2025-04-25 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1381.63,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5/23,,E,,55E125050265,Aristocrat Gen10 Carrier,55-77522-002E,A2,6/9,5/28,450,1260,27.5,38.8,66.3,497.25,0,497.25,2025-06-04 00:00:00,663,,,Kim,1,2025-05-07 00:00:00,,重要工單,
,,,,,,,,6/4,,,,,,,,,,,Total,,,497.25,663,,,,,,,,,
,,,,,6/3,,B,,55N125050088,NVR MB w/o PoE ports,55-65537-0120,A2,6/9,6/4,180,530,70,110,180,540,0,540,2025-06-05 00:00:00,,,,,1,2025-05-07 00:00:00,,,
,,,,,5/20,,B,,59N125040574,Express-DN7-C3708/4G/64G/CYMER,59-72132-1330,A2,6/11,6/4,102,,37,38,75,127.5,40,167.5,2025-06-05 00:00:00,,,,純SMT(6/6上午接測),2,2025-05-19 00:00:00,,,
,,,,,5/20,,B,,59N125060265,nanoX-BT-E3845-2G/BD,59-72304-0260,A5,6/10,6/4,170,,26.3,24.7,51,144.5,40,184.5,2025-06-05 00:00:00,,,,純SMT,2,2025-05-12 00:00:00,,重要工單,
,,,,,6/3,,B,,59N125050560,EGX-MXM-T1000/Adlink logo,59-7C003-0050,A2,6/10,5/29,180,,41,32,73,219,40,259,2025-06-05 00:00:00,,,,純SMT,2,2025-05-27 00:00:00,,重要工單,
,,,,,6/3,,B,,55N125050323,BD FX Carrier Board,55-66026-0010,A3,6/9,6/5,160,230,40,40,80,213.33333333333334,40,253.33333333333334,2025-06-05 00:00:00,,,,,1,2025-05-28 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1404.3333333333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E125070061,"SP-TGL,i7,PCAP,9-36V,W/ IO",55-A1027-403E,A2,6/9,6/2,5,,48,50,98,8.166666666666666,60,85,2025-06-05 00:00:00,,,,Agnes,1,2025-05-19 00:00:00,,,
,,,,,5/27,,A,,59N125020139,PCIe-8638,59-18903-0030,A4,6/9,6/4,70,,20,20,40,46.666666666666664,40,86.66666666666666,2025-06-05 00:00:00,,,,,2,2025-04-22 00:00:00,,重要工單,
,,,,,,,A,,59N125050250,UNP aBP-5205AX,59-65439-0090,A2,6/9,6/3,36,,0,28,28,16.8,60,85,2025-06-05 00:00:00,,,,,1,2025-04-22 00:00:00,,重要工單,DEV-0054153
,,,,,5/27,,A,,59N125050561,cPCI-A3535ND2,59-31130-0120,A2,6/9,6/4,50,,50,38,88,73.33333333333333,60,133.33333333333331,2025-06-05 00:00:00,,,,,2,2025-05-05 00:00:00,,,
,,,,,5/26,,A,,59N125080003,N5511 Power board,59-63515-2010,A2,6/6,6/3,6,,20,20,40,4,60,85,2025-06-05 00:00:00,,,,,2,2025-04-22 00:00:00,,重要工單,
,,,,,5/27,,A,,59N125070028,cExpress-KL-3965U/Seatex,59-72215-3170,B1,6/9,6/2,60,,58.27,24.16,82.43,82.43,40,122.43,2025-06-05 00:00:00,,,,純SMT,2,2025-04-29 00:00:00,,重要工單,
,,,,,,,A,,59N125070082,cExpress-TL-i7-1185G7E,59-72218-0040,A3,6/9,6/4,6,,43,43,86,8.6,60,85,2025-06-05 00:00:00,,,,純SMT,2,2025-05-19 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1432.43,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5/23,,E,,55E125050265,Aristocrat Gen10 Carrier,55-77522-002E,A2,6/9,5/28,100,1260,27.5,38.8,66.3,110.5,0,110.5,2025-06-05 00:00:00,147.33333333333334,,,Kim,1,2025-05-07 00:00:00,,重要工單,
,,,,,5/23,,E,,59N125050529,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,6/10,5/29,350,1250,45,30,75,437.5,0,437.5,2025-06-05 00:00:00,514.7058823529412,,,"純SMT,隔天接測",2,2025-05-13 00:00:00,,重要工單,
,,,,,,,,6/5,,,,,,,,,,,Total,,,548,662.0392156862746,,,,,,,,,
,,,,,,,,,第4班開線,,,,,,,,,,,,,90,2025-06-06 00:00:00,,,,,,,,,
,,,,,6/3,,B,,55N125050323,BD FX Carrier Board,55-66026-0010,A3,6/9,6/5,70,230,40,40,80,93.33333333333333,0,93.33333333333333,2025-06-06 00:00:00,,,,,1,2025-05-28 00:00:00,,重要工單,
,,,,,5/27,,B,,59N125060189,UNP CM1-BT1-E3815,59-48104-0090,A7,6/10,6/5,420,,49.8,35.2,85,595,40,635,2025-06-06 00:00:00,,,,6/7 DIP上午排產120PCS,2,2025-05-03 00:00:00,,重要工單,
,,,,,5/27,,B,,59N125050261,cExpress-SL-i7-6600U/IDERS,59-72213-0150,B1,6/11,6/5,66,,59,28,87,95.7,40,135.7,2025-06-06 00:00:00,,,,純SMT,2,2025-05-06 00:00:00,,,
,,,,,6/3,,B,,59N125050171,MXM-RTX3000/Getec,59-7C001-D020,1A2,6/6,6/3,122,,53,27.3,80.3,163.27666666666667,40,203.27666666666667,2025-06-06 00:00:00,,,,純SMT,2,2025-04-22 00:00:00,,重要工單,
,,,,,6/3,,B,,59N125050275,MXM-RTX3000,59-7C001-1040,1A2,6/6,6/3,98,,72,33,105,171.5,40,211.5,2025-06-06 00:00:00,,,,純SMT,2,2025-04-22 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1368.81,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,A,,55E125060399,cExpress-MTL-135H/OLY,55-72221-521E,A1,6/9,6/5,58,,60,60,120,116,40,156,2025-06-06 00:00:00,,,,"Clare,純SMT",2,2025-05-28 00:00:00,,,
,,,,,,,A,,55E125060396,cExpress-MTL-135H/OLY,55-72221-521E,A1,6/9,6/5,2,,60,60,120,4,20,24,2025-06-06 00:00:00,,,,"Clare,純SMT(入庫RY05)",2,2025-05-28 00:00:00,,,DEV-0054548
,,,,,,,A,,59N125050328,UNP CM2-BT2-E3825,59-48104-10A0,A7,6/10,6/5,10,,53,43,96,16,60,85,2025-06-06 00:00:00,,,,,2,2025-05-03 00:00:00,,,
,,,,,,,A,,55N125060399,ECAR-EVE-CF,55-77513-0030,A1,6/7,6/2,5,,33,35,68,5.666666666666667,60,85,2025-06-06 00:00:00,,,,前次生產有爆板問題，投產請留意,1,2025-05-29 00:00:00,,,
,,,,,,,A,,55N125050450,M9023A,55-63512-1060,A3,6/9,6/5,48,,35,37,72,57.6,40,97.6,2025-06-06 00:00:00,,,,,1,2025-04-25 00:00:00,,重要工單,
,,,,,,,A,,55N125060250,Audio HDA,55-79020-0010,A2,6/11,6/5,30,,3,3.5,6.5,3.25,60,85,2025-06-06 00:00:00,,,,,30,2025-05-13 00:00:00,,,
,,,,,,,A,,59N125070095,xeBP-2785/T,59-38210-0A50,A4,6/10,6/5,5,,61.94,46.58,108.52,9.043333333333333,60,85,2025-06-06 00:00:00,,,,,1,2025-05-03 00:00:00,,重要工單,
,,,,,5/27,,A,,59N125060190,MLC8 Light Bar Board,59-A3036-0010,A3,6/9,6/4,154,,15.2,7.5,22.7,58.26333333333333,60,118.26333333333332,2025-06-06 00:00:00,,,,純SMT,7,2025-04-22 00:00:00,,,
,,,,,5/28,,A,,55N125070019,Express-TL-i5-11500HE/SSM,55-72138-3220,A2,6/9,6/2,156,,51.44,58.62,110.06,286.156,40,326.156,2025-06-06 00:00:00,,,,純SMT,2,2025-04-25 00:00:00,,重要工單,
,,,,,4/23,,A,,59N125030315,Express-KL-i7-7820EQ/PXIe-3987,59-72130-0230,A1,6/10,6/5,40,,72,27.5,99.5,66.33333333333333,60,126.33333333333333,2025-06-06 00:00:00,,,,純SMT,2,2025-03-27 00:00:00,,,
,,,,,5/27,,A,,59N125050319,cExpress-SL-i5-6300U/BEL,59-72213-1600,B1,6/10,6/4,25,,59,30,89,37.083333333333336,60,97.08333333333334,2025-06-06 00:00:00,,,,純SMT,2,2025-05-08 00:00:00,,,
,,,,,5/13,,A,,59N125050454,Express-SLE-E3-1515M w/TPM 2.0,59-72128-S1A0,B1,6/10,6/5,22,,65.9,32.5,98.4,36.080000000000005,60,96.08000000000001,2025-06-06 00:00:00,,,,純SMT,2,2025-05-07 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1411.5159999999998,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5/23,,E,,59N125050529,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,6/10,5/29,450,1250,45,30,75,562.5,0,562.5,2025-06-06 00:00:00,661.7647058823529,,,"純SMT,隔天接測",2,2025-05-13 00:00:00,,重要工單,
,,,,,,,,6/6,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,,,,,夜班開線8小時,,,,,,,,,,,,,240,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,5/15,,B,,55E125040367,Philips DIMv2,55-67900-001E,2A1,6/16,5/5,1000,,0,8,8,266.6666666666667,40,306.6666666666667,2025-06-07 00:00:00,,,,Agnes,10,2025-04-10 00:00:00,,,
,,,,,5/27,,B,,59N125050482,LEC-iMX62-C7-1G-4G-ER,59-72501-8060,A6,6/13,6/4,90,,28,20,48,72,40,112,2025-06-07 00:00:00,,,,純SMT,2,2025-05-07 00:00:00,,,
,,,,,5/20,,B,,55N125060240,USB_FM_Zoetis/F,55-A2050-2020,A3,6/9,6/5,90,,16,18,34,51,40,91,2025-06-07 00:00:00,,,,,2,2025-04-25 00:00:00,,重要工單,
,,,,,5/20,,B,,55N125060139,Express-SL-i3-6100E/JRC-ETT,55-72128-4350,B2,6/9,6/6,200,,80,35,115,383.3333333333333,40,423.3333333333333,2025-06-07 00:00:00,,,,純SMT,2,2025-04-29 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1203,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,5/19,,A,,59N125050461,cExpress-TL-i7-1185G7E/Polytec,59-72218-0510,A3,6/11,6/4,26,,43,40,83,35.96666666666667,60,95.96666666666667,2025-06-07 00:00:00,,,,純SMT,2,2025-05-19 00:00:00,,,
,,,,,,,A,,59N125060061,nanoX-AL-E3940-4G-eDP,59-72306-1140,A3,6/10,6/4,6,,39.7,29.7,69.4,6.94,60,85,2025-06-07 00:00:00,,,,純SMT,2,2025-05-03 00:00:00,,,
,,,,,5/28,,A,,59N125050318,cExpress-WL-i3-8145UE/TPM/GD,59-72216-2210,A1,6/10,6/2,10,,43,37.5,80.5,13.416666666666666,60,85,2025-06-07 00:00:00,,,,純SMT,2,2025-05-21 00:00:00,,,
,,,,,,,A,,55N125060129,SEMI-MF CM2-BT2-E3825,55-48104-10A0,A7,6/10,6/6,16,,49.6,36,85.6,22.826666666666664,60,85,2025-06-07 00:00:00,,,,純SMT,2,2025-05-07 00:00:00,,,
,,,,,,,A,,59N125050439,Express-KL-i7-7820EQ/TPM2.0/US,59-72130-0320,B2,6/11,6/6,10,,80,37,117,19.5,60,85,2025-06-07 00:00:00,,,,純SMT,2,2025-05-12 00:00:00,,,
,,,,,,,A,,59N125040522,ETX-BT-E3815-NO AUDIO,59-71116-E040,B4,6/13,6/3,16,,52.26,43,95.25999999999999,25.402666666666665,60,85,2025-06-07 00:00:00,,,,純SMT,2,2025-04-22 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1300.9666666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5/23,,E,,59N125050529,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,6/10,5/29,450,1250,45,30,75,562.5,0,562.5,2025-06-07 00:00:00,661.7647058823529,,,"純SMT,隔天接測",2,2025-05-13 00:00:00,,重要工單,
,,,,,,,,6/7,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,第一週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,6/2,,B,,55E125060339,ECAR-OLY-MS,55-77526-002E,A2,6/10,6/6,68,,40,40,80,90.66666666666667,40,130.66666666666669,2025-06-09 00:00:00,,,,Clare,2,2025-05-22 00:00:00,,重要工單,
,,,,,6/2,,B,,59N125070109,Express-CFR-E-2276ML/TPM 2.0/US,59-72135-5110,A1,6/12,6/6,50,,48.3,38.6,86.9,72.41666666666667,60,132.41666666666669,2025-06-09 00:00:00,,,,"純SMT,6/10上午接測",2,2025-05-22 00:00:00,,,
,,,,,6/2,,B,,59N125040576,Express-KLE-E3-1505L v6/TPM 2.0/US,59-72130-6220,B2,6/17,6/6,104,,73.8,34.74,108.53999999999999,188.136,40,228.136,2025-06-09 00:00:00,,,,"純SMT,6/10上午接測",2,2025-05-20 00:00:00,,重要工單,
,,,,,5/20,,B,,55N125050508,ADi-BA3G-CL/H420E/8MB/AGS,55-7B500-1110,A3,6/12,6/5,120,,79.52,98.01,177.53,355.06,40,395.06,2025-06-09 00:00:00,,,,DIP 6/10上午投產70pcs,1,2025-05-06 00:00:00,,,
,,,,,5/20,,B,,59N125050371,xeBP-2785,59-38210-0050,A5,6/12,6/5,38,,61.3,44.2,105.5,66.81666666666666,40,106.81666666666666,2025-06-09 00:00:00,,,,,1,2025-05-13 00:00:00,,重要工單,
