Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,Unnamed: 24,上線時間,結束時間,備註,連板,Initail,Unnamed: 30,重要工單,特採單號
,,,,,4/1,,B,,55N125040145,AmITX-KB-G-Q170/ITS i5,55-7A104-2160,A3,4/14,3/27,110,191,65.9,58.6,124.5,228.25,40,268.25,2025-04-10 00:00:00,,,,4/10 上午DIP投產52pcs,1,2025-02-25 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1429.1843333333334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,4/2,●,A,,55E124110322,JCI SC-Connect Carrier Board,55-66058-002E,A3,4/14,4/9,40,,40,33,73,48.666666666666664,90,140,2025-04-10 00:00:00,,,,Winnie,1,2025-03-26 00:00:00,,,DEV-0053950
,,,,,,,A,,55E125040162,PWP-301-110V with ignition,55-65625-041E,A4,4/11,3/17,10,,30,22,52,8.666666666666666,60,85,2025-04-10 00:00:00,,,,Ivy,1,2025-02-26 00:00:00,,,
,,,,,,,A,,55E125040105,M9538A carrier board,55-63547-003E,A2,4/14,4/7,20,,55,95,150,50,80,130,2025-04-10 00:00:00,,,,Emma,1,2025-03-12 00:00:00,,,DEV-0053769
,,,,,,,A,,55N125040171,cPCI-A3525/9850HL,55-65320-5020,A1,4/14,4/8,90,,59,39.1,98.1,147.15,40,174,2025-04-10 00:00:00,,,,,2,2025-03-10 00:00:00,,,
,,,,,3/26,,A,,55N125050054,PXIe Type-6 CB/Atoll,55-63511-3030,A4,4/10,4/8,50,,40.9,41.1,82,68.33333333333333,40,108.33333333333333,2025-04-10 00:00:00,,,,,1,2025-02-22 00:00:00,,重要工單,
,,,,,3/26,,A,,59N125040474,MXM-RTX3000,59-7C001-1040,1A2,4/14,4/9,50,,72,33,105,87.5,60,147.5,2025-04-10 00:00:00,,,,純SMT,2,2025-03-24 00:00:00,,,
,,,,,,,A,,59N125040076,DB-LSATA-CS,59-37571-1010,A2,4/15,4/8,12,,20,20,40,8,60,85,2025-04-10 00:00:00,,,,,6,2025-02-25 00:00:00,,,
,,,,,,,A,,59N125030445,SIM-CCU01/Gen2,59-65A31-0100,A2,4/14,4/9,6,,13.33,13.33,26.66,2.666,60,85,2025-04-10 00:00:00,,,,,3,2025-03-02 00:00:00,,,
,,,,,,,A,,59N125040140,SIM-CCU01,59-65A31-0030,A2,4/14,4/9,12,,13.33,13.33,26.66,5.332,60,85,2025-04-10 00:00:00,,,,,3,2025-03-02 00:00:00,,,
,,,,,,,A,,55N125040139,Super capacitor board,55-65627-0010,A1,4/11,4/9,20,,0,8,8,2.6666666666666665,60,85,2025-04-10 00:00:00,,,,,5,2025-02-22 00:00:00,,重要工單,
,,,,,4/11,,A,,59N125040046,UNP CM1-86DX3,59-48012-00C0,A5,4/15,4/9,54,,20,20,40,36,60,96,2025-04-11 00:00:00,,,,,2,2025-02-25 00:00:00,,,
,,,,,4/11,,A,,59N125040139,AFM-CCU02,59-65A29-0030,A4,4/15,4/9,18,,33.4,48.2,81.6,24.48,60,85,2025-04-11 00:00:00,,,,,1,2025-03-02 00:00:00,,,
,,,,,4/11,,A,,59N125050030,ETX-BT-E3845-NO AUDIO,59-71116-9040,B4,4/16,4/7,30,,43,28,71,35.5,60,95.5,2025-04-11 00:00:00,,,,純SMT,2,2025-02-20 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1431.3333333333335,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,4/7,,E,,59N125040214,EGX-MXM-T1000/Align,59-7C003-A020,A2,4/15,4/7,150,500,39.5,35.5,75,187.5,40,227.5,2025-04-10 00:00:00,,,,純SMT(4/14上午接測),2,2025-03-20 00:00:00,,,
,,,,,,,E,,PCB X板試驗,,,,,,,,,,,0,,180,,,,,,,,,,
,,,,,,,E,,55N125030419,Aristocrat Gen10 Config stick,55-79028-0010,A1,4/21,4/8,140,,8,7,15,35,0,35,2025-04-10 00:00:00,50,,,純SMT(X板機台試驗),8,2025-04-07 00:00:00,,,
,,,,,,,,4/10,,,,,,,,,,,Total,,,442.5,457.5,,,,,,,,,
,,,,,4/1,,B,,55N125040145,AmITX-KB-G-Q170/ITS i5,55-7A104-2160,A3,4/14,3/27,81,191,65.9,58.6,124.5,168.075,0,168.075,2025-04-11 00:00:00,,,,,1,2025-02-25 00:00:00,,重要工單,
,,,,,3/14,,B,,55E125020331,Aristocrat Gen10 Backplane,55-79030-004E,A3,4/18,3/17,360,,0,18,18,108,40,148,2025-04-11 00:00:00,,,,Kim,1,2025-02-20 00:00:00,,重要工單,
,,,,,3/25,,B,,59N124110119,"SP-AL,E3950,PCAP,9-36V,w/ IO",59-A1021-6060,A4,4/15,3/17,38,,57.8,55.4,113.19999999999999,71.69333333333333,40,111.69333333333333,2025-04-11 00:00:00,,,,,1,2025-02-25 00:00:00,,重要工單,
,,,,,,,B,,55N125040167,M9019-66520,55-63622-0070,A5,4/16,4/8,106,,48,38,86,151.93333333333334,40,191.93333333333334,2025-04-11 00:00:00,,,,,1,2025-03-19 00:00:00,,,
,,,,,4/1,,B,,55N125040309,NVR MB w/o PoE ports,55-65537-0120,A2,4/15,4/10,150,,70,110,180,450,40,490,2025-04-11 00:00:00,,,,,1,2025-02-25 00:00:00,,,
,,,,,4/12,,B,,59N125040191,Express-BD74-D1577/TPM2.0/CWC,59-72134-2110,A1,4/18,4/9,184,,43,44,87,266.8,40,306.8,2025-04-12 00:00:00,,,,純SMT,2,2025-03-10 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1416.5016666666666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,●,A,,55E125040132,USB-1210 QC Fixture,55-96112-101E,A1,4/16,4/10,6,,40,40,80,8,90,140,2025-04-11 00:00:00,,,,Elsa,2,2025-02-27 00:00:00,,,DEV-0053706
,,,,,4/1,,A,,55E125030146,MLC-S ADL MB Dual BIOS,55-A1032-100E,A2,4/14,4/10,50,,73,68,141,117.5,40,157.5,2025-04-11 00:00:00,,,,Lillian,1,2025-02-17 00:00:00,,重要工單,DEV-0053639
,,,,,3/2,,A,,55N125020426,cPCI-6540/9850HE/M32G,55-31426-0A30,A2,4/14,4/8,8,,72.4,62.9,135.3,18.040000000000003,60,85,2025-04-11 00:00:00,,,,,1,2025-02-22 00:00:00,,,
,,,,,3/11,,A,,55N125030168,cPCI-6540/9850HL/M16G,55-31426-0370,A2,4/14,3/6,16,,101.1,64,165.1,44.026666666666664,60,104.02666666666667,2025-04-11 00:00:00,,,,,1,2025-02-07 00:00:00,,,
,,,,,4/1,,A,,55N125050036,SEMI-MF DB-3620L2,55-37583-0030,A3,4/14,4/11,60,,8.5,24.7,33.2,33.2,40,85,2025-04-11 00:00:00,,,,物料84-00339-03S0 4/11到廠,2,2025-03-02 00:00:00,,,
,,,,,4/12,,A,,59N125040336,Express-TL-i5-11500HE,59-72138-3080,A3,4/15,4/7,5,,51.6,58.6,110.2,9.183333333333334,60,85,2025-04-12 00:00:00,,,,純SMT,2,2025-03-12 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1406.5266666666666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,4/7,,E,,55N125030418,Aristocrat Gen10 Config stick,55-79028-0010,A1,4/21,4/9,1744,,8,7,15,436,0,436,2025-04-11 00:00:00,622.8571428571429,,,純SMT,8,2025-03-20 00:00:00,,,
,,,,,,,,4/11,,,,,,,,,,,Total,,,436,622.8571428571429,,,,,,,,,
,,,,,,,,,夜班開線8小時,,,,,,,,,,,,,240,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,B,,59N125030528,EGX-MXM-T1000/Align,59-7C003-A020,A2,4/15,4/7,360,,39.5,35.5,75,450,40,490,2025-04-12 00:00:00,,,,純SMT(4/14上午接測),2,2025-03-18 00:00:00,,,
,,,,,,,B,,55N125040517,Express-IBR-i7-3517UE/Td,55-72121-A680,A3,4/15,4/10,400,,42,35,77,513.3333333333334,40,553.3333333333334,2025-04-12 00:00:00,,,,純SMT,2,2025-04-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1313.3333333333335,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,3/26,,A,,55N125020173,"SP-TGL,i5,PCAP,12V,EC,TPM,MLC-M",55-A1027-3430,A2,4/25,4/2,18,,62,58,120,36,60,96,2025-04-12 00:00:00,,,,,1,2025-03-14 00:00:00,,,
,,,,,3/28,,A,,59N125040221,Express-BD74-D1559,59-72134-0060,A1,4/15,4/11,16,,51,50,101,26.933333333333334,60,86.93333333333334,2025-04-12 00:00:00,,,,純SMT,2,2025-03-25 00:00:00,,,
,,,,,3/14,,A,,59N125020418,Express-RLP-i7-13800HE,59-72139-K020,A1,4/17,4/10,32,,55,64,119,63.46666666666667,60,123.46666666666667,2025-04-12 00:00:00,,,,純SMT,2,2025-03-12 00:00:00,,,
,,,,,3/14,,A,,59N125030422,t1Express-RLP-i7-13800HRE,59-72139-Q010,A1,4/16,4/10,84,,55,61,116,162.4,60,222.4,2025-04-12 00:00:00,,,,純SMT,2,2025-03-12 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1308.8000000000002,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,4/7,,E,,59N125040434,EGX-MXM-T1000/Align,59-7C003-A020,A2,4/22,4/10,500,,39.5,35.5,75,625,40,665,2025-04-12 00:00:00,,,,純SMT,2,2025-03-20 00:00:00,,,
,,,,,,,,4/12,,,,,,,,,,,Total,,,665,665,,,,,,,,,
,,,,,第二週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,,,,,第4班開線,,,,,,,,,,,,,90,,,,,,,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,B,,55N125040065,Siemens ImagSys-COM USB Board,55-A2059-0020,A3,4/15,3/24,260,,11,14,25,108.33333333333333,40,148.33333333333331,2025-04-14 00:00:00,,,,,4,2025-02-25 00:00:00,,重要工單,
,,,,,,,B,,59N125040167,M9019-66502,59-63516-0020,A1,4/16,4/8,100,,0,28,28,46.666666666666664,60,106.66666666666666,2025-04-14 00:00:00,,,,,10,2025-03-14 00:00:00,,重要工單,
,,,,,,,B,,59N125040097,LEC-AL-E3940-8G-ER/IVN5,59-72506-5320,B2,4/22,4/9,410,,45,30,75,512.5,40,552.5,2025-04-14 00:00:00,,,,純SMT(4/15上午接測),2,2025-03-13 00:00:00,,重要工單,
,,,,,,,B,,59N125050098,Express-CFR-E-2254ML/TPM2.0/CWC,59-72135-6320,A1,4/17,4/11,290,,50,40,90,435,40,475,2025-04-14 00:00:00,,,,純SMT,2,2025-03-12 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1402.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,4/8,●,A,,55E125030089,DLAP-412 Carrier BD,55-66057-000E,A1,4/17,4/10,20,,25,15,40,13.333333333333334,90,140,2025-04-14 00:00:00,,,,Tanya,1,2025-03-19 00:00:00,,,DEV-0053604
,,,,,,,A,,55E125040119,cExpress-KL-i7-7600U/TPM2.0/US,55-72215-051E,B1,4/15,4/10,16,,58.27,24.16,82.43,21.981333333333335,80,101.98133333333334,2025-04-14 00:00:00,,,,"Cindy,純SMT",2,2025-03-11 00:00:00,,,
,,,,,,,A,,55E125050095,ASM Scaler board edp,55-A1028-100E,A2,4/16,4/9,20,,35,65,100,33.333333333333336,60,93.33333333333334,2025-04-14 00:00:00,,,,Lillian,1,2025-03-19 00:00:00,,,
,,,,,3/28,,A,,55E125040187,ADi-BSB1/Everi,55-7B501-020E,A1,4/15,4/11,26,,12,28,40,17.333333333333332,60,85,2025-04-14 00:00:00,,,,Maggie,2,2025-03-12 00:00:00,,,
,,,,,,,A,,59N125040040,"EMP-300 CB for (6305E)_Lan*2,fTPM",59-66046-5140,A3,4/16,3/24,6,,33,51,84,8.4,60,85,2025-04-14 00:00:00,,,,,1,2025-02-25 00:00:00,,重要工單,
,,,,,,,A,,59N125050100,LEC-iMX62-1G-4G-ER/JCI,59-72501-4100,A7,4/15,4/9,200,,28,20,48,160,40,200,2025-04-14 00:00:00,,,,純SMT,2,2025-03-13 00:00:00,,,
,,,,,,,A,,59N125040373,VPX3-TL/W-11865MRE/M32/P16-R2,59-31129-1050,1A2,4/16,4/10,6,,66,55,121,12.1,80,92.1,2025-04-14 00:00:00,,,,,2,2025-03-14 00:00:00,,,DEV-0053875
,,,,,4/10,,A,,55N125050066,M9010-66530,55-63624-0030,A3,4/16,4/15,100,,33,25,58,96.66666666666667,40,136.66666666666669,2025-04-14 00:00:00,,,,,2,2025-03-14 00:00:00,,重要工單,
,,,,,4/1,,A,,59N125040229,EGX-MXM-A1000-4G-60W/Adlink logo,59-7C005-1010,A2,4/16,4/2,46,,25,27,52,39.86666666666667,60,99.86666666666667,2025-04-14 00:00:00,,,,純SMT,2,2025-03-14 00:00:00,,重要工單,
,,,,,,,A,,59N125050125,Express-ID7-D-1732TE-4DIMM,59-72137-2020,A2,4/17,4/11,24,,46.8,45,91.8,36.72,60,96.72,2025-04-14 00:00:00,,,,純SMT,2,2025-03-18 00:00:00,,,
,,,,,,,A,,59N125040064,Siemens ImagSys-Lan Board,59-A2056-0020,A2,4/17,3/24,189,,13.33,18.5,31.83,100.2645,40,140.2645,2025-04-15 00:00:00,,,,,3,2025-02-25 00:00:00,,重要工單,
,,,,,,,A,,59N125010116,Siemens ImagSys-Lan Board w/NVM1.89,59-A2056-1020,A2,4/18,3/24,30,,15,25,40,20,60,85,2025-04-15 00:00:00,,,,,3,2025-02-25 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1415.9325,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,59N125040005,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,4/23,4/14,450,1500,45,30,75,562.5,0,562.5,2025-04-14 00:00:00,661.7647058823529,,,純SMT(4/16上午接測),2,2025-03-20 00:00:00,,,
,,,,,,,,4/14,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,3/24,,B,,55E125040175,COM-HPC-cRLS-R680E/Figure-ai,55-73301-130E,A3,4/16,4/9,40,,55,51,106,70.66666666666667,40,110.66666666666667,2025-04-15 00:00:00,,,,Cindy,1,2025-03-19 00:00:00,,,
,,,,,3/31,,B,,55E125050155,"SP2-EHL-J6412,PCAP,9-36V, IO,COM",55-A1031-102E,A1,4/16,4/14,6,,80,68,148,14.8,60,85,2025-04-15 00:00:00,,,,Agnes,1,2025-03-31 00:00:00,,,
,,,,,4/2,,B,,55E125040189,cPCI-6530CS/4700E/M8G,55-31422-05AE,A3,4/16,4/11,10,,103,80,183,30.5,60,90.5,2025-04-15 00:00:00,,,,Michael,1,2025-03-12 00:00:00,,,
,,,,,,,B,,59N125050019,nanoX-EL-x6413E-16G-eDP-TPM/ACAL,59-72307-8030,A1,4/21,4/7,66,,53,30,83,91.3,40,131.3,2025-04-15 00:00:00,,,,純SMT(4/16上午接測),2,2025-02-25 00:00:00,,,
,,,,,4/7,,B,,59N125050175,Capsule Axon 2 Mainboard,59-66942-0020,A2,4/21,4/1,270,,25,25,50,225,40,265,2025-04-15 00:00:00,,,,,2,2025-02-25 00:00:00,,重要工單,
,,,,,4/7,,B,,59N125020447,STR-TSPI7-070D_Board,59-66544-0010,A2,4/18,4/10,116,,68.4,35.8,104.2,201.45333333333335,40,241.45333333333335,2025-04-15 00:00:00,,,,,1,2025-03-14 00:00:00,,重要工單,
,,,,,,,B,,55N125040133,AmITX-SL-G-H110/Varian,55-7A104-1E30,A3,4/16,4/10,50,,70,55,125,104.16666666666667,40,144.16666666666669,2025-04-15 00:00:00,,,,,1,2025-03-03 00:00:00,,重要工單,
,,,,,4/1,,B,,59N125040222,MXM-RTX5000,59-7C002-1010,1A2,4/17,4/7,24,,63.2,30,93.2,37.28,60,97.28,2025-04-15 00:00:00,,,,純SMT,2,2025-03-02 00:00:00,,重要工單,
,,,,,,,B,,59N125040198,CM4-SL2-6102E-8G-8G,59-48105-0070,A2,4/17,4/7,26,,67.68,49.49,117.17000000000002,50.77366666666668,60,110.77366666666668,2025-04-15 00:00:00,,,,,1,2025-03-24 00:00:00,,,
,,,,,4/16,,B,,59N125040119,cPCI-A3535ND1,59-31130-0020,A2,4/18,4/9,40,,53,43,96,64,60,124,2025-04-16 00:00:00,,,,,2,2025-03-02 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1400.1403333333335,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,●,A,,55E125050072,Itron SBR Carrier Board,55-66038-0070,A6,4/18,4/10,14,,45,21,66,15.4,90,140,2025-04-15 00:00:00,,,,Winnie,2,2025-04-01 00:00:00,,,DEV-0054048
,,,,,,,A,,55E124110323,"SP2-MTL-125H,PCAP,12V,IO",55-A1035-001E,A1,4/16,4/14,8,,58,64,122,16.266666666666666,60,85,2025-04-15 00:00:00,,,,Agnes,1,2025-04-01 00:00:00,,,
,,,,,,,A,,55E125030354,Philips DIMv2,55-67900-001E,2A1,4/16,4/7,150,,0,8,8,20,60,85,2025-04-15 00:00:00,,,,Agnes,10,2025-03-24 00:00:00,,,
,,,,,,,A,,55E125050148,Express-RLP-i3-13300HE,55-72139-M05E,A2,4/16,4/14,6,,55,61,116,11.6,60,85,2025-04-15 00:00:00,,,,"Cindy,純SMT",2,2025-03-26 00:00:00,,,
,,,,,4/1,,A,,55N125040170,DB-P620,55-65A44-0020,A2,4/16,4/14,104,,8.7,8.4,17.1,29.64,60,85,2025-04-15 00:00:00,,,,,8,2025-03-02 00:00:00,,,
,,,,,,,A,,59N125030535,Express-TL-i3-11100HE,59-72138-1070,A3,4/17,4/14,6,,52,55,107,10.7,60,85,2025-04-15 00:00:00,,,,純SMT,2,2025-03-26 00:00:00,,,
,,,,,,,A,,55E125030114,Redflex Digital Interface Board,55-66299-002E,A1,4/18,4/2,50,,0,20.3,20.3,16.916666666666668,60,85,2025-04-16 00:00:00,,,,Winnie,2,2025-03-20 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1430,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,59N125040005,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,4/23,4/14,450,1500,45,30,75,562.5,0,562.5,2025-04-15 00:00:00,661.7647058823529,,,純SMT(4/17上午接測),2,2025-03-20 00:00:00,,,
,,,,,,,,4/15,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,,,,,第4班開線,,,,,,,,,,,,,90,,,,,,,,,,
,,,,,4/3,,B,,59N125040120,DB-P6301,59-37625-0010,A1,4/18,4/15,40,,15,18,33,22,60,85,2025-04-16 00:00:00,,,,,2,2025-03-02 00:00:00,,,
,,,,,4/3,,B,,59N125040092,EGX-MXM-T1000/Adlink logo,59-7C003-0040,A2,4/21,4/8,80,,41,32,73,97.33333333333333,40,137.33333333333331,2025-04-16 00:00:00,,,,純SMT,2,2025-03-19 00:00:00,,重要工單,
,,,,,4/3,,B,,59N125060033,M9019-66502,59-63516-0020,A1,4/21,4/11,100,,0,28,28,46.666666666666664,60,106.66666666666666,2025-04-16 00:00:00,,,,,10,2025-03-13 00:00:00,,重要工單,
,,,,,4/1,,B,,55N125040519,NVR MB w/o PoE ports,55-65537-0120,A2,4/18,4/10,150,,70,110,180,450,40,490,2025-04-16 00:00:00,,,,,1,2025-02-25 00:00:00,,,
,,,,,4/15,,B,,55N125060018,Interposer-m2E-mPCIe,55-49074-0010,A1,4/22,4/15,120,,12,12,24,48,60,108,2025-04-16 00:00:00,,,,純SMT,6,2025-03-14 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1017,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,A,,55E125040142,COM-HPC-mMTL-155H-Ultra7-28W-32G,55-73600-201E,A1,4/17,4/15,6,,60,48,108,10.8,80,90.8,2025-04-16 00:00:00,,,,"Clare,純SMT",2,2025-03-11 00:00:00,,,DEV-0053691
,,,,,4/3,,A,,55E125030324,ADi-BA3G-CL/H420E/8MB/AGS,55-7B500-110E,A3,4/18,3/24,17,,79.52,98.01,177.53,50.30016666666667,60,110.30016666666667,2025-04-16 00:00:00,,,,Maggie,1,2025-03-12 00:00:00,,重要工單,
,,,,,4/3,,A,,55E124070467,FM-400/AVA-1000 front panel board,55-32211-003E,A2,4/18,4/15,20,,10,12,22,7.333333333333333,60,85,2025-04-16 00:00:00,,,,Ivy,5,2025-03-28 00:00:00,,,
,,,,,3/25,,A,,59N125040389,MXM-RTX3000/Getec,59-7C001-D020,1A2,4/18,4/15,150,,53,27.3,80.3,200.75,40,240.75,2025-04-16 00:00:00,,,,純SMT(客戶工廠參訪14:00-15:00),2,2025-03-12 00:00:00,,重要工單,
,,,,,4/3,,A,,55E125020354,RCPU-210/x86 SMARC carrier board,55-32209-101E,A2,4/18,4/15,10,,35,46,81,13.5,60,85,2025-04-16 00:00:00,,,,Ivy,1,2025-03-28 00:00:00,,,
,,,,,4/3,,A,,55E125040303,RF-100/AVA-1000/X86 M.2 RF board,55-32212-100E,A2,4/18,4/15,12,,12,12,24,4.8,60,85,2025-04-16 00:00:00,,,,"Ivy,純SMT",2,2025-03-28 00:00:00,,,
,,,,,,,A,,59N125040382,UNP T6-DDI,59-79302-0040,B1,4/21,4/14,6,,0,22.38,22.38,2.238,60,85,2025-04-16 00:00:00,,,,,2,2025-03-25 00:00:00,,,
,,,,,,,A,,59N125050185,M9049A,59-63304-0040,A3,4/18,4/15,25,,20,20,40,16.666666666666668,60,85,2025-04-16 00:00:00,,,,,2,2025-03-14 00:00:00,,重要工單,
,,,,,,,A,,55N125040165,PXIe Type-6 CB/Lefty,55-63539-0030,A2,4/18,4/8,6,,46,43,89,8.9,60,85,2025-04-16 00:00:00,,,,,2,2025-03-14 00:00:00,,重要工單,
,,,,,,,A,,59N125050021,cExpress-SL-i3-6100U/SEPSA,59-72213-2400,B1,4/18,4/14,10,,65,33.2,98.2,16.366666666666667,60,85,2025-04-16 00:00:00,,,,純SMT,2,2025-03-13 00:00:00,,,
,,,,,,,A,,59N125050065,cExpress-SL-i7-6600U,59-72213-00B0,B1,4/21,4/14,20,,65,33.2,98.2,32.733333333333334,60,92.73333333333333,2025-04-16 00:00:00,,,,純SMT,2,2025-03-20 00:00:00,,,
,,,,,4/10,,A,,55E125020170,ADi-BA3G-AD-Everi,55-67302-001E,A1,4/17,4/15,20,,66,92,158,52.666666666666664,80,132.66666666666666,2025-04-17 00:00:00,,,,Maggie,1,2025-03-19 00:00:00,,重要工單,DEV-0053308
,,,,,,,,,,,,,,,,,,,,,,1292.2501666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,59N125040005,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,4/23,4/14,450,1500,45,30,75,562.5,0,562.5,2025-04-16 00:00:00,661.7647058823529,,,純SMT(4/18上午接測),2,2025-03-20 00:00:00,,,
,,,,,,,,4/16,,,,,,,,,,,Total,,,562.5,661.7647058823529,,,,,,,,,
,,,,,,,B,,59N125040166,M9019-66501,59-63515-0080,A2,4/21,4/15,56,,0,42,42,39.2,40,85,2025-04-17 00:00:00,,,,,2,2025-03-13 00:00:00,,重要工單,
,,,,,3/26,,B,,59N125060005,Capsule Axon 2 Serial Daughterboard,59-66876-0010,A2,4/23,3/25,162,,10,11,21,56.7,40,96.7,2025-04-17 00:00:00,,,,,3,2025-02-25 00:00:00,,重要工單,
,,,,,3/26,,B,,55N125060014,SEMI-MF HSL-AI16AO2-M-VV,55-23009-0080,A2,4/18,4/16,60,,19.85,20.3,40.150000000000006,40.150000000000006,40,85,2025-04-17 00:00:00,,,,,1,2025-03-17 00:00:00,,重要工單,
,,,,,3/26,,B,,59N125020267,MLC8 Touch Function Key,59-A3034-0020,A4,4/21,4/11,90,,11.6,8.9,20.5,30.75,40,85,2025-04-17 00:00:00,,,,純SMT,5,2025-03-13 00:00:00,,重要工單,
,,,,,4/10,,B,,59N125030275,MXM-T1000,59-7C003-1040,1A2,4/21,4/10,150,,41,32,73,182.5,40,222.5,2025-04-17 00:00:00,,,,純SMT,2,2025-03-13 00:00:00,,,
,,,,,,,B,,59N125040365,LEC-iMX62-1G-4G-ER/JCI,59-72501-4100,A7,4/22,4/16,280,,28,20,48,224,40,264,2025-04-17 00:00:00,,,,純SMT,2,2025-03-13 00:00:00,,,
,,,,,4/15,,B,,59N125030533,LEC-iMX62-1G-4G-ER/JCI,59-72501-4100,A7,4/22,4/9,450,,28,20,48,360,40,400,2025-04-17 00:00:00,,,,純SMT(4/18上午接測),2,2025-03-20 00:00:00,,,
,,,,,4/15,,B,,55E125020332,Aristocrat Gen10 Backplane,55-79030-004E,A3,4/25,3/17,500,1650,0,18,18,150,40,190,2025-04-17 00:00:00,,,,Kim,1,2025-02-20 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1428.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E125030249,SEMI-MF BattMan,55-79201-0050,B1,4/18,4/15,20,,12,20,32,10.666666666666666,60,85,2025-04-17 00:00:00,,,,Clare,2,2025-04-03 00:00:00,,,
,,,,,4/10,,A,,55E125060030,Seatex ISP2020 I/O Board,55-79207-001E,A2,4/21,4/10,60,,5,5,10,10,60,85,2025-04-17 00:00:00,,,,Winnie,8,2025-03-20 00:00:00,,重要工單,
